Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-9),	Low,	High,	Catch,	Low,	High
1982,	12440,	8102,	19101,	23696,	19827,	28321,	0.622,	0.457,	0.846,	16862,	13213,	21520
1983,	11853,	7850,	17897,	18017,	15238,	21303,	0.783,	0.594,	1.032,	17098,	13538,	21595
1984,	8260,	5488,	12432,	14428,	12145,	17139,	0.675,	0.512,	0.889,	13155,	10372,	16686
1985,	7518,	5006,	11291,	12370,	10490,	14586,	0.823,	0.637,	1.064,	14206,	11306,	17850
1986,	13290,	8823,	20018,	10393,	8796,	12281,	0.85,	0.655,	1.102,	11621,	9206,	14669
1987,	10594,	6947,	16155,	9743,	8231,	11533,	0.806,	0.612,	1.062,	10022,	7883,	12741
1988,	18120,	11888,	27617,	10394,	8705,	12412,	0.632,	0.48,	0.832,	9135,	7084,	11779
1989,	5528,	3619,	8446,	13674,	11443,	16341,	0.719,	0.558,	0.928,	12757,	9965,	16331
1990,	3048,	1973,	4709,	17861,	14675,	21739,	1.054,	0.832,	1.335,	17868,	13847,	23058
1991,	4840,	3175,	7378,	15132,	12074,	18964,	1.309,	1.017,	1.683,	19443,	14423,	26210
1992,	7231,	4780,	10938,	9428,	7718,	11518,	1.23,	0.939,	1.613,	10754,	8233,	14048
1993,	4897,	3174,	7555,	7108,	5848,	8639,	1.114,	0.883,	1.405,	7658,	5962,	9836
1994,	3984,	2607,	6090,	6470,	5326,	7860,	1.702,	1.385,	2.091,	8706,	6735,	11254
1995,	2872,	1891,	4364,	6583,	5367,	8076,	1.433,	1.117,	1.84,	7924,	6112,	10274
1996,	2527,	1658,	3853,	7419,	5953,	9245,	0.79,	0.585,	1.067,	6341,	4673,	8604
1997,	4863,	3171,	7459,	6494,	5367,	7858,	0.719,	0.523,	0.987,	5199,	3981,	6789
1998,	2050,	1262,	3330,	6149,	5107,	7404,	0.726,	0.504,	1.046,	4008,	3131,	5131
1999,	11401,	7258,	17908,	7140,	5904,	8634,	0.487,	0.326,	0.727,	3343,	2621,	4264
2000,	6869,	4408,	10703,	10664,	8780,	12954,	0.368,	0.253,	0.535,	5016,	3852,	6532
2001,	618,	365,	1044,	16300,	13372,	19870,	0.404,	0.288,	0.568,	7131,	5520,	9211
2002,	4380,	2849,	6736,	15921,	13100,	19351,	0.465,	0.332,	0.65,	7658,	5858,	10011
2003,	4300,	2626,	7042,	11824,	9799,	14268,	0.578,	0.416,	0.803,	7261,	5549,	9502
2004,	9625,	6030,	15364,	9430,	7896,	11263,	0.693,	0.511,	0.939,	6559,	5175,	8314
2005,	4728,	3064,	7295,	7846,	6526,	9434,	0.719,	0.539,	0.958,	5161,	4046,	6584
2006,	7875,	5077,	12216,	7883,	6565,	9466,	0.693,	0.515,	0.933,	4271,	3351,	5442
2007,	5338,	3457,	8242,	10263,	8455,	12459,	0.708,	0.525,	0.955,	5873,	4472,	7712
2008,	4540,	2915,	7069,	11544,	9581,	13908,	0.874,	0.663,	1.153,	7580,	5836,	9847
2009,	3047,	1952,	4755,	11268,	9327,	13613,	1.036,	0.805,	1.333,	8565,	6581,	11146
2010,	1551,	1005,	2396,	9582,	7922,	11590,	1.107,	0.877,	1.398,	7858,	6058,	10192
2011,	1132,	740,	1731,	6201,	5166,	7445,	1.701,	1.386,	2.088,	7007,	5471,	8975
2012,	1722,	1126,	2632,	3067,	2561,	3673,	1.928,	1.564,	2.378,	3826,	2990,	4897
2013,	703,	454,	1089,	1854,	1527,	2252,	1.307,	0.892,	1.916,	1851,	1452,	2359
2014,	1700,	1070,	2701,	1645,	1277,	2119,	0.875,	0.459,	1.665,	1430,	1089,	1878
2015,	852,	497,	1460,	1880,	1381,	2560,	0.138,	0.062,	0.311,	428,	310,	592
2016,	800,	335,	1911,	2709,	1941,	3782,	0.114,	0.056,	0.233,	560,	419,	749
