Year,3,4,5,6,7,8,9,10,11,12,13,14,gp,TOTAL
1946,1414614,679741,383829,180906,85202,89702,241985,85460,36575,32414,18297,8040,2545,3259309
1947,619663,820790,493761,291773,132484,55841,59402,146079,50823,19662,17773,10005,5836,2723893
1948,411710,359507,553987,353200,198284,75878,34127,31131,74230,19463,8251,7124,6006,2132898
1949,579737,276363,268292,396816,234592,109857,44389,17744,16053,30238,7571,3100,4095,1988848
1950,879176,376385,222605,190796,236633,120398,60542,22805,8848,6185,11945,2690,2083,2141089
1951,2462102,675359,291762,170184,117564,123966,67141,30109,10726,3036,2026,3956,1119,3959050
1952,2317108,1154160,417180,179222,104343,60254,66698,33001,14038,4125,1077,674,1257,4353135
1953,2574350,1105160,666787,232953,90266,53335,30947,29956,12972,4219,1158,303,376,4802781
1954,849182,1453025,702168,400802,132403,49924,32260,16319,14315,5170,1692,468,227,3657956
1955,388317,557380,963155,425297,224691,72355,29253,17376,7149,5447,1954,659,239,2693271
1956,745849,251103,386509,563485,213171,111029,36047,13945,7229,2318,1917,737,314,2333653
1957,1421315,406761,155102,211348,248582,90624,49018,15085,5095,2162,600,606,345,2606643
1958,1027987,702580,246487,91819,106507,116402,42005,22726,6100,1690,719,202,372,2365595
1959,1323033,541564,423645,135545,44783,51513,56686,19761,9647,2320,639,341,281,2609759
1960,1477129,625689,286713,216548,66420,21940,25628,26526,8121,3860,950,280,309,2760113
1961,1525833,700116,346072,147800,109163,34576,10967,12823,10869,2920,1544,413,248,2903345
1962,1250103,796167,383271,162924,65767,51240,15272,4358,4675,3409,926,558,246,2738915
1963,843440,707610,442783,161732,60759,27205,21218,5554,1342,1520,1207,337,324,2275031
1964,486159,386580,371460,183746,55744,21094,9324,6699,1450,328,499,430,258,1523771
1965,908344,264020,244649,201530,86701,24647,8261,3134,2219,434,104,152,250,1744444
1966,1898219,586851,180129,144131,107624,44532,11173,3187,1159,869,182,33,141,2978230
1967,1261515,1289017,407680,114336,81910,56889,20973,4558,1268,504,411,79,73,3239213
1968,186414,955003,887934,263060,71325,43832,25365,7822,1678,477,216,164,73,2443365
1969,111496,143502,655814,498564,143625,38705,19423,9236,2898,676,221,81,106,1624348
