Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(4-5),	Low,	High,	Catch,	Low,	High
1985,	9336,	5583,	15613,	547,	355,	843,	1.638,	1.349,	1.989,	753,	463,	1226
1986,	8151,	5068,	13111,	598,	410,	873,	1.616,	1.361,	1.918,	810,	543,	1208
1987,	8852,	5682,	13792,	770,	509,	1164,	1.623,	1.382,	1.907,	963,	630,	1471
1988,	11009,	6847,	17701,	630,	431,	921,	1.639,	1.396,	1.924,	882,	601,	1296
1989,	10138,	6530,	15738,	910,	624,	1327,	1.631,	1.4,	1.901,	1246,	851,	1825
1990,	9643,	6217,	14955,	1721,	1105,	2680,	1.625,	1.399,	1.888,	2018,	1269,	3208
1991,	9299,	5999,	14414,	1391,	939,	2061,	1.627,	1.398,	1.893,	1866,	1255,	2775
1992,	9533,	6033,	15062,	1120,	762,	1645,	1.615,	1.392,	1.875,	1487,	1009,	2191
1993,	8824,	5654,	13772,	905,	621,	1318,	1.596,	1.375,	1.852,	1259,	865,	1833
1994,	7295,	4798,	11090,	913,	632,	1319,	1.591,	1.368,	1.85,	1247,	866,	1794
1995,	6616,	4346,	10072,	1056,	721,	1547,	1.597,	1.37,	1.863,	1381,	943,	2022
1996,	5224,	3441,	7930,	1033,	707,	1510,	1.592,	1.362,	1.861,	1345,	926,	1952
1997,	4455,	2897,	6850,	915,	631,	1327,	1.581,	1.353,	1.848,	1184,	821,	1709
1998,	4656,	3058,	7090,	949,	647,	1391,	1.559,	1.332,	1.824,	1216,	830,	1783
1999,	4241,	2779,	6474,	997,	688,	1446,	1.543,	1.312,	1.815,	1297,	897,	1877
2000,	3443,	2237,	5299,	1328,	893,	1974,	1.558,	1.332,	1.822,	1612,	1088,	2387
2001,	2909,	1834,	4615,	1537,	1018,	2323,	1.579,	1.335,	1.868,	1840,	1204,	2813
2002,	3100,	2034,	4726,	1418,	958,	2097,	1.589,	1.32,	1.913,	1824,	1206,	2759
2003,	2789,	1798,	4325,	1000,	695,	1439,	1.586,	1.301,	1.934,	1314,	895,	1930
2004,	3088,	2038,	4679,	803,	539,	1195,	1.565,	1.289,	1.899,	964,	647,	1437
2005,	3243,	2131,	4936,	715,	485,	1054,	1.528,	1.278,	1.827,	887,	605,	1299
2006,	3324,	2155,	5128,	748,	506,	1105,	1.483,	1.247,	1.764,	899,	611,	1323
2007,	2734,	1731,	4319,	874,	592,	1292,	1.446,	1.204,	1.735,	1019,	689,	1507
2008,	2834,	1800,	4463,	989,	656,	1491,	1.417,	1.167,	1.72,	1122,	742,	1696
2009,	3090,	1991,	4797,	953,	644,	1411,	1.388,	1.127,	1.71,	1061,	708,	1590
2010,	2861,	1815,	4509,	1202,	804,	1798,	1.358,	1.079,	1.709,	1299,	854,	1977
2011,	3088,	1978,	4822,	1243,	831,	1858,	1.338,	1.05,	1.705,	1356,	891,	2065
2012,	3538,	2285,	5478,	923,	629,	1355,	1.329,	1.041,	1.697,	997,	671,	1480
2013,	3906,	2494,	6116,	779,	535,	1135,	1.31,	1.003,	1.711,	835,	565,	1233
2014,	4258,	2641,	6864,	709,	482,	1041,	1.28,	0.932,	1.759,	727,	484,	1091
2015,	4333,	2576,	7291,	808,	519,	1260,	1.251,	0.856,	1.831,	789,	509,	1222
2016,	4546,	2488,	8307,	845,	483,	1481,	1.238,	0.813,	1.885,	797,	497,	1278
