"Year","Index","Age","logObs","Pred"
2014,1,"1",4.48528005329443,5.43470663826614
2014,1,"2",8.28908484664886,7.26821219099929
2014,1,"3",7.7418550805957,7.64968836023356
2014,1,"4",6.73025770267967,7.05276082965547
2014,1,"5",5.10848766958331,6.31947651736166
2014,1,"6",3.14315193745641,6.46542011220067
2014,2,"1",7.37647689506394,7.58737378378566
2014,2,"2",7.73409063336109,8.07901994967592
2014,2,"3",6.16901185305126,7.33562503122259
2014,2,"4",4.78826632622582,6.5812399111791
2014,3,"1",3.61971687062761,6.84750909319834
2014,3,"2",7.57758765580476,8.57752502652967
2014,3,"3",7.58834398732138,8.36897513640187
2014,3,"4",6.26015261027022,7.66009637865249
2014,3,"5",4.44195676285602,6.91871365691264
2014,3,"6",3.07421983205967,7.06413717915384
2014,4,"1",7.38800627260139,8.08192612623642
2014,4,"2",7.33836820038638,8.31038598451665
2014,4,"3",6.14181601006569,7.47318083175967
2014,4,"4",4.26380577488322,6.71494641139894
2014,4,"5",3.00280727389351,5.97066833348842
2015,1,"1",3.81981989669877,4.76186771310116
2015,1,"2",7.27969121951106,7.7589905189286
2015,1,"3",7.9955492260815,8.24019503070361
2015,1,"4",6.51783232213045,7.51723971743925
2015,1,"5",5.03118927389879,6.75395232904644
2015,1,"6",3.48909829702279,6.77715678555041
2015,2,"1",6.51553474976359,6.91496920862068
2015,2,"2",7.58724469299677,8.57484617760523
2015,2,"3",5.99784150876646,7.94825880169264
2015,2,"4",3.61530323168319,7.07505974896288
2015,2,"5",2.03355471145356,6.30164115718335
2015,3,"1",3.92488001727093,6.17467016803336
2015,3,"2",7.98499075373517,9.06830335445898
2015,3,"3",8.92619476259525,8.95948180687192
2015,3,"4",7.33717753571676,8.12457526643627
2015,3,"5",5.79622516272568,7.35318946859742
2015,3,"6",4.08844384086577,7.37587385250358
2015,4,"1",8.76059579035731,7.40952155107144
2015,4,"2",7.50145216971588,8.80621221244596
2015,4,"3",5.67730488867213,8.08581460222972
2015,4,"4",3.23380389006171,7.20876624918272
2016,1,"1",4.39107959613333,4.17665054627033
2016,1,"2",7.67425032921274,7.08692890218883
2016,1,"3",8.22669100346639,8.74119388741368
2016,1,"4",7.06486169287037,8.15473801703838
2016,1,"5",5.43342499423557,7.28102975592376
2016,1,"6",4.4316246385496,7.2118927859233
2016,2,"1",6.77379404155717,6.32983644178985
2016,2,"2",7.64206836118558,7.90376531086546
2016,2,"3",6.88743321148239,8.45355680840271
2016,2,"4",4.77555424034148,7.71825884856201
2016,2,"5",2.82055107024126,6.83455773406067
2016,3,"1",5.60734482184049,5.58945300120253
2016,3,"2",8.84483652780039,8.39624173771921
2016,3,"3",9.05077468260219,9.46048066358199
2016,3,"4",7.75845758595364,8.7620735660354
2016,3,"5",6.32834748255231,7.88026689547474
2016,3,"6",4.66117244806413,7.81060985287648
2016,4,"1",8.30423015762942,6.82438878424062
2016,4,"2",8.02953696794351,8.13513134570619
2016,4,"3",6.43714348882317,8.59111260893979
2016,4,"4",4.00299658255878,7.85196534878185
2016,4,"5",2.14943378675534,6.96811362205052
