"Year","Index","Age","logObs","Pred"
2014,1,"1",8.75184686237659,8.75334565277219
2014,1,"2",7.85658318800447,7.92122486794613
2014,1,"3",6.75831958815024,6.16300444242926
2014,1,"4",8.12075984946528,7.06860626130676
2014,1,"5",5.60284944010803,4.60091609419708
2014,1,"6",5.11318497830004,3.38617814745934
2014,1,"8",4.70591292976333,3.67242871553656
2014,1,"9",5.07579130867675,4.66190644347897
2014,2,"1",10.1818789745307,9.12556482482026
2014,2,"2",9.34400374817999,8.49512804702474
2014,2,"3",8.60598978810883,6.92701535157266
2014,2,"4",9.65231567372456,7.97760447948099
2014,2,"5",6.73244719539303,5.60770923300563
2014,2,"6",6.15017461560193,4.46617845214102
2014,2,"7",5.53654505860462,3.67255722948017
2014,2,"8",6.63633837612759,4.84737832959716
2014,2,"9",6.8016147759777,5.86331685419453
2015,1,"1",7.91073834689967,5.63250618181701
2015,1,"2",11.0831030977809,8.72535253440904
2015,1,"3",9.53143886731653,7.81661577900787
2015,1,"4",8.32470102108335,5.98604889991491
2015,1,"5",9.75748558243471,6.81206606583426
2015,1,"6",7.64204526201636,4.27348900939115
2015,1,"7",5.51544338328221,3.02305047791238
2015,1,"9",7.84569112800509,4.61187115975414
2015,2,"1",7.40117037367032,6.00525455386508
2015,2,"2",11.1028829462674,9.30109011348765
2015,2,"3",8.26088054501417,8.58647738815126
2015,2,"4",6.87005369165686,6.90995871808914
2015,2,"5",8.00433220294211,7.84464050464282
2015,2,"6",4.01638301618698,5.38495871407283
2015,2,"9",4.4704950976752,5.8433001204697
2016,1,"1",7.98381656565156,5.49248377130216
2016,1,"2",7.77313271791042,5.60461809783424
2016,1,"3",10.8254039879545,8.62129905575608
2016,1,"4",8.54671445250302,7.64283944851727
2016,1,"5",7.53796401100585,5.74219822019973
2016,1,"6",8.41221187243693,6.51149775387215
2016,1,"7",4.89858703541214,3.94539582570953
2016,1,"8",3.50855724906857,2.6883411491654
2016,1,"9",5.27607323890535,4.36336442387192
2016,2,"1",7.71797512264406,5.86483484335023
2016,2,"2",8.11889334537213,6.17897847691284
2016,2,"3",11.2414143466267,9.38676816489948
2016,2,"4",8.87784329958713,8.5555541666915
2016,2,"5",7.45720647188911,6.75541695900828
2016,2,"6",8.28142137094311,7.59934135855383
2016,2,"7",4.33729175786674,5.08922425053086
2016,2,"8",3.49042948669024,3.871140213226
2016,2,"9",3.88568000791969,5.57225648458747
