"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1977,0.3989869,NA,NA,9524.864,NA,NA,7040.819,NA,NA,3232.55
1978,0.4055014,NA,NA,13377.2,NA,NA,1589.224,NA,NA,4942.484
1979,0.3114547,NA,NA,15260.4,NA,NA,6752.815,NA,NA,4715.445
1980,0.4812225,NA,NA,14582.28,NA,NA,7600.165,NA,NA,7027.505
1981,0.4338756,NA,NA,14166.08,NA,NA,5547.474,NA,NA,5820.98
1982,0.5332288,NA,NA,13852.76,NA,NA,1225.663,NA,NA,6518.424
1983,0.7935115,NA,NA,10452.54,NA,NA,3404.431,NA,NA,7446.92
1984,0.6206328,NA,NA,6977.722,NA,NA,1380.443,NA,NA,4129.173
1985,0.7544956,NA,NA,5340.878,NA,NA,349.2949,NA,NA,3387.618
1986,1.175401,NA,NA,3094.239,NA,NA,267.6242,NA,NA,2863.822
1987,0.5812709,NA,NA,1570.268,NA,NA,122.0766,NA,NA,914.6142
1988,0.4898747,NA,NA,1160.63,NA,NA,422.2441,NA,NA,502.251
1989,0.4136405,NA,NA,827.3021,NA,NA,198.251,NA,NA,332.1871
1990,0.6302003,NA,NA,818.8723,NA,NA,313.513,NA,NA,450.0885
1991,0.5513209,NA,NA,694.768,NA,NA,260.689,NA,NA,369.7123
1992,0.5016457,NA,NA,670.3192,NA,NA,728.0615,NA,NA,270.9409
1993,0.3159277,NA,NA,706.3714,NA,NA,1279.901,NA,NA,191.1893
1994,0.1780898,NA,NA,1113.243,NA,NA,2438.804,NA,NA,186.2784
1995,0.2429269,NA,NA,1894.588,NA,NA,2158.659,NA,NA,400.4874
1996,0.1259981,NA,NA,2800.532,NA,NA,953.5299,NA,NA,332.2472
1997,0.4751644,NA,NA,4048.747,NA,NA,2509.03,NA,NA,997.9452
1998,0.3130034,NA,NA,4923.115,NA,NA,2569.512,NA,NA,898.6085
1999,0.1918489,NA,NA,5213.814,NA,NA,14635.36,NA,NA,549.7993
2000,0.2558241,NA,NA,6809.508,NA,NA,3026.318,NA,NA,905.1528
2001,0.2333355,NA,NA,11692.54,NA,NA,1178.652,NA,NA,1196.101
2002,0.1683077,NA,NA,14279.64,NA,NA,1833.127,NA,NA,1267.012
2003,0.1411097,NA,NA,12390.75,NA,NA,403.0743,NA,NA,1383.221
2004,0.1341073,NA,NA,10829.33,NA,NA,7038.104,NA,NA,1352.249
2005,0.2035549,NA,NA,9382.65,NA,NA,562.947,NA,NA,1677.204
2006,0.1937401,NA,NA,8746.963,NA,NA,1560.405,NA,NA,1231.719
2007,0.2392573,NA,NA,7752.769,NA,NA,1899.789,NA,NA,1367.48
2008,0.1954094,NA,NA,6931.557,NA,NA,411.4766,NA,NA,1121.554
2009,0.1659684,NA,NA,6404.082,NA,NA,665.0246,NA,NA,910.2252
2010,0.1937157,NA,NA,5628.975,NA,NA,1633.416,NA,NA,940.0985
2011,0.1767054,NA,NA,4974.183,NA,NA,16723.39,NA,NA,750.3079
2012,0.2186372,NA,NA,6135.55,NA,NA,6110.758,NA,NA,772.2644
2013,0.1869145,NA,NA,10018.28,NA,NA,33034.94,NA,NA,810.6729
2014,0.1226356,NA,NA,16918.55,NA,NA,152325.1,NA,NA,999.596
2015,0.07237967,NA,NA,39620.94,NA,NA,4822.883,NA,NA,1103.079
2016,0.08153435,NA,NA,69296.55,NA,NA,3375.252,NA,NA,2309.673
