Mean Weight in Stock (kilograms)
1 4
1985 2016 
1 6 
1
0.1187 0.2457 0.3338 0.4574 0.5799 0.786
0.0899 0.2248 0.3954 0.4993 0.6829 0.996
0.0451 0.2026 0.3644 0.5259 0.6307 0.916
0.1079 0.1658 0.3174 0.4987 0.6688 0.841
0.1152 0.2368 0.3454 0.5829 0.8434 1.317
0.0658 0.2269 0.3511 0.5178 0.792 0.97
0.1222 0.1966 0.3254 0.489 0.7019 1.021
0.0441 0.1331 0.3081 0.4678 0.5869 1.169
0.0796 0.1331 0.3043 0.4008 0.6904 0.999
0.0724 0.1556 0.3101 0.4823 0.6224 0.904
0.0423 0.2498 0.3041 0.4098 0.6191 0.79
0.0933 0.2046 0.3691 0.439 0.5729 1.266
0.1364 0.2378 0.3494 0.4607 0.5864 0.865
0.0618 0.1967 0.371 0.5602 0.7768 0.707
0.1283 0.2692 0.3635 0.5622 0.6961 0.936
0.0823 0.3025 0.4159 0.5355 0.6198 0.835
0.2089 0.2804 0.4008 0.5466 0.7275 0.898
0.2043 0.3347 0.4223 0.536 0.7362 1.042
0.0729 0.3017 0.4057 0.5179 0.6529 0.945
0.0628 0.2104 0.3632 0.4522 0.596 0.831
0.0476 0.213 0.346 0.487 0.648 0.921
0.0898 0.2339 0.3663 0.4578 0.7284 0.926
0.034 0.2424 0.3807 0.4841 0.5913 0.843
0.1035 0.2085 0.3719 0.4846 0.5959 0.863
0.1351 0.2518 0.3703 0.4673 0.5715 0.895
0.1104 0.2852 0.3804 0.4831 0.5749 0.756
0.122 0.3084 0.402 0.4658 0.5535 0.732
0.1943 0.2781 0.3859 0.4283 0.4925 0.58
0.1921 0.2843 0.378 0.4467 0.5078 0.638
0.1352 0.2919 0.3723 0.4339 0.5425 0.651
0.1643 0.2837 0.3848 0.4512 0.5209 0.639
0.1397 0.2403 0.3548 0.4184 0.4866 0.595
