Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(7-8),	Low,	High,	Catch,	Low,	High
1965,	8560402,	3957178,	18518365,	265429,	129210,	545256,	0.299,	0.095,	0.939,	114517,	67890,	193169
1966,	5436759,	2653835,	11137976,	717624,	402734,	1278718,	0.475,	0.174,	1.3,	194215,	130969,	288003
1967,	12667779,	6375731,	25169289,	834974,	487658,	1429656,	0.728,	0.318,	1.667,	228457,	171864,	303685
1968,	6362561,	3247483,	12465708,	657303,	400407,	1079021,	0.593,	0.281,	1.253,	453049,	308383,	665580
1969,	8074812,	4085682,	15958802,	555013,	359828,	856074,	0.468,	0.246,	0.888,	364773,	266929,	498483
1970,	4255015,	2152924,	8409566,	548453,	356185,	844506,	0.632,	0.358,	1.117,	327610,	254302,	422049
1971,	7837396,	3959040,	15515069,	429181,	282922,	651048,	0.851,	0.488,	1.483,	321581,	248917,	415458
1972,	2109674,	1075458,	4138444,	306465,	203199,	462211,	0.91,	0.51,	1.625,	269481,	209028,	347418
1973,	2444219,	1264736,	4723678,	425787,	265427,	683030,	0.834,	0.454,	1.532,	262346,	191598,	359217
1974,	1906519,	992554,	3662082,	324147,	196109,	535778,	0.664,	0.365,	1.21,	221018,	151272,	322921
1975,	1735522,	914500,	3293643,	218959,	135381,	354135,	0.84,	0.468,	1.507,	216103,	151675,	307899
1976,	2348990,	1241868,	4443111,	133504,	87225,	204335,	0.731,	0.403,	1.326,	137623,	101865,	185934
1977,	7054167,	3704598,	13432297,	74497,	48597,	114201,	0.778,	0.445,	1.362,	105813,	80415,	139234
1978,	4708022,	2479774,	8938506,	45151,	30191,	67525,	0.85,	0.492,	1.47,	125137,	88232,	177479
1979,	587204,	297465,	1159156,	62850,	40634,	97212,	0.777,	0.439,	1.375,	113253,	80322,	159685
1980,	4144483,	2156563,	7964867,	56270,	33912,	93369,	0.791,	0.437,	1.433,	105646,	74487,	149840
1981,	2058926,	1078683,	3929957,	51822,	31592,	85006,	0.608,	0.33,	1.12,	98640,	67247,	144688
1982,	2035664,	1042554,	3974784,	55695,	35891,	86427,	0.698,	0.379,	1.287,	64903,	47286,	89085
1983,	1954856,	976665,	3912765,	60732,	37927,	97250,	0.661,	0.35,	1.247,	47164,	34926,	63689
1984,	2565094,	1265721,	5198387,	82971,	50966,	135075,	0.704,	0.373,	1.33,	46605,	34507,	62945
1985,	3123655,	1529337,	6380030,	104585,	64199,	170376,	0.613,	0.319,	1.177,	49245,	36260,	66881
1986,	3279501,	1611228,	6675111,	128667,	77722,	213004,	0.598,	0.311,	1.152,	64867,	47671,	88267
1987,	6301688,	3010829,	13189480,	170201,	100645,	287828,	0.508,	0.267,	0.969,	63501,	46487,	86741
1988,	8589270,	4039775,	18262294,	217243,	128216,	368087,	0.499,	0.27,	0.92,	67152,	50840,	88697
1989,	7963904,	3753625,	16896669,	248027,	146600,	419625,	0.55,	0.306,	0.991,	67245,	51666,	87522
1990,	8061739,	3752482,	17319641,	224409,	130472,	385980,	0.631,	0.347,	1.147,	77333,	60048,	99595
1991,	6575078,	3002621,	14397971,	344592,	193956,	612220,	0.721,	0.397,	1.309,	94225,	73189,	121306
1992,	2953532,	1341166,	6504303,	555281,	308724,	998745,	0.667,	0.349,	1.276,	107205,	83141,	138236
1993,	4350865,	1987665,	9523749,	706691,	378908,	1318030,	0.506,	0.241,	1.062,	95099,	73567,	122932
1994,	4653094,	2123587,	10195619,	581440,	306544,	1102849,	0.359,	0.161,	0.8,	84227,	65218,	108775
1995,	33385071,	14576070,	76465263,	584784,	299714,	1140996,	0.376,	0.159,	0.889,	119731,	92813,	154457
1996,	12552363,	5622358,	28024153,	653609,	328902,	1298879,	0.261,	0.102,	0.667,	149232,	114249,	194929
1997,	13637384,	5990133,	31047431,	1322641,	703817,	2485563,	0.178,	0.069,	0.461,	150009,	112139,	200668
1998,	2463798,	1112944,	5454272,	1137931,	590883,	2191446,	0.123,	0.048,	0.317,	119474,	90458,	157798
1999,	4810902,	2200880,	10516143,	1038507,	530252,	2033929,	0.101,	0.039,	0.26,	123668,	93550,	163482
2000,	3407549,	1565157,	7418676,	946875,	486052,	1844604,	0.096,	0.038,	0.241,	122255,	93993,	159016
2001,	3345823,	1553194,	7207423,	1009205,	533271,	1909902,	0.102,	0.041,	0.252,	130158,	98919,	171264
2002,	14328042,	6387592,	32139306,	721890,	371056,	1404436,	0.094,	0.038,	0.231,	111113,	84699,	145763
2003,	11319433,	5222196,	24535573,	604406,	307458,	1188150,	0.087,	0.035,	0.215,	110911,	85400,	144042
2004,	5363843,	2459799,	11696411,	550282,	286730,	1056084,	0.063,	0.025,	0.157,	110576,	83059,	147209
2005,	1963994,	907305,	4251347,	584993,	309484,	1105765,	0.061,	0.025,	0.152,	101850,	75402,	137575
2006,	7348717,	2941908,	18356672,	597269,	308093,	1157868,	0.068,	0.027,	0.17,	114707,	85785,	153379
2007,	2584622,	1185019,	5637272,	569721,	292179,	1110902,	0.07,	0.028,	0.177,	103378,	78853,	135531
2008,	9277288,	4193520,	20524062,	598189,	307147,	1165014,	0.094,	0.037,	0.241,	99104,	75067,	130839
2009,	14011584,	6310430,	31111114,	497199,	243777,	1014073,	0.122,	0.046,	0.32,	97701,	74342,	128400
2010,	5520455,	2199788,	13853800,	424043,	217768,	825704,	0.097,	0.037,	0.256,	80166,	60103,	106927
2011,	6563943,	2839261,	15174848,	705590,	366641,	1357887,	0.054,	0.02,	0.146,	80306,	54659,	117986
2012,	14652246,	6193031,	34666111,	824792,	423053,	1608031,	0.091,	0.036,	0.232,	80910,	55664,	117608
2013,	12364878,	4566794,	33478674,	762048,	390424,	1487402,	0.082,	0.032,	0.207,	93901,	67544,	130543
2014,	14018093,	3734203,	52623524,	1214759,	602414,	2449543,	0.061,	0.023,	0.16,	93162,	66124,	131257
