"","year","fleet","age","logObs","pred","predSd"
"1",2014,1,1,7.88765910391736,7.96227374339932,0.246555153687346
"2",2014,1,2,7.45091061973866,7.76880249247607,0.200268760799283
"3",2014,1,3,6.60723109851706,7.02551958535468,0.217198418874244
"4",2014,1,4,5.65059264614208,6.10917227334749,0.259755587918889
"5",2014,1,5,5.84458735124722,6.38046225635353,0.291518515156337
"6",2014,1,6,NA,NA,NA
"7",2014,2,1,8.15960640330251,8.52194802878123,0.247559873297147
"8",2014,2,2,7.29796460719885,7.5672389327021,0.216405614057788
"9",2014,2,3,6.41475320123927,6.79458700595135,0.233745194803683
"10",2014,2,4,5.68266097803409,5.84482435955269,0.256760817729132
"11",2014,2,5,NA,NA,NA
"12",2014,2,6,NA,NA,NA
"13",2015,1,1,7.42197912225428,7.283943073241,0.323283021560561
"14",2015,1,2,8.18014719022361,8.17271494448383,0.263219074650199
"15",2015,1,3,7.12641680099248,7.36263243399556,0.267715527332035
"16",2015,1,4,6.09921969334805,6.50842501853276,0.293695661449787
"17",2015,1,5,5.27796158629096,5.93729159416695,0.346615380926364
"18",2015,1,6,NA,NA,NA
"19",2015,2,1,7.54934597262768,7.84587724091713,0.325485258833161
"20",2015,2,2,8.04354131540374,7.98022224989775,0.28466070895797
"21",2015,2,3,6.98663115232304,7.14229798411794,0.290069811955288
"22",2015,2,4,6.12922448681247,6.25476124768173,0.301999626814015
"23",2015,2,5,NA,NA,NA
"24",2015,2,6,NA,NA,NA
"25",2016,1,1,6.85177734457268,6.87823175072759,0.414117685014421
"26",2016,1,2,6.99324466499755,7.38842569077719,0.342641183263871
"27",2016,1,3,7.55122890529851,7.75755011761113,0.332241506210152
"28",2016,1,4,6.42797602362147,6.93890866793981,0.351744175605566
"29",2016,1,5,5.84840216426614,6.36867814856094,0.387273056649326
"30",2016,1,6,NA,NA,NA
"31",2016,2,1,7.27891185605803,7.44299844671455,0.416934911739002
"32",2016,2,2,7.04880335046032,7.20730238587758,0.366273184614742
"33",2016,2,3,7.44016429647934,7.55049932502856,0.360190908866501
"34",2016,2,4,6.72179912503503,6.69863636329158,0.368074434182164
"35",2016,2,5,NA,NA,NA
"36",2016,2,6,NA,NA,NA
