"","R(age 1)","Low","High","SSB","Low","High","Fbar","Low","High","Catch","Low","High"
"1989",12600.7426533232,8842.87002409194,17955.5636329263,12021.326457124,10506.7369843982,13754.2502494676,0.694055713357323,0.558303892993111,0.862815644471758,6545.99381268931,5399.81865517492,7935.45815741448
"1990",7523.09271681469,5050.73663373713,11205.6771378145,14305.412843003,12499.2899880786,16372.5169032752,0.640066848337771,0.511462286317431,0.801008366209785,7176.48301336501,5942.89649881643,8666.12912598654
"1991",7684.62019064841,5258.66761482771,11229.7242951827,16255.2261827874,14525.51918963,18190.9076573467,0.492268687827313,0.394829261797902,0.613755069499543,6377.62774706042,5281.54119988603,7701.18685828913
"1992",7368.87071927273,5104.39967269753,10637.9318155271,16819.6866338296,14978.7509313816,18886.8791367327,0.733502456754673,0.603776038140362,0.891101700097719,9702.48897257282,8072.22211819088,11662.00469766
"1993",4298.2299520801,3020.98495941018,6115.48252281452,14217.3949439601,12614.4661634101,16024.008973036,0.895883418177616,0.743758437019904,1.07912335378876,9812.45864042981,8171.19707982041,11783.3829767647
"1994",2751.02302143707,1942.49942205786,3896.07717692864,11403.6340797109,10073.1732237024,12909.8216953075,0.640447376100337,0.519233382108175,0.789958534423259,5852.98627645402,4847.90052561909,7066.45034718082
"1995",3024.94472976674,2174.51351632759,4207.97136896943,9965.95081396809,8922.66240767359,11131.2264309154,0.628806766015502,0.511447127486859,0.773096431159511,5007.61482153945,4147.38446508555,6046.26998340853
"1996",3873.35324206258,2804.63865392299,5349.30420245454,8962.97547002102,7942.95886725601,10113.9802709253,0.53663231881411,0.433214110238541,0.664738841117712,3964.3434304955,3270.88869248618,4804.8161562377
"1997",4611.66529068175,3343.2313334734,6361.34764003403,8168.94218641121,7158.20055182184,9322.40106460063,0.382436483465025,0.30393499507111,0.481213635339607,2660.27697138487,2193.12327865777,3226.93832733923
"1998",3878.17707870681,2738.4052758411,5492.34168751276,9471.75113015335,8304.50890058224,10803.0553697487,0.330080368685737,0.261121741467321,0.417250012118763,2669.43759169495,2204.24826759663,3232.80147735979
"1999",6067.19135423047,4520.90772986983,8142.34952986065,9350.17907739898,8212.81680622113,10645.0503940628,0.438538953717321,0.35070527340134,0.548370465212252,3429.79453656732,2846.88945462796,4132.05034847561
"2000",2564.9820380383,1758.57906771943,3741.16408879531,9461.54466072053,8289.77234268753,10798.9488331095,0.39840982230669,0.317852660836564,0.49938353856369,3170.06252962966,2629.69275700826,3821.47169663838
"2001",2598.53152263577,1776.11167097148,3801.76887776344,11368.8451627227,10103.7111123355,12792.3927057022,0.410709621778932,0.32715520079708,0.515603582063852,3873.59085802155,3207.25796223497,4678.35961809948
"2002",2672.43491485238,1855.87686814702,3848.26628140087,13053.1915177162,11653.6213507522,14620.8464879614,0.315493947722573,0.250474813648641,0.397390977558328,3480.53657906842,2874.53047376267,4214.30038359492
"2003",2115.43217893807,1455.49378554208,3074.59457961202,12581.5189060463,11081.7442300692,14284.2692176276,0.456353562314463,0.367002171055401,0.56745869714668,4843.15738028496,4006.67826869358,5854.26925677683
"2004",2054.25417832327,1408.19020152758,2996.72602790507,11249.8258856685,9680.78677599651,13073.1711570861,0.394747267674813,0.309867633821186,0.50287732027751,3821.80450629996,3148.43252869351,4639.19412318985
"2005",3660.24077705435,2642.16940399982,5070.59181206549,9306.93651692608,7829.31189157944,11063.432972092,0.382453233900893,0.289488173426454,0.505272717672566,3054.59001492535,2506.29014919209,3722.84117315362
"2006",2512.47065183087,1713.07376763456,3684.90189714821,9115.02782347452,7404.0457650606,11221.3963634292,0.240477613031169,0.176060865963035,0.328463012225045,1936.87260971249,1588.43399303317,2361.74466342849
"2007",3123.59403642582,2202.79818341099,4429.29351307468,11189.1715340065,9103.12514051484,13753.2504150923,0.169154364444006,0.122835448898315,0.232939263600867,1672.92441034166,1372.64438894701,2038.89376247254
"2008",3519.68702245159,2480.4213435071,4994.39208924816,11985.6971980172,9774.81415463916,14696.6412915765,0.150683316441025,0.109822875573658,0.206746196865311,1606.74941386371,1317.73074273571,1959.15872281441
"2009",4102.37430843775,2885.21294064278,5833.00966436841,11982.9127862721,9806.27017224225,14642.692514209,0.187156496073149,0.136290598888039,0.257006384212557,1983.84792120036,1624.10679988776,2423.27202541296
"2010",2881.54513518037,1970.19044814642,4214.46686734956,15909.4793054904,12896.6075332202,19626.2103130486,0.151053442418939,0.108697400088463,0.209914335099477,2130.81908085776,1743.53782656544,2604.12472053533
"2011",2547.18070785769,1753.59367787902,3699.90473866775,18722.9915998996,15048.2740721235,23295.0578099383,0.201068676507358,0.142052245265425,0.284603827252991,3302.94515668291,2694.50918100778,4048.76954398604
"2012",2173.97243669509,1463.27262165414,3229.85347061805,18863.5751733885,14811.4512157103,24024.2811551545,0.192011427845726,0.133408805398535,0.27635648421569,3223.11522193479,2627.16504770081,3954.25165349216
"2013",2403.04242519661,1575.84101309917,3664.46414917074,19017.5362133295,14676.5217602047,24642.5338056566,0.144775183280239,0.100116293828018,0.209355069913315,2483.85013905024,2030.45540607509,3038.48658522654
"2014",2691.52025699004,1657.9721006459,4369.36260324618,16869.1050404739,12705.5883655602,22396.9718425546,0.130727632207373,0.0894739988098065,0.191002012315036,2019.97260574805,1654.97754215763,2465.46507371514
"2015",4580.67603715504,2724.83287489857,7700.50638725779,16803.8930371994,12578.4196814538,22448.8312806081,0.10988276668006,0.0754201068134509,0.16009288402534,1704.51229504192,1399.37949776731,2076.17888398719
"2016",4590.93997324241,2309.01919871786,9128.00112256255,20226.3298239159,15040.9529940866,27199.3681721276,0.0739536071782398,0.0509078523757347,0.107432071074369,1396.89493463308,1148.42176530946,1699.1278965161
