"Year","Index","Age","logObs","Pred"
2014,1,"1",2.26176295118211,5.69647883675933
2014,1,"2",3.54095925896485,4.74513029842518
2014,1,"3",4.96703134602912,5.87237050986275
2014,1,"4",6.00141493662451,5.31346475615868
2014,1,"5",5.32739078727317,4.48524844598431
2014,1,"6",4.01277286724438,3.65136635152375
2014,1,"7",4.00369019849777,2.85259082723672
2014,2,"1",6.4227103154304,6.31837968034886
2014,2,"2",6.30750239903117,5.11732231569027
2014,2,"3",6.27150573100086,5.8199342143088
2014,2,"4",5.64292108444409,4.77297502717443
2014,2,"5",3.24254224983045,3.67907223441401
2014,3,"1",5.31197263523911,6.94113101864888
2014,3,"2",3.89206594548786,4.98655368217127
2014,3,"3",4.72141957572165,5.26345509603751
2014,3,"4",3.24673639999626,4.11503192455624
2014,3,"5",2.37979118132588,2.99006673871098
2014,3,"6",1.90235301253139,2.04816172889006
2015,1,"1",3.89995038882545,5.56508316234775
2015,1,"2",7.18500837978572,6.48816299438811
2015,1,"3",7.48818148757512,5.32600225870527
2015,1,"4",7.93465678862511,5.99005503259335
2015,1,"5",6.03715470718798,4.83884695987876
2015,1,"6",4.80811079279292,3.6904762289164
2015,1,"7",3.73528580859874,2.83366835446989
2015,2,"1",1.85629804692812,6.19050395593727
2015,2,"2",5.27964415502668,6.8848578616532
2015,2,"3",4.55492881087625,5.40129836315131
2015,2,"4",5.31811994193245,5.7605108536091
2015,2,"5",4.48074040851587,4.43440654830846
2015,3,"1",4.25703019152469,6.81032200257063
2015,3,"2",4.06560208066348,6.73367018646754
2015,3,"3",4.03246897836215,4.73837557821335
2015,3,"4",4.02356452434709,4.84344645932424
2015,3,"5",1.52605619914722,3.41062121927209
2016,1,"1",4.56327273787488,5.34275336190806
2016,1,"2",5.33606118339591,6.36197898832903
2016,1,"3",7.58940320602932,7.10543480173956
2016,1,"4",5.76233248817201,5.6344228191805
2016,1,"5",5.86530121349001,5.98074112670937
2016,1,"6",2.07940797221639,4.64562463557688
2016,1,"7",2.2406763803808,3.4420768798028
2016,2,"2",4.55075536714655,6.75853790559412
2016,2,"3",7.38260102758776,7.18002235618561
2016,2,"4",5.76114878387981,5.40315384019625
2016,2,"5",5.88141186670631,5.57407221513908
2016,3,"2",2.59525461591209,6.60746352207513
2016,3,"3",3.92986283947003,6.51769002958098
2016,3,"4",1.87180214397851,4.48752677924473
2016,3,"5",2.11625582203142,4.55214396943604
