"Year","Index","Age","logObs","Pred"
2014,1,"1",11.3765854691004,12.6503836524071
2014,1,"2",12.4966212825462,13.1295080830659
2014,1,"3",12.7382973948593,12.6383441632211
2014,1,"4",12.2693883498261,12.6704623836492
2014,1,"5",12.4934595361388,11.7366088362244
2014,1,"6",11.5866366248545,11.4403571489269
2014,1,"7",11.9176639757734,11.3307150762906
2014,1,"8",10.9790065205628,11.1863978163264
2015,1,"1",11.83245088558,12.6122631423695
2015,1,"2",12.3700166544348,12.5467126335092
2015,1,"3",12.4903432109435,12.9022071198807
2015,1,"4",12.7112959818117,12.3432677023074
2015,1,"5",12.2741040657239,12.3273408628781
2015,1,"6",11.974437048614,11.3688340607885
2015,1,"7",11.5184136705808,11.0619838205488
2015,1,"8",11.738017631161,10.9481340312953
2016,1,"1",12.3061322583851,12.6740222193378
2016,1,"2",11.9462020751892,12.5235646593618
2016,1,"3",13.0382096580143,12.3481939144736
2016,1,"4",11.9975485238293,12.650951915852
2016,1,"5",13.096778112068,12.0545841882075
2016,1,"6",11.6701986507093,12.0194412608919
2016,1,"7",11.6155467946636,11.0526719651425
2016,1,"8",11.5845344439626,10.7425412737055
