"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1987,0.30706,0.246182780284023,0.38299122095876,333390,303618.680944299,366080.544696099,464200,390021.484193558,552486.590438854,76102.64
1988,0.3604,0.289937383756422,0.447986935376087,348370,316851.991272203,383023.178780467,250930,198553.461574226,317122.977362252,92995.61
1989,0.40576,0.328770934785689,0.500777776196434,301080,272082.155307912,333168.363421017,441120,366355.065060093,531142.798225219,98817.06
1990,0.4648,0.378576090777569,0.570662134410735,262640,236076.112748654,292192.923701016,293590,234021.880010215,368320.637780697,100599.2
1991,0.51592,0.421333010012935,0.631741259465591,227200,203435.563712765,253740.491868389,831560,720060.840155681,960324.454598163,100837.4
1992,0.48123,0.391361395443256,0.591735198198867,266710,241255.767020076,294849.8391505,1002600,878976.769872023,1143610.15496047,101172.2
1993,0.39048,0.316188704313911,0.482226684001411,348580,317301.431405777,382941.910667308,568970,480236.076552733,674099.420484609,96743.14
1994,0.47791,0.392756292457543,0.581525929656976,349550,318896.84482821,383149.612426617,669830,573532.595986368,782295.953255051,123218.1
1995,0.48,0.396107849056969,0.581659769046545,323740,294912.741031916,355385.07842446,194830,151157.695817837,251120.055083036,116742.9
1996,0.46406,0.380984000082089,0.565251253474159,249540,224904.493507288,276874.021629907,201000,156841.449174759,257591.34599033,94713.44
1997,0.26338,0.212394460861693,0.326604677535219,238220,212894.794897463,266557.801130517,838510,732932.009982454,959296.374730354,67538.32
1998,0.33039,0.266130462671881,0.410165566933175,261660,234839.80178692,291543.235341861,324440,262830.74075732,400490.875978586,87915.69
1999,0.35481,0.287610828997147,0.437710000485583,253520,226482.827040974,283784.829250529,627190,534417.174335125,736067.841736922,94293.72
2000,0.36301,0.293273502856809,0.449328898848185,276280,246277.559957216,309937.447866791,426240,351165.065015927,517365.06759794,103515.3
2001,0.3852,0.309945190032429,0.478726706436308,245960,217343.989143363,278343.660841229,452440,372540.791406849,549475.274444367,98078.56
2002,0.32905,0.262970966763902,0.411733294486495,274760,244191.457988147,309155.194133221,1495300,1328953.71505499,1682467.99318175,100658.9
2003,0.35886,0.287604837468201,0.447768892671142,346140,313451.345859345,382237.630122551,1028200,896105.179309462,1179766.91175323,130759.1
2004,0.2526,0.204313283430658,0.312298637311339,433460,393506.410683625,477470.166937279,562140,471048.04679778,670847.446981685,112994.4
2005,0.2171,0.175742732946127,0.26818980910265,461500,418887.761353114,508447.058257356,894170,775387.383006916,1031149.08292604,106309.7
2006,0.24916,0.202511770224384,0.306553567386301,508150,461552.307901002,559452.131599751,590770,498886.93269466,699575.735557716,131512.9
2007,0.47128,0.383439798668925,0.57924304981125,423470,384239.802837134,466705.530181657,637210,541708.082648679,749548.690716753,165786.1
2008,0.45374,0.368731181113482,0.558347105276778,409570,369943.548890312,453441.032836437,539100,453142.147703495,641363.447370531,154030.2
2009,0.13895,0.11050476755961,0.174717371262602,395280,354753.292580272,440436.443206924,444080,365550.095757672,539480.220874381,45854.68
2010,0.13422,0.107230806184297,0.168002172519693,369630,330930.843732537,412854.647693169,408750,333210.628104952,501414.265956053,43223.35
2011,0.15438,0.123629969290211,0.192778373535413,348520,310762.61114527,390864.878990282,537190,449402.140791612,642126.660971585,49231.16
2012,0.43908,0.356798726919975,0.540336138708367,322500,284576.857315717,365476.838071245,416720,337468.676899061,514582.745858637,124033.3
2013,0.2757,0.216255484955845,0.351484680333171,307450,264240.052975507,357725.868715149,464450,369962.550827586,583069.291790372,72183.65
2014,0.37576,0.286862819902835,0.492205917963943,316130,262089.608771027,381313.007290229,254180,186845.222618399,345780.70284382,96953.1
2015,0.30907,0.2246354337453,0.42524130457668,273160,215191.002831645,346744.913207994,211820,144889.534116678,309668.415138034,70899.9
2016,0.27487,0.188993715347976,0.399767350786721,251320,186884.076865473,337972.841022013,197530,121084.585115358,322238.382886041,61319.43
