"index","name","value","stdev","CV"
1,"sel_params[1]",2.3961,0.039441,0.0164604983097533
2,"sel_params[2]",0.42561,0.014627,0.0343671436291441
3,"log_Fmult_year1",-0.32268,0.095111,0.315881186577677
4,"log_Fmult_devs",0.83339,0.12949,0.371816794844696
5,"log_Fmult_devs",-0.012379,0.11491,0.348959128704219
6,"log_Fmult_devs",-0.40007,0.13077,0.373772148336557
7,"log_Fmult_devs",0.34742,0.14909,0.400970640420195
8,"log_Fmult_devs",0.076665,0.14111,0.389295917859919
9,"log_Fmult_devs",-0.14709,0.13327,0.377569129391166
10,"log_Fmult_devs",-0.27088,0.13139,0.374716500107112
11,"log_Fmult_devs",-0.33891,0.13736,0.383720055479575
12,"log_Fmult_devs",0.33536,0.14545,0.395676515781779
13,"log_Fmult_devs",0.2692,0.13265,0.376630164466588
14,"log_Fmult_devs",0.31904,0.11698,0.352273966575399
15,"log_Fmult_devs",-0.0031175,0.11932,0.355992154883358
16,"log_Fmult_devs",-0.031804,0.12444,0.364024817255121
17,"log_Fmult_devs",-0.15314,0.12944,0.3717402560457
18,"log_Fmult_devs",-0.53284,0.1391,0.38631466210774
19,"log_Fmult_devs",0.14292,0.14476,0.394667143378358
20,"log_Fmult_devs",0.44409,0.12616,0.366692879600268
21,"log_Fmult_devs",-0.066487,0.10596,0.334331279602905
22,"log_Fmult_devs",-0.1307,0.10698,0.336023802753349
23,"log_Fmult_devs",-0.6258,0.11824,0.354279836236404
24,"log_Fmult_devs",0.35584,0.13481,0.379893857570596
25,"log_Fmult_devs",-0.8808,0.13119,0.374412066803624
26,"log_Fmult_devs",0.25867,0.14957,0.401664986524954
27,"log_Fmult_devs",0.49206,0.14802,0.399419687612923
28,"log_Fmult_devs",-0.022733,0.14645,0.397136051648689
29,"log_Fmult_devs",0.12015,0.15197,0.405123823230486
30,"log_Fmult_devs",-0.057715,0.15046,0.402950132672582
31,"log_Fmult_devs",0.27142,0.14825,0.399753437539769
32,"log_Fmult_devs",-0.44915,0.13341,0.377780911176629
33,"log_Fmult_devs",-0.13851,0.13726,0.383570544496269
34,"log_Fmult_devs",0.23442,0.14088,0.38895563412414
35,"log_Fmult_devs",-0.42968,0.13693,0.383076850461712
36,"log_Fmult_devs",-0.1009,0.15206,0.4052531161408
37,"log_Fmult_devs",-0.25557,0.15431,0.408475892812563
38,"log_Fmult_devs",-0.045547,0.15187,0.404980129683055
39,"log_Fmult_devs",-0.27167,0.14701,0.397951688810845
40,"log_Fmult_devs",-0.57118,0.14576,0.39612939084376
41,"log_Fmult_devs",0.3315,0.15672,0.41190783069586
42,"log_Fmult_devs",0.57287,0.1721,0.433355058740306
43,"log_Fmult_devs",0.34999,0.17996,0.444037695905479
44,"log_Fmult_devs",0.2286,0.16994,0.43038788919159
45,"log_Fmult_devs",-0.3582,0.14818,0.399651882855011
46,"log_Fmult_devs",-0.5022,0.14137,0.389680322738058
47,"log_recruit_devs",0.8469,0.099789,0.323940969332162
48,"log_recruit_devs",0.1795,0.10873,0.338911931260711
49,"log_recruit_devs",1.4192,0.065541,0.260262393774313
50,"log_recruit_devs",0.69791,0.10084,0.325729414791368
51,"log_recruit_devs",1.9326,0.065708,0.260604759167575
52,"log_recruit_devs",1.8467,0.069429,0.268134208728142
53,"log_recruit_devs",1.6461,0.079502,0.287659043005297
54,"log_recruit_devs",1.9559,0.080024,0.288640029927541
55,"log_recruit_devs",2.8975,0.062071,0.253057085923888
56,"log_recruit_devs",1.9941,0.081253,0.290938613991452
57,"log_recruit_devs",0.54876,0.11251,0.345084696402642
58,"log_recruit_devs",0.8887,0.080313,0.289181931657137
59,"log_recruit_devs",0.97704,0.067501,0.264256181438952
60,"log_recruit_devs",-0.26862,0.1092,0.339684272694881
61,"log_recruit_devs",0.55629,0.096358,0.318045918518301
62,"log_recruit_devs",2.8266,0.053707,0.234894424089574
63,"log_recruit_devs",1.4436,0.078238,0.285271794057583
64,"log_recruit_devs",0.21485,0.085308,0.298416559862672
65,"log_recruit_devs",-1.0112,0.095714,0.316929474672567
66,"log_recruit_devs",-1.1446,0.087005,0.301499807985532
67,"log_recruit_devs",-0.82395,0.07694,0.282802538553058
68,"log_recruit_devs",-0.13621,0.063709,0.256480430068207
69,"log_recruit_devs",-0.40354,0.077549,0.28396334672843
70,"log_recruit_devs",-0.52584,0.088598,0.304370376702064
71,"log_recruit_devs",0.25541,0.066495,0.262212929284032
72,"log_recruit_devs",-0.26822,0.081113,0.290677548843214
73,"log_recruit_devs",0.15223,0.067379,0.26400912478145
74,"log_recruit_devs",-0.45013,0.074446,0.278005698582684
75,"log_recruit_devs",-0.57539,0.068173,0.265613436586982
76,"log_recruit_devs",-1.4958,0.091682,0.309864863280621
77,"log_recruit_devs",-1.4214,0.084902,0.297674953017063
78,"log_recruit_devs",-1.2215,0.082294,0.292873660054068
79,"log_recruit_devs",-0.046427,0.055429,0.238734094415712
80,"log_recruit_devs",-0.30605,0.062372,0.253689204238345
81,"log_recruit_devs",-1.1214,0.087927,0.303163998200349
82,"log_recruit_devs",-0.66226,0.07125,0.271752929564768
83,"log_recruit_devs",-0.73228,0.075309,0.279673503484481
84,"log_recruit_devs",-0.94357,0.085582,0.298916182991643
85,"log_recruit_devs",-0.17422,0.061288,0.251406191569056
86,"log_recruit_devs",-1.3211,0.085975,0.299631579589807
87,"log_recruit_devs",-1.5332,0.084404,0.296763179409269
88,"log_recruit_devs",-2.7396,0.13792,0.384556518477558
89,"log_recruit_devs",-2.655,0.16851,0.428415758564392
90,"log_recruit_devs",-1.2984,0.18952,0.456803346237354
91,"log_N_year1_devs",0.4982,0.12054,0.357918795675588
92,"log_N_year1_devs",0.40656,0.090249,0.307321927341051
93,"log_N_year1_devs",0.17983,0.12365,0.36279434225496
94,"log_N_year1_devs",0.054659,0.17634,0.439139563830615
