year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	-2.6200141526011,	-1.95481099404446,	1.09713095448202
2014,	2,	2,	-0.421128956438802,	-0.146548753256195,	1.07994388047649
2014,	2,	3,	-0.392834201352969,	0.196376052730746,	1.06761467525447
2014,	2,	4,	-0.719164139281471,	-0.139906612445304,	1.06149181523284
2014,	2,	5,	-0.388646446774074,	-0.912860505901617,	1.05875631752106
2014,	2,	6,	-0.930421808780432,	-1.52152683527279,	1.05964649792481
2014,	2,	7,	-2.55647847479667,	-2.43251491002779,	1.06315940481296
2014,	2,	8,	-2.55471338687067,	-2.83694231419945,	1.06139345582052
2014,	2,	9,	-3.00033444320096,	-2.64629030189367,	1.05965190438653
2014,	3,	1,	-0.875578938608075,	-0.391500850958484,	0.809352043555474
2014,	3,	2,	-0.45360814038433,	0.407720913311688,	0.784429708497804
2014,	3,	3,	-0.429829798011065,	0.557429204056533,	0.766904526174998
2014,	3,	4,	-0.555211615519757,	-0.0309406344115198,	0.758790013265416
2014,	3,	5,	-1.17895160426293,	-0.980522187027937,	0.755627248261155
2014,	3,	6,	-1.58698617549049,	-1.82893764910707,	0.757211710964332
2014,	3,	7,	-2.23068796800985,	-2.34528971982805,	0.763125348258528
2014,	3,	8,	-3.57396057094544,	-3.05296366021704,	0.765122440150505
2014,	3,	9,	-4.14332821969548,	-2.86231164791125,	0.763503347593824
2015,	2,	1,	-1.08774477807195,	-1.79690196373993,	0.998228391810082
2015,	2,	2,	0.0277909139885725,	-0.13818799297636,	0.975386630234445
2015,	2,	3,	-0.418502776153711,	0.187516729791619,	0.955242673264214
2015,	2,	4,	-0.354866337277073,	-0.191342017785894,	0.941574138102919
2015,	2,	5,	-0.73252403376677,	-0.877204051140929,	0.935322275584371
2015,	2,	6,	-1.88814138948032,	-1.55282104859251,	0.933500357614923
2015,	2,	7,	-2.6699812477928,	-2.29885505531964,	0.935586709542645
2015,	2,	8,	-3.97210464048947,	-2.54025270842331,	0.933187510175773
2015,	2,	9,	-4.03335177214809,	-2.38434817893176,	0.932353185709809
2015,	3,	1,	0.742517716852319,	-0.233996166305379,	1.07902902633269
2015,	3,	2,	-0.191305195418561,	0.415119217375768,	1.05692863527341
2015,	3,	3,	-0.299064699375335,	0.543611177590927,	1.0384615837114
2015,	3,	4,	-0.929373516959257,	-0.0935821906782951,	1.02664456540214
2015,	3,	5,	-1.05909873877242,	-0.954016598289726,	1.02130923559333
2015,	3,	6,	-2.57356885005491,	-1.85060494509099,	1.0190005556108
2015,	3,	7,	-4.01504708081454,	-2.18435450639601,	1.02068301069804
2015,	3,	9,	-4.33514319276626,	-2.57309416622545,	1.02127823615616
2016,	2,	1,	-2.17666280692681,	-1.73036109170673,	1.0265425772851
2016,	2,	2,	0.329365992255693,	0.0187072611274884,	1.00263568717098
2016,	2,	3,	0.0572945996773476,	0.192549053453696,	0.979760015885465
2016,	2,	4,	-0.190938552140625,	-0.208191759754977,	0.961080623509199
2016,	2,	5,	-0.772559903911949,	-0.940149575917926,	0.94859384770267
2016,	2,	6,	-1.86741674036465,	-1.51928794737984,	0.942989897080658
2016,	2,	7,	-3.21908416251898,	-2.30412438481938,	0.940308854172734
2016,	2,	8,	-4.0628458442325,	-2.35540955194284,	0.934731701651024
2016,	2,	9,	-4.65646338957565,	-2.05535046396751,	0.932955519361505
2016,	3,	1,	0.277158612222894,	-0.167724321538942,	0.924231003570368
2016,	3,	2,	0.253615643843266,	0.571391554912216,	0.896522786600777
2016,	3,	3,	0.415132741091863,	0.545857069857742,	0.871889268948377
2016,	3,	4,	-0.294791989852006,	-0.111744549199516,	0.85231550487402
2016,	3,	5,	-0.910824282192271,	-1.01060343565308,	0.838033735771669
2016,	3,	6,	-2.27596174297974,	-1.80151698793267,	0.829792120288618
2016,	3,	7,	-3.85377264079214,	-2.17210365066557,	0.825724015786624
2016,	3,	8,	-6.57130148398097,	-2.52663535400635,	0.823016181450942
2016,	3,	9,	-5.49678681273338,	-2.22657626603102,	0.821296154708736
