Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-8),	Low,	High,	Catch,	Low,	High
1989,	10002,	6214,	16098,	9288,	7358,	11725,	0.658,	0.457,	0.948,	6674,	4641,	9596
1990,	8432,	5544,	12824,	10194,	8148,	12754,	0.548,	0.388,	0.775,	6858,	4987,	9430
1991,	6028,	4012,	9056,	11241,	9016,	14014,	0.527,	0.377,	0.737,	6704,	4869,	9230
1992,	4462,	2900,	6864,	11779,	9469,	14652,	0.745,	0.545,	1.019,	8795,	6443,	12005
1993,	4719,	3153,	7064,	10137,	8105,	12679,	0.786,	0.575,	1.073,	9185,	6594,	12794
1994,	3429,	2319,	5071,	7639,	6174,	9450,	0.668,	0.485,	0.919,	5480,	4042,	7430
1995,	2542,	1696,	3811,	6877,	5558,	8508,	0.547,	0.39,	0.768,	4158,	3058,	5653
1996,	2409,	1591,	3648,	7150,	5712,	8950,	0.448,	0.316,	0.635,	3241,	2363,	4444
1997,	2439,	1572,	3785,	6655,	5285,	8381,	0.367,	0.252,	0.533,	2330,	1706,	3184
1998,	2969,	1963,	4493,	7172,	5705,	9017,	0.387,	0.269,	0.556,	2635,	1968,	3528
1999,	4353,	2628,	7210,	7471,	5975,	9342,	0.498,	0.353,	0.702,	3301,	2456,	4436
2000,	2439,	1621,	3671,	7759,	6208,	9697,	0.436,	0.311,	0.611,	2755,	2063,	3679
2001,	1887,	1219,	2919,	9285,	7460,	11556,	0.49,	0.343,	0.7,	3651,	2727,	4890
2002,	2192,	1403,	3425,	10864,	8625,	13686,	0.4,	0.273,	0.585,	3464,	2556,	4696
2003,	3004,	1769,	5101,	10924,	8697,	13722,	0.58,	0.408,	0.824,	4922,	3581,	6764
2004,	2698,	1651,	4410,	9475,	7449,	12052,	0.452,	0.317,	0.643,	3627,	2683,	4902
2005,	3273,	2038,	5255,	8254,	6377,	10682,	0.38,	0.26,	0.554,	2649,	1951,	3597
2006,	4016,	2457,	6564,	7258,	5631,	9356,	0.303,	0.202,	0.455,	1903,	1401,	2586
2007,	3597,	2256,	5734,	7822,	6070,	10079,	0.263,	0.171,	0.403,	1698,	1245,	2314
2008,	4212,	2510,	7068,	8253,	6500,	10480,	0.272,	0.178,	0.417,	1763,	1308,	2376
2009,	3999,	2365,	6763,	8151,	6472,	10266,	0.326,	0.217,	0.491,	1939,	1436,	2618
2010,	3281,	1980,	5438,	10155,	8056,	12802,	0.306,	0.204,	0.461,	2257,	1667,	3054
2011,	2769,	1714,	4473,	11788,	9301,	14941,	0.363,	0.249,	0.53,	2931,	2176,	3948
2012,	2227,	1404,	3531,	10832,	8551,	13721,	0.379,	0.254,	0.565,	2847,	2087,	3885
2013,	2023,	1252,	3268,	9152,	7214,	11611,	0.405,	0.261,	0.628,	2504,	1811,	3461
2014,	2175,	1328,	3563,	7467,	5771,	9660,	0.43,	0.266,	0.693,	2095,	1511,	2905
2015,	3285,	1865,	5785,	6327,	4728,	8467,	0.481,	0.261,	0.888,	1964,	1385,	2786
2016,	3638,	1822,	7261,	6607,	4614,	9460,	0.388,	0.186,	0.809,	1735,	1212,	2482
