Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-7),	Low,	High,	Catch,	Low,	High
1977,	7404,	3891,	14089,	9826,	7011,	13770,	0.289,	0.161,	0.518,	2952,	1914,	4552
1978,	1411,	674,	2954,	13506,	9468,	19266,	0.297,	0.182,	0.485,	4037,	2662,	6123
1979,	4765,	2333,	9731,	14733,	10543,	20590,	0.268,	0.169,	0.425,	4259,	2713,	6686
1980,	10073,	5065,	20033,	13112,	9764,	17609,	0.391,	0.259,	0.589,	5344,	3618,	7893
1981,	2590,	1353,	4957,	13536,	10500,	17449,	0.443,	0.3,	0.653,	5587,	4020,	7764
1982,	1333,	673,	2643,	13007,	10125,	16710,	0.622,	0.433,	0.893,	6921,	4984,	9612
1983,	2867,	1548,	5312,	9942,	7689,	12855,	0.717,	0.512,	1.003,	5740,	4140,	7959
1984,	651,	355,	1196,	6796,	5220,	8848,	0.668,	0.473,	0.943,	3860,	2769,	5382
1985,	286,	148,	554,	4980,	3841,	6457,	0.813,	0.583,	1.134,	2951,	2131,	4086
1986,	367,	196,	687,	2792,	2132,	3656,	0.949,	0.671,	1.342,	1882,	1358,	2609
1987,	80,	37,	174,	1593,	1152,	2202,	0.796,	0.505,	1.254,	993,	713,	1383
1988,	280,	145,	541,	1080,	730,	1598,	0.548,	0.28,	1.073,	425,	288,	628
1989,	226,	117,	439,	747,	492,	1133,	0.453,	0.226,	0.91,	288,	199,	417
1990,	371,	197,	697,	844,	540,	1319,	0.484,	0.249,	0.939,	309,	220,	433
1991,	348,	185,	654,	836,	535,	1307,	0.556,	0.285,	1.086,	366,	254,	528
1992,	616,	335,	1133,	877,	582,	1321,	0.281,	0.141,	0.56,	216,	151,	309
1993,	1256,	678,	2326,	900,	621,	1304,	0.235,	0.126,	0.438,	196,	141,	273
1994,	1671,	905,	3085,	1196,	846,	1690,	0.168,	0.092,	0.308,	207,	147,	292
1995,	1287,	699,	2369,	1836,	1332,	2531,	0.191,	0.111,	0.327,	326,	233,	456
1996,	934,	489,	1783,	2579,	1866,	3564,	0.165,	0.098,	0.279,	387,	265,	564
1997,	1919,	1038,	3547,	3702,	2703,	5070,	0.207,	0.129,	0.332,	713,	483,	1052
1998,	2141,	1153,	3976,	4221,	3144,	5667,	0.263,	0.167,	0.413,	834,	578,	1202
1999,	10888,	5812,	20400,	4445,	3349,	5901,	0.207,	0.132,	0.325,	570,	406,	799
2000,	3495,	1840,	6637,	5872,	4407,	7824,	0.274,	0.178,	0.422,	903,	658,	1238
2001,	656,	350,	1229,	9379,	6613,	13302,	0.286,	0.184,	0.444,	1221,	891,	1672
2002,	1408,	742,	2671,	10276,	7139,	14791,	0.27,	0.172,	0.424,	1273,	896,	1810
2003,	435,	219,	864,	8342,	5779,	12041,	0.25,	0.159,	0.393,	1389,	917,	2103
2004,	2918,	1560,	5457,	6552,	4607,	9318,	0.258,	0.166,	0.399,	1540,	974,	2436
2005,	361,	194,	670,	5132,	3706,	7107,	0.306,	0.201,	0.465,	1527,	992,	2352
2006,	1451,	782,	2692,	4798,	3495,	6586,	0.284,	0.185,	0.436,	1217,	808,	1831
2007,	2475,	1299,	4717,	4387,	3111,	6186,	0.328,	0.213,	0.506,	1161,	794,	1699
2008,	271,	141,	520,	4250,	3019,	5982,	0.258,	0.165,	0.404,	927,	628,	1370
2009,	297,	160,	553,	3852,	2771,	5356,	0.238,	0.151,	0.376,	866,	574,	1304
2010,	1457,	783,	2711,	3294,	2369,	4581,	0.247,	0.156,	0.391,	859,	566,	1303
2011,	9819,	5195,	18559,	2769,	2008,	3817,	0.205,	0.129,	0.326,	679,	454,	1016
2012,	6059,	3230,	11364,	3834,	2761,	5325,	0.225,	0.14,	0.363,	589,	411,	846
2013,	35725,	18898,	67533,	8853,	5892,	13304,	0.182,	0.112,	0.297,	740,	515,	1064
2014,	99785,	51287,	194147,	18554,	12549,	27434,	0.108,	0.063,	0.183,	928,	619,	1392
2015,	14951,	7230,	30916,	40734,	27448,	60450,	0.068,	0.038,	0.122,	1236,	838,	1822
2016,	18097,	7131,	45928,	72185,	43966,	118516,	0.062,	0.034,	0.114,	2200,	1429,	3388
