Mean Weight in Stock (kilograms)
1 4
1970 2016 
1 9 
1
0.08 0.35 0.87 1.34 2.11 2.78 3.81 5.07 7.29
0.06 0.34 0.95 1.58 2.37 3.23 4.11 5.29 8.83
0.09 0.41 1.15 2.03 2.97 4.09 4.88 5.7 8.92
0.07 0.27 1.13 1.92 2.65 4.06 5.07 6.1 7.05
0.07 0.37 0.81 1.55 2.45 3.29 4.46 5.43 7.64
0.08 0.37 1.05 1.7 2.47 3.44 4.59 5.72 8.23
0.06 0.51 0.97 1.65 2.43 4.24 5.04 5.64 7.84
0.07 0.41 1.02 1.52 2.44 3.23 4.58 5.75 8.01
0.07 0.37 1.13 1.69 2.47 3.54 4.21 5.46 7.34
0.15 0.35 1.04 1.54 2.47 3.54 4.84 5.17 8.22
0.32 0.5 0.97 1.5 2.29 3.55 4.61 6 7.54
0.15 0.39 1.05 1.66 2.4 3.36 4.61 5.68 8.48
0.11 0.27 0.64 1.67 2.86 3.66 4.62 5.58 8.93
0.11 0.36 0.59 1.31 2.65 4.02 4.77 5.63 9.39
0.15 0.29 0.85 1.38 2.22 3.25 4.94 5.63 7.71
0.06 0.29 0.67 1.48 2.42 3.21 4.22 6.12 8.67
0.11 0.31 0.68 1.26 2.48 3.47 4.27 5.75 8.49
0.06 0.24 0.86 1.51 2.22 3.54 4.49 5.34 8.72
0.1 0.21 0.66 1.44 2.41 3.2 4.22 5.28 7.65
0.15 0.22 0.59 1.39 2.24 3.26 4.04 4.87 9.05
0.11 0.3 0.6 1.14 2.06 3.1 4.33 5.1 7.84
0.03 0.16 0.67 1.33 1.96 3.14 4.26 5.28 8.49
0.02 0.2 0.44 1.33 2.08 3.1 4.22 5.52 8.65
0.03 0.12 0.57 1.26 2.05 3.11 4.25 5.33 8.4
0.06 0.1 0.34 0.8 1.89 3.02 4.09 5.18 8.56
0.08 0.18 0.42 0.76 1.6 2.87 4.18 5.42 10.9
0.07 0.25 0.53 1.22 1.98 2.94 4.09 5.37 8.66
0.09 0.23 0.63 1.27 2.03 3.08 4.2 5.38 8.86
0.1 0.19 0.53 1.22 2.14 3.08 4.22 5.43 9.19
0.13 0.23 0.45 1.11 2.08 2.96 4.16 5.48 8.56
0.11 0.19 0.44 1.21 2.1 2.94 3.91 4.75 6.68
0.08 0.19 0.36 1.01 2.27 3.04 3.92 4.9 6.86
0.21 0.19 0.32 0.9 2.09 2.97 4 4.71 6.15
0.25 0.25 0.39 0.77 1.77 2.79 3.84 4.88 7
0.02 0.21 0.46 0.85 1.74 2.59 3.62 4.55 7.26
0.07 0.14 0.41 1.05 1.71 2.57 3.47 4.32 6.46
0.06 0.19 0.5 1.05 1.71 2.55 3.38 4.15 5.85
0.09 0.26 0.49 1.01 1.56 2.49 3.56 4.18 5.52
0.14 0.31 0.75 1.1 1.84 2.61 3.37 4.3 5.33
0.21 0.35 0.73 1.26 1.79 2.57 3.56 3.93 5.51
0.07 0.23 0.68 1.2 1.88 2.5 3.26 4.02 5.15
0.13 0.22 0.44 1.11 1.88 2.69 3.32 3.98 5.54
0.09 0.27 0.58 1.16 1.78 2.66 3.5 3.99 5.31
0.11 0.21 0.51 1.09 1.87 2.45 3.34 4.05 5.64
0.07 0.26 0.54 1.04 1.73 2.57 3.1 3.78 5.5
0.11 0.2 0.58 1.14 1.92 2.58 3.57 3.89 5.58
0.08 0.2 0.48 1.17 1.71 2.52 3.23 4.23 5.26
