"index","name","value","stdev","CV"
10,"sel_params[15]",0.050294,0.028461,0.565892551795443
11,"sel_params[16]",0.02841,0.018672,0.657233368532207
115,"log_recruit_devs",-0.075109,0.27668,0.564574446225068
126,"log_recruit_devs",-1.0206,0.38161,0.681645629219944
127,"log_recruit_devs",0.3572,0.26437,0.550100057148874
128,"log_recruit_devs",-0.053992,0.2876,0.577255496195657
129,"log_recruit_devs",0.027521,0.2828,0.571699018125034
130,"log_recruit_devs",-0.34517,0.28216,0.570956094242686
160,"log_recruit_devs",0.078776,0.35445,0.652224248699715
161,"log_recruit_devs",0.70787,0.69453,1.0013828198803
163,"log_N_year1_devs",0.2688,0.36145,0.659855476394297
164,"log_N_year1_devs",-0.060856,0.39012,0.690766271768241
165,"log_N_year1_devs",-0.5482,0.36362,0.662214066480519
166,"log_N_year1_devs",-0.064106,0.67486,0.981711785912666
167,"log_N_year1_devs",-0.060522,0.68086,0.987712507377246
168,"log_N_year1_devs",-0.37135,0.53883,0.844985389352425
173,"index_sel_params[4]",1,0.00011288,0.00011288
174,"index_sel_params[9]",2.7798,0.10238,0.0368299877689042
176,"log_SR_scaler",13.963,0.29798,0.589181504218545
