"","Z.obs","low.80%","high.80%"
"1956",NA,NA,NA
"1957",NA,NA,NA
"1958",NA,NA,NA
"1959",NA,NA,NA
"1960",NA,NA,NA
"1961",3.25381270086636,NA,NA
"1962",0.3588902664015,-0.0113780908303231,0.729158623633323
"1963",0.728065666162428,0.425975567726344,1.03015576459851
"1964",0.408079367315481,0.155280346614675,0.660878388016288
"1965",0.539018561670396,0.218721665358217,0.859315457982576
"1966",0.810643623378928,0.663112704874045,0.958174541883811
"1967",0.620660550740214,0.444575054834949,0.796746046645479
"1968",0.649956006663671,0.56032525258235,0.739586760744991
"1969",0.883439662831369,0.672775462700197,1.09410386296254
"1970",0.58636462036242,0.418318067702084,0.754411173022756
"1971",0.622551161850584,0.547347123662551,0.697755200038617
"1972",0.689788990660238,0.620631585824574,0.758946395495903
"1973",0.775183449489671,0.546829471526721,1.00353742745262
"1974",1.1130674697961,0.90518945099311,1.3209454885991
"1975",0.909959196886761,0.737836431827637,1.08208196194588
"1976",0.77797956733916,0.54305466815298,1.01290446652534
"1977",0.74067470144173,0.649285643046257,0.832063759837203
"1978",0.675229872274997,0.465197254825748,0.885262489724247
"1979",0.634996931699797,0.336106276443933,0.933887586955661
"1980",0.855304276002984,0.678823947255657,1.03178460475031
"1981",0.682310774384464,0.583049808953033,0.781571739815896
"1982",0.156420844708609,0.0318023173013064,0.281039372115911
"1983",0.383912539513315,0.278463684455607,0.489361394571023
"1984",0.356142622688602,0.238832625685595,0.47345261969161
"1985",0.212906692279193,0.000247215003932211,0.425566169554454
"1986",0.205818393497282,0.0130231029563289,0.398613684038236
"1987",0.274840091626645,0.209651520665198,0.340028662588092
"1988",0.0467962355179961,-0.117571060811564,0.211163531847556
"1989",0.0741721237539145,-0.0680646082743366,0.216408855782166
"1990",0.64540598197003,NA,NA
"1991",0.152789420691693,-0.0570318139885128,0.362610655371899
"1992",0.247343209372858,0.198852136347403,0.295834282398314
"1993",0.215644634453317,0.155546380880524,0.27574288802611
"1994",0.372995409212992,0.312525643927353,0.433465174498631
"1995",0.148438354076479,0.0112396702710095,0.285637037881949
"1996",0.391654986843035,0.253998848912973,0.529311124773097
"1997",0.171084055167297,0.0340887151567721,0.308079395177821
"1998",0.559894039281666,0.458969890834401,0.660818187728932
"1999",0.322470001411008,0.19450028110229,0.450439721719726
"2000",0.507969543870818,0.481790844942281,0.534148242799355
"2001",0.527508880326658,0.488118662604617,0.566899098048698
"2002",0.43328690132157,0.333921144511433,0.532652658131706
"2003",0.521856476177431,0.408960944121022,0.634752008233841
"2004",0.876018473567277,0.490184052218883,1.26185289491567
"2005",0.972358791913388,0.393986897563492,1.55073068626328
"2006",0.571236045863597,0.445760401807127,0.696711689920067
"2007",0.37270052829422,0.237756325903756,0.507644730684683
"2008",0.488604821634909,0.294581165824041,0.682628477445777
"2009",0.648819227794238,NA,NA
"2010",0.550152781096925,NA,NA
"2011",NA,NA,NA
"2012",NA,NA,NA
"2013",NA,NA,NA
"2014",NA,NA,NA
"2015",NA,NA,NA
"2016",NA,NA,NA
"2017",NA,NA,NA
"2018",NA,NA,NA
"2019",NA,NA,NA
"2020",NA,NA,NA
"2021",NA,NA,NA
