year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	-1.9741452044094,	-1.74210454303083,	1.22604137673155
2014,	2,	2,	-3.89236519479386,	-1.77836908163046,	1.19586720072772
2014,	2,	3,	-1.16939409847646,	-1.57305052289859,	1.18362139463377
2014,	2,	4,	-0.779939488935947,	-2.14924769701613,	1.1726800789458
2014,	2,	5,	-1.17715117011783,	-2.5342793541506,	1.16792560907771
2014,	2,	6,	-4.29783009947553,	-2.81654792173556,	1.16652231348829
2014,	2,	7,	-2.65655157596971,	-3.02000775752402,	1.1683289629893
2014,	2,	8,	-3.8214130315331,	-3.11070091323053,	1.17984337013844
2014,	2,	9,	-3.19432775108891,	-3.66192182864205,	1.21119676263151
2014,	3,	1,	0.269423148375237,	-1.61089747731118,	1.24978434251779
2014,	3,	2,	1.81524850750278,	-1.56092477651911,	1.21832384975195
2014,	3,	3,	1.27662899504471,	-1.54077820538212,	1.20640586102372
2014,	3,	4,	-1.49794412709384,	-2.11169487747281,	1.19585840713601
2014,	3,	5,	-2.64422816153627,	-2.63427634177574,	1.19355498915166
2014,	3,	7,	-5.44829293797447,	-3.8172290560489,	1.21036069952328
2015,	2,	1,	-4.16727726356766,	-1.98448368427711,	1.25761780540085
2015,	2,	2,	-2.09512018803553,	-1.45032131534146,	1.23735760926681
2015,	2,	3,	-2.61219323374072,	-1.75954023532625,	1.20547482021082
2015,	2,	4,	-1.9743630410181,	-1.76118116469744,	1.19253407319912
2015,	2,	5,	-1.22760367469079,	-2.06524008709309,	1.18387914561023
2015,	2,	6,	-0.923677062197067,	-2.5458211341418,	1.18402808300046
2015,	2,	7,	-1.07975989879277,	-3.33456958638098,	1.19460133614622
2015,	2,	8,	-0.459386194017565,	-3.57625679990795,	1.22387717802603
2015,	2,	9,	-1.62187247244401,	-4.0464916999752,	1.29928933130017
2015,	3,	1,	-2.98982164912059,	-1.85216939969316,	1.28053265584948
2015,	3,	2,	0.480377092372746,	-1.23146062038303,	1.25959835609419
2015,	3,	3,	-0.545488941235713,	-1.72547439765161,	1.22820887488262
2015,	3,	4,	-0.978504027990599,	-1.72061151608544,	1.21586281124467
2015,	3,	5,	-2.54472824692208,	-2.15431378614252,	1.21071264077763
2015,	3,	6,	-3.19425481367042,	-3.15869972991887,	1.21807705627116
2015,	3,	7,	-4.62544468902572,	-4.06325329485459,	1.2526355669155
2015,	3,	8,	-3.67307785362601,	-4.43715155451221,	1.3323277527897
2015,	3,	9,	-4.48302417271341,	-4.90738645457946,	1.43839808726777
2016,	2,	2,	-2.19734541537984,	-1.7497830494646,	1.26958514896699
2016,	2,	3,	0.790252964170609,	-1.42007503743325,	1.24934705282633
2016,	2,	4,	0.0895455862337904,	-1.91237985945282,	1.21799230664931
2016,	2,	5,	0.0275941545164922,	-1.67391062282268,	1.20674943626233
2016,	2,	6,	-1.44861622054407,	-2.0054225824997,	1.20656690317445
2016,	2,	7,	-2.67657214027259,	-2.94602808448328,	1.23150712828261
2016,	2,	8,	-3.53703804880065,	-3.68097769208899,	1.30093408213592
2016,	2,	9,	-3.9322464837675,	-4.27116553478312,	1.45741624431962
2016,	3,	1,	-4.40631932593145,	-2.05576922668321,	1.32495029447512
2016,	3,	2,	-0.538196883083536,	-1.52827655176601,	1.29128662581922
2016,	3,	3,	-0.131020276517291,	-1.38322723843537,	1.27155373430697
2016,	3,	4,	-1.76726215570731,	-1.86717780683102,	1.24111895420524
2016,	3,	5,	-3.18447448981754,	-1.74852112495323,	1.2337603276651
2016,	3,	6,	-5.44914021605006,	-2.57868201320757,	1.24219048586252
2016,	3,	8,	-4.89285235010654,	-4.41629235206987,	1.43330228820674
2016,	3,	9,	-5.44914021605006,	-5.006480194764,	1.62190307968608
