Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-7),	Low,	High,	Catch,	Low,	High
1970,	15858,	9315,	26998,	28349,	20983,	38301,	0.483,	0.305,	0.763,	11415,	7724,	16872
1971,	14476,	8852,	23673,	28872,	21448,	38865,	0.408,	0.266,	0.625,	10352,	7506,	14275
1972,	18416,	11021,	30774,	37701,	28546,	49793,	0.344,	0.225,	0.528,	12001,	8697,	16560
1973,	8567,	5066,	14487,	39631,	30851,	50910,	0.295,	0.194,	0.449,	9647,	6823,	13640
1974,	5949,	3357,	10541,	41080,	32116,	52547,	0.265,	0.174,	0.404,	10685,	7641,	14942
1975,	7366,	4285,	12661,	50463,	39511,	64451,	0.261,	0.171,	0.397,	11618,	8298,	16267
1976,	7999,	4717,	13565,	56242,	43548,	72637,	0.189,	0.121,	0.294,	9176,	6451,	13053
1977,	7428,	4468,	12347,	53687,	41771,	69004,	0.236,	0.153,	0.362,	11230,	7918,	15927
1978,	5641,	3146,	10115,	51104,	40059,	65196,	0.302,	0.198,	0.46,	13588,	9598,	19237
1979,	8862,	4963,	15824,	49120,	38353,	62909,	0.337,	0.228,	0.5,	13593,	9806,	18843
1980,	13388,	8038,	22298,	44850,	35226,	57103,	0.396,	0.271,	0.577,	14653,	10586,	20283
1981,	10614,	6574,	17138,	41923,	33028,	53212,	0.504,	0.347,	0.733,	16901,	12229,	23359
1982,	7590,	4501,	12799,	39606,	31424,	49918,	0.455,	0.313,	0.661,	14766,	10805,	20179
1983,	10540,	6591,	16855,	41198,	32581,	52095,	0.41,	0.281,	0.598,	13599,	9773,	18923
1984,	8110,	5108,	12876,	41009,	32518,	51718,	0.404,	0.278,	0.588,	13274,	9399,	18746
1985,	7829,	4927,	12439,	44255,	35209,	55626,	0.454,	0.317,	0.651,	17246,	12150,	24480
1986,	8947,	5622,	14237,	42322,	33641,	53244,	0.476,	0.332,	0.682,	17062,	12096,	24069
1987,	8328,	5251,	13207,	38203,	30460,	47915,	0.512,	0.36,	0.729,	15771,	11301,	22009
1988,	9447,	5552,	16072,	31819,	25426,	39821,	0.553,	0.389,	0.786,	13104,	9501,	18073
1989,	4382,	2710,	7085,	27925,	22238,	35068,	0.61,	0.423,	0.88,	11978,	8633,	16618
1990,	3526,	2181,	5700,	23391,	18531,	29527,	0.522,	0.36,	0.756,	9438,	6708,	13279
1991,	6664,	4089,	10859,	22560,	17894,	28442,	0.506,	0.347,	0.738,	8767,	6211,	12375
1992,	10956,	6293,	19074,	19796,	15612,	25100,	0.467,	0.315,	0.693,	7944,	5626,	11217
1993,	9809,	5737,	16772,	16491,	12937,	21020,	0.414,	0.276,	0.623,	6387,	4450,	9167
1994,	5408,	3318,	8815,	13364,	10534,	16954,	0.402,	0.265,	0.609,	5197,	3598,	7506
1995,	6550,	4024,	10663,	13787,	10920,	17407,	0.357,	0.235,	0.542,	4812,	3438,	6735
1996,	9207,	5344,	15864,	18008,	14188,	22856,	0.313,	0.205,	0.477,	4376,	3140,	6100
1997,	7759,	4717,	12765,	20898,	16448,	26551,	0.291,	0.188,	0.45,	5263,	3662,	7566
1998,	12961,	7652,	21953,	21655,	17201,	27260,	0.343,	0.218,	0.541,	7137,	4850,	10503
1999,	18344,	10159,	33124,	20584,	16405,	25826,	0.34,	0.217,	0.531,	6483,	4429,	9488
2000,	19023,	9838,	36783,	20638,	16464,	25870,	0.314,	0.204,	0.486,	5461,	3828,	7789
2001,	7224,	4414,	11822,	24205,	19192,	30527,	0.28,	0.18,	0.437,	5847,	4117,	8304
2002,	7063,	4347,	11475,	28640,	22361,	36682,	0.214,	0.134,	0.342,	5115,	3590,	7289
2003,	4750,	2882,	7828,	31968,	24990,	40895,	0.169,	0.104,	0.273,	5613,	3907,	8064
2004,	6995,	4198,	11658,	34345,	26770,	44064,	0.142,	0.087,	0.232,	6408,	4429,	9270
2005,	5163,	3172,	8403,	35368,	27518,	45458,	0.116,	0.07,	0.191,	6952,	4691,	10303
2006,	5845,	3633,	9402,	33625,	25988,	43506,	0.11,	0.067,	0.18,	7551,	5033,	11330
2007,	5575,	3471,	8953,	32565,	25300,	41918,	0.135,	0.086,	0.211,	8650,	5909,	12661
2008,	6503,	3968,	10657,	31025,	24333,	39556,	0.167,	0.107,	0.259,	9300,	6331,	13660
2009,	5280,	3199,	8715,	27599,	21779,	34973,	0.194,	0.127,	0.297,	7586,	5236,	10991
2010,	6701,	4025,	11155,	25362,	20220,	31811,	0.23,	0.152,	0.348,	6911,	4894,	9758
2011,	9132,	5523,	15101,	25131,	19901,	31735,	0.291,	0.193,	0.439,	7888,	5576,	11159
2012,	14551,	8538,	24798,	22184,	17614,	27941,	0.331,	0.222,	0.495,	7696,	5439,	10888
2013,	12835,	7435,	22158,	18943,	15058,	23830,	0.41,	0.273,	0.617,	7346,	5209,	10360
2014,	17984,	9572,	33790,	17391,	13574,	22281,	0.39,	0.249,	0.612,	5571,	4023,	7713
2015,	9560,	4690,	19485,	22200,	16217,	30392,	0.313,	0.179,	0.545,	4781,	3422,	6681
2016,	6343,	2343,	17169,	27447,	18661,	40371,	0.233,	0.116,	0.47,	4468,	3016,	6619
