Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(3-6),	Low,	High,	Catch,	Low,	High
1981,	72064,	45026,	115338,	17543,	13405,	22958,	0.473,	0.33,	0.678,	16253,	11329,	23318
1982,	53993,	35544,	82018,	18956,	14755,	24352,	0.404,	0.289,	0.565,	13407,	9972,	18025
1983,	45485,	30097,	68741,	19739,	15431,	25250,	0.525,	0.385,	0.715,	13172,	10023,	17311
1984,	33662,	22355,	50688,	16880,	13373,	21307,	0.656,	0.493,	0.873,	14333,	11046,	18598
1985,	28392,	18867,	42726,	11169,	8927,	13974,	1.049,	0.798,	1.379,	12945,	9770,	17151
1986,	23068,	15233,	34934,	8431,	6703,	10603,	0.802,	0.61,	1.054,	8543,	6481,	11260
1987,	19224,	12677,	29153,	7024,	5572,	8855,	0.962,	0.749,	1.235,	7550,	5683,	10030
1988,	18166,	11979,	27549,	6073,	4786,	7708,	1.094,	0.856,	1.399,	7153,	5323,	9612
1989,	22474,	14601,	34592,	5115,	4050,	6460,	0.998,	0.777,	1.281,	6222,	4653,	8320
1990,	15731,	10395,	23804,	5011,	3944,	6368,	0.877,	0.671,	1.146,	5162,	3855,	6911
1991,	13386,	8775,	20420,	5329,	4166,	6818,	0.962,	0.733,	1.263,	5845,	4285,	7973
1992,	14915,	9756,	22800,	4918,	3831,	6313,	0.77,	0.568,	1.044,	4371,	3249,	5882
1993,	25699,	16615,	39749,	3926,	3073,	5015,	0.876,	0.639,	1.2,	4191,	3151,	5575
1994,	26012,	16882,	40078,	4033,	3121,	5212,	0.544,	0.379,	0.781,	3320,	2488,	4429
1995,	23545,	15380,	36043,	5789,	4404,	7611,	0.452,	0.312,	0.657,	3364,	2482,	4561
1996,	25617,	16610,	39509,	6074,	4659,	7920,	0.505,	0.345,	0.739,	3938,	2918,	5314
1997,	27531,	17846,	42470,	6713,	5097,	8840,	0.464,	0.317,	0.679,	4310,	3209,	5787
1998,	23602,	15378,	36223,	7252,	5448,	9652,	0.41,	0.274,	0.615,	3594,	2678,	4823
1999,	17526,	11386,	26975,	7789,	5852,	10367,	0.301,	0.198,	0.459,	3319,	2400,	4589
2000,	19797,	12646,	30993,	9136,	6956,	11999,	0.43,	0.291,	0.634,	5268,	3869,	7173
2001,	14782,	9559,	22860,	8304,	6348,	10862,	0.516,	0.356,	0.749,	5197,	3902,	6923
2002,	9077,	5792,	14227,	6618,	4990,	8778,	0.473,	0.322,	0.693,	3395,	2574,	4478
2003,	10128,	6514,	15746,	5862,	4382,	7842,	0.422,	0.286,	0.621,	2810,	2133,	3702
2004,	15178,	9626,	23934,	4875,	3607,	6590,	0.405,	0.269,	0.612,	2103,	1600,	2763
2005,	15358,	9708,	24298,	3973,	2949,	5352,	0.369,	0.242,	0.561,	1641,	1255,	2146
2006,	12652,	7930,	20185,	4302,	3180,	5820,	0.408,	0.266,	0.628,	2034,	1540,	2685
2007,	7699,	4844,	12238,	4481,	3285,	6111,	0.349,	0.221,	0.551,	1739,	1291,	2340
2008,	9632,	6098,	15215,	3838,	2794,	5272,	0.309,	0.196,	0.487,	1287,	960,	1726
2009,	10355,	6505,	16483,	3565,	2543,	4998,	0.145,	0.09,	0.234,	612,	461,	813
2010,	11575,	7172,	18679,	3565,	2580,	4926,	0.098,	0.061,	0.157,	432,	323,	578
2011,	10029,	6166,	16309,	3986,	2904,	5472,	0.117,	0.077,	0.18,	570,	439,	740
2012,	6273,	3974,	9903,	4432,	3232,	6078,	0.127,	0.083,	0.194,	678,	517,	888
2013,	4988,	3095,	8039,	4408,	3220,	6035,	0.198,	0.131,	0.298,	1001,	762,	1315
2014,	8569,	5398,	13601,	3470,	2514,	4788,	0.202,	0.132,	0.308,	747,	574,	973
2015,	10881,	6592,	17962,	2937,	2129,	4050,	0.196,	0.128,	0.3,	697,	543,	895
2016,	17288,	8783,	34028,	3444,	2446,	4849,	0.172,	0.108,	0.275,	702,	535,	922
