Cohort,3,4,5,6,7,8,9,10,11,12,13,14
1955,0.645,1.248,2.142,3.969,4.913,6.55,6.93,7.06,8.23,10.94,10.19,17.924
1956,0.645,1.334,2.652,3.978,5.037,6.31,6.75,7.61,9.21,10.46,14.09,16.412
1957,0.645,1.412,2.49,4.083,4.922,6.66,7.84,9.94,12.31,14.23,14.24,16.011
1958,0.645,1.521,2.482,3.81,5.091,6.92,8,8.6,9.09,10.09,14.64,13.144
1959,0.645,1.342,2.295,3.432,4.548,6.46,7.12,8.58,9.09,11.58,11.43,21.777
1960,0.645,1.303,2.218,3.344,4.85,6.4,7.83,8.43,10.75,10.08,14.59,17.13
1961,0.645,1.256,2.244,3.538,4.815,6.9,7.84,8.48,8.72,12.31,14.74,16
1962,0.645,1.287,2.244,3.599,5.1,7.79,7.51,8.35,10.49,11.24,11.72,17
1963,0.645,1.365,2.184,3.678,4.948,5.91,7,8.37,8.53,8.95,10.17,14.7
1964,0.645,1.193,2.202,3.579,4.486,5.86,6.26,6.3,6.87,7.95,12.38,11
1965,0.645,1.31,2.261,3.458,4.486,5.59,5.58,6.1,7.43,9.78,10.09,16.18
1966,0.645,1.42,2.278,3.318,4.325,5.15,6.04,6.75,8.19,9.78,14.06,24.116
1967,0.645,1.24,2.108,3.318,4.388,5.61,6.67,7.76,8.81,11.43,17.456,21.284
1968,0.645,1.412,2.074,2.622,3.854,6.11,7.15,8.58,11.54,14.394,19.062,20.072
1969,0.645,1.131,1.964,2.86,4.361,6.66,7.57,9.61,11.703,11.982,13.54,19.069
1970,0.645,1.225,1.878,3.168,4.664,6.69,8.25,9.73,13.068,13.418,14.893,19.069
1971,0.645,1.139,2.1,3.362,4.85,6.73,7.685,10.865,13.13,17.281,12.514,16.59
1972,0.645,1.108,2.066,3.309,4.512,6.636,9.041,9.312,12.301,12.784,17.287,18.498
1973,0.645,1.334,2.363,3.608,5.142,6.806,8.299,10.731,11.374,14.226,15.882,16.66
1974,0.645,1.381,2.252,3.581,5.096,6.754,8.037,9.422,11.963,13.972,15.273,19.05
1975,0.645,1.388,2.428,3.48,4.938,6.981,7.739,9.141,11.009,14.338,16.175,15.017
1976,0.645,1.491,2.49,3.519,4.681,5.821,6.682,8.128,11.052,14.683,14.54,12.592
1977,0.645,1.43,2.246,3.316,3.99,5.386,7.049,9.851,12.197,15.283,15.894,13.042
1978,0.645,1.526,2.323,2.898,3.79,5.481,7.456,10.32,10.356,10.622,14.156,16.045
1979,0.645,1.452,1.921,2.732,3.645,5.798,7.311,9.084,10.697,11.732,12.611,17.29
1980,0.645,1.288,1.909,2.658,3.89,4.764,7.207,9.243,9.977,10.003,15.732,20.2
1981,0.645,1.209,1.934,3.151,3.482,5.808,7.509,8.822,11.986,14.57,14.172,11.267
1982,0.645,1.247,2.207,2.737,4.592,6.414,8.159,9.831,10.993,14.344,15.715,16.874
1983,0.645,1.346,1.764,3.278,4.888,4.681,8.453,10.592,9.754,13.41,14.742,17.47
1984,0.645,1.397,2.913,3.531,4.424,7.282,8.934,9.804,12.679,12.517,14.742,15.182
1985,1.309,1.609,2.437,3.286,4.702,6.182,8.834,8.127,10.901,12.874,13.098,16.193
1986,1.309,1.596,2.278,3.425,4.368,6.011,7.437,8.641,10.847,11.407,13.689,12.788
1987,1.714,1.483,2.361,2.839,3.476,5.198,6.442,8.896,11.022,13.503,10.428,18.666
1988,0.929,1.523,2.196,2.797,3.861,5.73,9.805,10.273,10.539,11.533,16.651,15.151
1989,0.821,1.042,2.066,3.085,4.179,6.471,8.582,9.772,10.797,14.903,14.995,17.442
1990,0.731,1.286,2.115,3.276,4.564,5.544,8.264,8.537,10.759,12.535,13.172,13.874
1991,0.114,1.347,2.316,3.384,4.492,5.621,6.966,9.304,11.088,11.172,11.21,16.893
1992,0.448,1.374,2.259,3.197,4.251,5.963,6.795,9.946,10.24,9.526,9.008,13.797
1993,0.773,1.733,2.354,3.53,5.417,5.76,6.523,9.203,8.769,13.402,12.152,12.955
1994,1.618,1.639,2.49,3.74,4.462,5.132,8.466,9.055,10.422,10.712,13.767,18.151
1995,0.514,1.756,2.267,3.263,3.968,5.574,6.927,9.002,8.802,11.569,12.944,15.412
1996,0.542,1.346,2.263,2.999,4.318,6.237,9.229,7.819,10.808,9.909,7.301,10.143
1997,1.111,1.605,1.936,2.881,4.112,5.991,6.824,7.397,7.211,5.688,9.724,17.32
1998,1.111,1.471,1.916,2.676,3.991,5.051,5.54,5.495,6.258,6.53,14.266,15.264
1999,1.311,1.355,2.08,3.12,4.229,5.254,7.239,5.769,7.142,11.181,12.471,13.489
2000,0.497,1.583,2.26,3.051,3.702,4.79,6.473,6.481,8.282,12.108,10.417,13.033
2001,0.816,1.591,2.241,3.023,3.901,5.057,6.632,7.648,10.126,10.09,13.534,11.758
2002,0.782,1.326,2.092,2.979,4.352,5.697,6.928,8.505,8.913,9.797,10.884,12.691
2003,1.15,1.441,1.908,2.913,4.116,5.4,7.044,7.945,8.81,10.916,11.195,12.979
2004,1.15,1.123,2.016,2.64,3.897,4.924,6.46,7.85,9.543,9.926,11.437,10.356
2005,0.648,1.407,2.023,2.911,3.943,5.207,6.851,8.358,9.336,10.513,11.334,13.758
2006,0.907,1.261,2.232,2.887,4.207,5.989,8.039,8.415,9.713,11.212,11.466,13.712
2007,1.439,1.845,2.041,3.149,4.546,6.016,8.26,8.413,9.688,10.522,11.428,0
2008,0.912,1.465,2.154,3.216,4.516,6.532,8.179,9.694,10.006,10.487,0,0
2009,0.644,1.59,2.666,3.717,5.207,6.39,8.677,9.731,9.973,0,0,0
2010,0.644,2.467,2.606,3.834,4.459,6.218,7.351,9.698,0,0,0,0
2011,0.794,1.702,2.991,3.316,4.895,6,7.636,0,0,0,0,0
2012,1.404,2.323,2.549,3.836,4.614,6.715,0,0,0,0,0,0
2013,0.944,1.332,3.32,4.213,5.697,0,0,0,0,0,0,0
2014,0.944,1.043,3.042,3.935,0,0,0,0,0,0,0,0
2015,0.704,2.247,3.513,0,0,0,0,0,0,0,0,0
2016,0.972,2.582,0,0,0,0,0,0,0,0,0,0
2017,1.773,0,0,0,0,0,0,0,0,0,0,0
