"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1985,1.5734,1.32429450977669,1.86936330379973,509.91,427.871855508631,607.677753870762,9084.6,8116.97388595449,10167.5770206442,1101.066
1986,1.4606,1.22630892744194,1.73965328985261,505.87,437.14552948564,585.398773724407,4813.3,4147.82857910194,5585.53866153653,1243.57
1987,1.5312,1.28373761178683,1.82636499738962,656.82,568.182239705475,759.285458524062,8235.7,7247.4559003053,9358.69847612909,1436.03
1988,1.6493,1.38065078212849,1.97022340856274,480.46,408.166104062108,565.558504987651,14028,12580.9689341166,15641.4649007173,1346.918
1989,0.82644,0.669806118434695,1.01970264947138,1024,897.755914305954,1167.99676091318,8449.1,7357.35304832953,9702.84969894279,1443.59
1990,1.4757,1.28349215726083,1.69669169981337,1427,1267.32554871373,1606.79235265695,7021.8,6142.65438369495,8026.77021368432,2880.02
1991,1.2676,1.08307354954673,1.48356476868303,986.27,868.839816638816,1119.57174875236,6110.4,5359.54440333952,6966.44814375181,1715.833
1992,1.2713,1.09086096942009,1.48158540392108,755.96,663.836584297048,860.86777245811,6379.6,5630.52271200515,7228.33353877124,1215.745
1993,0.74278,0.614281979492722,0.898157762751914,794.85,698.58001467411,904.386769201708,8751.4,7774.79501391832,9850.67796937349,828.9988
1994,0.83812,0.697236644867979,1.00747018902457,1101.3,974.208226816401,1244.97171817517,6295.3,5532.08723579439,7163.80642618503,1265.041
1995,0.96737,0.807013489757128,1.15958993099562,1262.9,1127.23482627839,1414.8927737317,5609,4907.59346104777,6410.6534597271,1682.286
1996,0.894,0.745329786923637,1.07232531695649,1261.2,1111.28814543824,1431.33484013971,6109.9,5400.90560286566,6911.96639137568,1448.629
1997,1.6649,1.38166318034187,2.00619952057645,969.72,851.415730890478,1104.46265470865,5638.9,4951.56160445592,6421.64952191762,1438.272
1998,1.6278,1.33154484378337,1.98996890894881,977.05,857.30470311878,1113.52089756089,8344.5,7362.47175286026,9457.51407778903,1405.386
1999,1.0862,0.868889055962188,1.35786085910989,1264.1,1111.02616215661,1438.26389011239,10110,8973.56373749001,11390.3576093158,1242.212
2000,1.8732,1.54152024115272,2.27624532349711,1620.3,1437.15359189109,1826.78601981949,7206,6384.71638318589,8132.92758574961,2594.641
2001,1.7629,1.46477753283147,2.12169857902754,1581.1,1410.20102355007,1772.7098252324,4056.3,3518.28350641194,4676.59006444876,2410.857
2002,1.3507,1.12560933986199,1.62080255146398,1470.5,1312.21965690621,1647.87216730023,5121.2,4528.52235447365,5791.44528547841,1754.09
2003,1.6602,1.39662703295693,1.9735147429908,1027.6,910.722413403276,1159.47707496731,4010,3522.40171592728,4565.09543681246,1489.43
2004,1.65,1.36524806975934,1.99414308674314,791.53,702.42203248427,891.94204043426,3704.4,3274.07530129117,4191.28398011749,1121.291
2005,1.6348,1.34882408293838,1.9814081567834,673.56,595.784337956045,761.488754733716,4057.8,3591.49937364389,4584.64254813278,995.8499
2006,0.985,0.782023670230267,1.24065937763024,779.12,690.019650564519,879.725633760398,5472.9,4874.47448181554,6144.79253542915,688.9396
2007,1.2186,0.940610447856572,1.57874703963148,1047,926.092520512957,1183.69274745121,4242.8,3726.83572807404,4830.19729160501,811.6765
2008,1.2838,0.983769879291349,1.67533330171404,1285.9,1133.1750796613,1459.20858980965,6010.4,5351.67584531865,6750.20483379988,1092.229
2009,1.0448,0.78799903738809,1.38528981408182,1384.4,1206.42368941251,1588.63206750632,6024.3,5323.47320520143,6817.38952955372,994.9556
2010,0.71476,0.539463099497353,0.947019097461932,1875.5,1646.40891116356,2136.46818001859,4522.3,3922.19804548684,5214.21841855554,901.09
2011,0.76811,0.573385384467693,1.02896409305536,2251.2,1959.84318751051,2585.87088614855,3775.5,3271.87905174024,4356.64033559505,1203.385
2012,1.7707,1.43184646896823,2.1897448909165,1492.9,1259.22793153373,1769.93406371268,4181,3596.04046485955,4861.11354163606,1838.273
2013,1.3636,0.991559642388557,1.87523259369542,1107.9,881.308716705242,1392.74965370679,7536.8,6464.75542040611,8786.62076846702,975.8231
2014,0.63879,0.448472373753092,0.909872464796806,1417.5,1136.79099646973,1767.52477477377,11750,9944.44188208984,13883.3834655571,567.0793
2015,0.2144,0.156858491877689,0.293049865836038,2698.8,2258.70978062834,3224.6380223199,17593,14315.5165261458,21620.8509441281,376.2476
2016,0.11978,0.091215003555536,0.157290443904491,4583.8,3922.09879257625,5357.13747949696,20579,14463.0129560028,29281.2598791341,373.2674
