"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9","Age.10","Age.11"
"peel.1",-0.0297435326475785,0.0178248490302346,0.1403674393069,0.00463621951630842,0.0128838599533321,-0.0489485401933709,0.1403674393069,-0.179379449748216,-0.0810891051973919,-0.0145736314867411,0.039744896418028,0.0224875516402128,0.0365809097627198,0.0134698262306877,0.0178373295784334,0.0168057863497905,0.0136140490185586
"peel.2",-0.101147215148013,0.0687426739753049,-0.675867992016099,0.0547027012681835,0.054080462154786,-0.29669264723184,-0.675867992016099,-0.387265996470055,-0.090176521732545,0.13463589580612,0.0845182532536458,0.0979970757080247,0.0563558479665308,0.068304237904829,0.0558646584677454,0.0514888482246967,0.0405247897813701
"peel.3",-0.147773168742269,0.116339064048746,-0.286225075754988,0.111350507594695,0.0966084634539999,-0.0215295684045318,-0.286225075754988,-0.343347540892312,0.198418126873189,0.149845820905108,0.237340346955147,0.062407190994745,0.126111378865839,0.113954605685381,0.0962355054588388,0.0908935624092712,0.0763903696686586
"peel.4",-0.229053801090759,0.189221953833022,0.0646347905948521,0.187623019549383,0.163050948000651,0.208675551951061,0.0646347905948521,0.198540717362615,0.294962649362199,0.516117275085765,0.179491181681193,0.196161270483627,0.19750882185886,0.158312341375201,0.152269378976239,0.142219801748589,0.126389200939496
"peel.5",-0.210197231381717,0.198116906654932,-0.0217001159757005,0.197981883687567,0.167841825121512,0.201756134721873,-0.0217001159757005,0.125335659740107,0.656196934539367,0.219509843138375,0.222250881089583,0.235125822449007,0.172411971048005,0.172419665729452,0.155863288308245,0.148413186155168,0.130536154079644
"Mohn.rho",-0.143582989802067,0.118049089508448,-0.155758190769007,0.111258866323227,0.0988931117368563,0.00865218616863804,-0.155758190769007,-0.117223322001572,0.195662416768963,0.201107040689726,0.152669111879519,0.122835782255123,0.117793785900391,0.10529213538511,0.0956140321579005,0.089964236977503,0.0774909126975453
