Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(1-6),	Low,	High,	Catch,	Low,	High
1973,	28280,	14120,	56639,	19625,	13490,	28551,	0.678,	0.419,	1.099,	16690,	9703,	28708
1974,	23367,	12134,	45000,	8344,	6040,	11527,	1.121,	0.785,	1.601,	13042,	8413,	20216
1975,	43548,	22511,	84245,	2863,	2094,	3914,	1.096,	0.773,	1.554,	5002,	3240,	7723
1976,	13518,	6815,	26816,	3785,	2492,	5749,	0.697,	0.47,	1.033,	4376,	2435,	7863
1977,	76889,	39879,	148245,	3433,	2325,	5067,	0.883,	0.614,	1.272,	4585,	2802,	7501
1978,	97219,	49514,	190887,	5971,	3843,	9279,	0.916,	0.636,	1.318,	8390,	4706,	14957
1979,	39671,	20622,	76317,	7419,	4862,	11320,	0.841,	0.576,	1.228,	7426,	4309,	12799
1980,	55485,	28702,	107260,	7265,	4982,	10595,	0.891,	0.607,	1.309,	7442,	4560,	12147
1981,	54436,	27380,	108227,	8964,	5984,	13429,	0.745,	0.481,	1.152,	6393,	3861,	10585
1982,	36712,	18946,	71139,	15249,	9924,	23431,	0.733,	0.473,	1.136,	12460,	7317,	21220
1983,	23592,	12146,	45826,	15235,	9765,	23769,	1.036,	0.729,	1.471,	19877,	11335,	34856
1984,	16682,	8728,	31888,	5285,	3639,	7677,	1.192,	0.849,	1.673,	8695,	5321,	14209
1985,	25023,	13077,	47880,	2247,	1598,	3159,	1.374,	0.984,	1.92,	4520,	2894,	7059
1986,	7260,	3743,	14081,	2519,	1667,	3807,	1.13,	0.801,	1.594,	4120,	2370,	7163
1987,	19175,	9392,	39146,	1397,	930,	2096,	1.108,	0.794,	1.545,	2156,	1327,	3503
1988,	63937,	32306,	126539,	1443,	970,	2147,	0.988,	0.667,	1.463,	2236,	1379,	3624
1989,	6693,	3328,	13459,	7074,	4162,	12023,	0.748,	0.47,	1.191,	5375,	2759,	10474
1990,	5756,	2979,	11120,	8986,	5122,	15765,	0.898,	0.605,	1.333,	8364,	4306,	16245
1991,	7368,	3773,	14388,	3193,	2129,	4791,	1.437,	1.002,	2.061,	6117,	3458,	10822
1992,	3911,	2017,	7586,	1233,	850,	1789,	1.548,	1.016,	2.357,	2687,	1570,	4597
1993,	2998,	1554,	5785,	713,	501,	1015,	0.708,	0.452,	1.11,	641,	395,	1038
1994,	9439,	4413,	20188,	527,	375,	740,	0.776,	0.522,	1.153,	460,	292,	724
1995,	2530,	1272,	5030,	850,	572,	1264,	0.415,	0.251,	0.685,	318,	198,	512
1996,	4335,	2055,	9147,	1461,	952,	2243,	0.463,	0.277,	0.776,	693,	399,	1205
1997,	9432,	4794,	18556,	1505,	1002,	2262,	0.691,	0.429,	1.111,	1114,	650,	1910
1998,	6584,	3382,	12816,	1724,	1126,	2638,	0.682,	0.438,	1.064,	970,	593,	1585
1999,	9750,	4973,	19114,	1877,	1236,	2851,	0.911,	0.607,	1.366,	1768,	1002,	3119
2000,	3308,	1702,	6431,	2024,	1353,	3027,	0.778,	0.518,	1.168,	1606,	961,	2682
2001,	5598,	2473,	12672,	1381,	921,	2071,	1.121,	0.688,	1.829,	1732,	982,	3056
2002,	2753,	1411,	5370,	1358,	913,	2019,	0.527,	0.306,	0.909,	770,	456,	1300
2003,	2701,	1384,	5269,	976,	659,	1445,	0.484,	0.299,	0.782,	603,	355,	1025
2004,	4840,	2457,	9534,	627,	445,	884,	0.768,	0.509,	1.158,	595,	371,	952
2005,	11807,	6047,	23057,	637,	451,	901,	0.551,	0.349,	0.87,	348,	224,	540
2006,	9330,	4777,	18223,	1094,	715,	1674,	0.576,	0.347,	0.954,	443,	276,	712
2007,	3855,	1812,	8200,	1614,	1056,	2466,	0.471,	0.273,	0.812,	543,	315,	938
2008,	9685,	4532,	20696,	1757,	1156,	2670,	0.345,	0.194,	0.613,	559,	323,	967
2009,	8627,	4400,	16917,	1842,	1274,	2662,	0.276,	0.144,	0.532,	464,	271,	793
2010,	5975,	3044,	11725,	2656,	1787,	3948,	0.168,	0.088,	0.322,	384,	229,	642
2011,	10191,	5183,	20038,	2240,	1562,	3213,	0.222,	0.121,	0.407,	489,	295,	810
2012,	4548,	2298,	8999,	2224,	1576,	3139,	0.34,	0.196,	0.59,	713,	447,	1139
2013,	5242,	2558,	10743,	1750,	1175,	2607,	0.522,	0.308,	0.883,	862,	518,	1434
2014,	997,	495,	2009,	1100,	770,	1571,	0.653,	0.395,	1.079,	766,	456,	1287
2015,	579,	263,	1275,	553,	376,	814,	0.505,	0.296,	0.862,	347,	207,	585
2016,	2943,	1079,	8027,	300,	192,	469,	0.398,	0.209,	0.76,	157,	93,	265
