Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-8),	Low,	High,	Catch,	Low,	High
1982,	12609,	8349,	19043,	23244,	19523,	27674,	0.634,	0.476,	0.843,	16672,	13043,	21311
1983,	11816,	8134,	17164,	18006,	15374,	21088,	0.793,	0.612,	1.028,	16849,	13334,	21292
1984,	8860,	6026,	13027,	14779,	12551,	17402,	0.68,	0.524,	0.883,	13184,	10391,	16727
1985,	7681,	5289,	11155,	12849,	11007,	15000,	0.833,	0.653,	1.062,	14431,	11491,	18123
1986,	13178,	8905,	19502,	10901,	9294,	12786,	0.854,	0.668,	1.093,	12016,	9526,	15157
1987,	10986,	7349,	16420,	9953,	8472,	11694,	0.813,	0.629,	1.052,	10166,	8016,	12893
1988,	18908,	12650,	28262,	10494,	8860,	12429,	0.641,	0.493,	0.832,	9160,	7108,	11806
1989,	5105,	3453,	7548,	13913,	11759,	16461,	0.73,	0.571,	0.933,	12913,	10080,	16542
1990,	2905,	1935,	4362,	18165,	15106,	21843,	1.04,	0.833,	1.298,	18023,	13985,	23226
1991,	4930,	3316,	7329,	15222,	12287,	18856,	1.291,	1.027,	1.621,	19520,	14543,	26200
1992,	7359,	4994,	10846,	9382,	7743,	11367,	1.219,	0.956,	1.554,	10625,	8156,	13843
1993,	5298,	3497,	8028,	7093,	5888,	8545,	1.102,	0.882,	1.377,	7588,	5912,	9741
1994,	4031,	2688,	6045,	6601,	5473,	7960,	1.678,	1.388,	2.029,	8716,	6749,	11256
1995,	2944,	1974,	4390,	6847,	5619,	8343,	1.406,	1.116,	1.772,	8028,	6188,	10415
1996,	2597,	1745,	3864,	7664,	6221,	9441,	0.777,	0.584,	1.035,	6442,	4764,	8712
1997,	5149,	3438,	7712,	6725,	5613,	8058,	0.711,	0.524,	0.965,	5320,	4080,	6937
1998,	2302,	1448,	3660,	6322,	5288,	7558,	0.714,	0.505,	1.007,	4044,	3159,	5178
1999,	11442,	7526,	17394,	7372,	6167,	8812,	0.481,	0.331,	0.699,	3381,	2645,	4323
2000,	6928,	4503,	10659,	10691,	8913,	12825,	0.375,	0.266,	0.531,	5108,	3915,	6663
2001,	667,	406,	1095,	15985,	13291,	19225,	0.417,	0.305,	0.571,	7149,	5529,	9244
2002,	4877,	3226,	7372,	15539,	12950,	18645,	0.48,	0.352,	0.656,	7606,	5814,	9950
2003,	3590,	2181,	5907,	11750,	9813,	14070,	0.599,	0.441,	0.813,	7333,	5600,	9603
2004,	8179,	5294,	12635,	9331,	7860,	11077,	0.718,	0.544,	0.948,	6654,	5242,	8448
2005,	4109,	2891,	5841,	7559,	6398,	8930,	0.766,	0.591,	0.993,	5314,	4161,	6787
2006,	7516,	4933,	11450,	7372,	6231,	8723,	0.722,	0.55,	0.948,	4165,	3281,	5287
2007,	5278,	3429,	8125,	9705,	8060,	11685,	0.722,	0.549,	0.95,	5622,	4299,	7353
2008,	4145,	2672,	6430,	11282,	9403,	13535,	0.876,	0.677,	1.132,	7420,	5720,	9625
2009,	2623,	1693,	4064,	11438,	9466,	13820,	1.019,	0.803,	1.294,	8686,	6669,	11314
2010,	1502,	989,	2282,	9597,	7945,	11594,	1.098,	0.876,	1.377,	8002,	6139,	10431
2011,	1206,	800,	1819,	6153,	5135,	7372,	1.655,	1.366,	2.004,	6899,	5378,	8851
2012,	1761,	1186,	2615,	3134,	2635,	3728,	1.857,	1.513,	2.28,	3840,	3003,	4909
2013,	644,	424,	978,	1930,	1595,	2336,	1.199,	0.797,	1.804,	1892,	1481,	2417
2014,	1370,	869,	2159,	1666,	1289,	2154,	0.774,	0.399,	1.502,	1462,	1107,	1930
2015,	677,	388,	1182,	1837,	1324,	2551,	0.118,	0.054,	0.254,	424,	308,	584
2016,	535,	208,	1377,	2483,	1738,	3545,	0.105,	0.054,	0.202,	541,	404,	725
