Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-9),	Low,	High,	Catch,	Low,	High
1982,	19196,	11029,	33410,	23765,	18825,	30002,	0.867,	0.641,	1.173,	17390,	12488,	24216
1983,	17658,	10221,	30507,	18194,	14526,	22789,	1.047,	0.8,	1.371,	16513,	12292,	22182
1984,	10643,	6203,	18260,	14534,	11503,	18364,	0.987,	0.755,	1.29,	13823,	10156,	18813
1985,	9236,	5355,	15928,	12308,	9813,	15438,	1.166,	0.905,	1.503,	14364,	10653,	19366
1986,	17610,	10248,	30261,	10020,	7968,	12601,	1.167,	0.907,	1.503,	11375,	8432,	15345
1987,	12819,	7586,	21661,	9446,	7529,	11851,	1.039,	0.796,	1.357,	9699,	7149,	13159
1988,	21855,	12874,	37102,	10565,	8297,	13453,	0.848,	0.64,	1.124,	9158,	6687,	12541
1989,	6439,	3761,	11022,	13720,	10753,	17506,	0.883,	0.67,	1.163,	12828,	9394,	17518
1990,	3410,	1978,	5879,	18475,	14090,	24224,	1.094,	0.843,	1.42,	18707,	13517,	25888
1991,	4967,	2947,	8370,	15408,	11313,	20985,	1.271,	0.979,	1.65,	21076,	14352,	30950
1992,	7355,	4339,	12469,	9653,	7378,	12630,	1.262,	0.963,	1.654,	11433,	8090,	16158
1993,	5034,	2991,	8475,	7071,	5462,	9154,	1.157,	0.886,	1.512,	7952,	5812,	10880
1994,	3694,	2189,	6235,	6357,	4919,	8216,	1.381,	1.055,	1.807,	8933,	6437,	12396
1995,	2677,	1582,	4532,	6613,	5045,	8668,	1.161,	0.86,	1.567,	8192,	5864,	11443
1996,	2267,	1336,	3847,	7549,	5610,	10157,	0.779,	0.56,	1.084,	6261,	4310,	9096
1997,	4177,	2451,	7119,	6495,	4975,	8478,	0.691,	0.492,	0.971,	4746,	3389,	6647
1998,	1740,	984,	3077,	6358,	4890,	8266,	0.556,	0.387,	0.8,	3698,	2686,	5091
1999,	8956,	5206,	15409,	7740,	5949,	10069,	0.386,	0.263,	0.568,	3235,	2363,	4429
2000,	6680,	3854,	11579,	11866,	9014,	15621,	0.319,	0.217,	0.469,	4710,	3378,	6567
2001,	533,	278,	1022,	18463,	14004,	24343,	0.317,	0.216,	0.464,	6675,	4834,	9217
2002,	4280,	2484,	7373,	18429,	13966,	24317,	0.342,	0.232,	0.503,	7331,	5253,	10230
2003,	4671,	2661,	8200,	14003,	10638,	18433,	0.417,	0.281,	0.617,	6751,	4887,	9328
2004,	8469,	4861,	14754,	11386,	8652,	14984,	0.492,	0.335,	0.723,	6198,	4583,	8381
2005,	3867,	2260,	6617,	9906,	7308,	13427,	0.423,	0.284,	0.631,	4777,	3480,	6559
2006,	6320,	3668,	10889,	9835,	7230,	13377,	0.328,	0.215,	0.501,	3803,	2787,	5190
2007,	3759,	2198,	6427,	12308,	9033,	16770,	0.325,	0.209,	0.507,	5157,	3646,	7295
2008,	3571,	2074,	6151,	12736,	9583,	16927,	0.423,	0.271,	0.659,	6420,	4583,	8993
2009,	2473,	1436,	4259,	10981,	8469,	14237,	0.574,	0.38,	0.868,	7261,	5138,	10260
2010,	1139,	669,	1937,	9096,	7054,	11728,	0.7,	0.482,	1.017,	7200,	5147,	10073
2011,	708,	417,	1204,	6105,	4758,	7833,	1.034,	0.738,	1.449,	6784,	4882,	9427
2012,	1327,	781,	2255,	2997,	2356,	3812,	1.272,	0.91,	1.777,	3695,	2665,	5124
2013,	594,	346,	1019,	1803,	1401,	2319,	1.005,	0.693,	1.456,	1796,	1306,	2471
2014,	1527,	876,	2662,	1641,	1218,	2211,	0.741,	0.469,	1.169,	1311,	918,	1872
2015,	778,	425,	1424,	1844,	1310,	2597,	0.207,	0.124,	0.345,	495,	332,	740
2016,	1110,	464,	2654,	2598,	1764,	3826,	0.173,	0.103,	0.291,	575,	394,	839
