"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1987,0.27462,0.22263449150371,0.338744207560234,340690,310385.479739193,373953.305410838,465580,391162.680462195,554154.951959814,76009.46
1988,0.31258,0.253276454063957,0.385769205278463,355720,323632.809861708,390988.535600177,251070,198648.562271541,317324.949041581,92108.84
1989,0.34638,0.282640102272936,0.424494271814762,309020,279320.242883051,341877.693554714,440220,365519.547237989,530186.825477274,97690.51
1990,0.40426,0.331444794019979,0.493072000371046,269700,242385.789786637,300092.22101687,292720,233261.906967282,367333.867385465,100405.4
1991,0.45541,0.374152904533419,0.554314200389898,233470,208989.711711916,260817.81946825,831090,719396.013973498,960125.681382278,102072
1992,0.42678,0.349809179211717,0.520687218129749,270680,244661.689513976,299465.202523318,1000500,876909.422100608,1141509.28792866,102915.3
1993,0.35133,0.286593526994988,0.430689311772763,347850,316371.609729825,382460.431905794,564700,476587.478300579,669102.954901559,98364.96
1994,0.43251,0.356526826530105,0.524686744951587,344740,314311.706368273,378114.035182485,666530,570628.964249691,778548.354067782,125941
1995,0.4417,0.365162680388246,0.534279378693815,314440,286505.448189231,345098.196997275,193970,150498.231721427,249998.690812812,118827.7
1996,0.43885,0.361330566262764,0.533000361668674,237720,214722.107345438,263181.090660066,200040,156155.850468028,256256.819581621,95805.9
1997,0.3,0.243429525029269,0.369716861540023,223490,200463.589258513,249161.357854311,822630,719750.743933732,940214.543164552,66058.99
1998,0.40729,0.332309620944934,0.499188508681452,246640,222253.949764409,273701.725726277,320320,259634.896109288,395189.182723768,86751.74
1999,0.43994,0.358732263221274,0.539531074963881,241010,216355.18438523,268474.362031351,627680,535235.476443107,736091.308853812,93555.74
2000,0.44635,0.363147071859881,0.54861607854812,265850,238134.575289567,296791.099797496,430680,355039.459205387,522435.626775497,101741.2
2001,0.46855,0.379044322049904,0.579191112302419,239360,212576.790325276,269517.709399659,453080,373124.812777615,550168.413812643,96924.89
2002,0.40635,0.32700821547141,0.50494242862359,268620,239786.578733692,300920.530169195,1482800,1318027.03173743,1668172.03824847,102253.6
2003,0.49411,0.401605672058723,0.607921424138404,338240,307155.895620922,372469.808429772,1041700,907844.059151325,1195292.16395866,134982
2004,0.33727,0.272953001140894,0.416742268539058,428000,389099.697199763,470789.366628455,574380,481262.649551846,685514.208732417,112748.5
2005,0.26821,0.216586977126818,0.33213725522324,461470,419303.857718852,507876.464715926,914730,792673.149546955,1055581.3242548,105981.5
2006,0.29985,0.243639146988583,0.369029458571422,511020,464418.513012219,562297.654127171,601020,507129.283079667,712293.792632861,132138.8
2007,0.42198,0.346115181646135,0.514473590996809,433020,392708.050071367,477470.019690008,635950,540246.587055337,748607.047578765,161691
2008,0.40658,0.332276660022435,0.497498970854102,422360,380508.850844838,468814.244935244,537500,451023.171401066,640557.444316079,153411
2009,0.12526,0.100155264718309,0.156657442263559,407280,363967.579277968,455746.631963934,451340,371208.661315243,548768.972357044,45844.7
2010,0.12327,0.0986528633311509,0.154029922567912,380840,339439.042455777,427290.580808471,417880,340448.009181023,512923.235533297,43287.45
2011,0.14479,0.11585330727489,0.180954213506029,359380,318898.374015069,405000.448180075,543570,454746.077751183,649743.580771833,49350.21
2012,0.41035,0.33119251245061,0.508426719112834,332680,291567.50001183,379589.571524637,411230,333256.409673815,507447.44284295,124563.2
2013,0.25219,0.196948501093994,0.322926022522237,315500,268936.24996675,370125.819826471,452770,360680.354286844,568372.16239664,71775.43
2014,0.33723,0.256249183962599,0.44380267340324,322070,265036.186984862,391377.064694659,247200,181608.530096749,336481.111142994,95854.63
2015,0.27867,0.201990836086788,0.384457881379497,277600,217169.624430608,354845.942207832,211850,145220.496122039,309050.194004872,70403.82
2016,0.25391,0.174545935012362,0.369360008844858,255430,188867.381951748,345451.312056989,205860,126636.433033746,334645.714387004,61194.1
