"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7","Age.8","Age.9","Age.10","Age.11"
"peel.1",-0.0566602013517951,0.0407504483078853,-0.0699733776409947,0.0219705322889187,0.0453162276041112,0.0115577447571821,-0.0699733776409947,-0.148889453151142,0.0834897436239504,0.0132643700449728,0.0804946224420439,0.0649751091987627,0.0570568018389783,0.0883153328499282,0.092463331818621,0.0908664460982282,0.0974387225730569
"peel.2",-0.0844841548841577,0.0711727230895053,-0.346258946735647,0.025334727261103,0.0745343016998644,0.0027022546795705,-0.346258946735647,0.0842058058772083,-0.0285307852738483,0.0711534095801727,0.0755006116307162,0.0803898021522034,0.118432535172135,0.146833304486773,0.144008256510091,0.165251270410467,0.191945360720898
"peel.3",-0.088576515418869,0.0536444359218578,0.20395178715424,0.0668530302198141,0.113989564313884,0.0717769151238538,0.20395178715424,-0.0651928158455626,0.0147085216619202,-0.0290365132025955,0.025877753243246,0.0723475300108119,0.14003449189053,0.126706427985249,0.182860329697367,0.210944940512822,0.270261686473901
"peel.4",-0.119095690588562,0.111076944071964,0.240135680894566,0.112173422700329,0.161246893435572,0.123069246885081,0.240135680894566,0.157030900862725,0.0250650554702925,0.0102719813941469,0.028306608869417,0.0632831148145012,0.0365209982537605,0.11220353669328,0.129655617488594,0.177526494877374,0.243348965012159
"peel.5",-0.0644221969741446,0.0486299378237333,0.044113607869434,0.0449911174342253,0.118426311449285,0.0432647845567204,0.044113607869434,0.0480330054953843,0.0300861971007906,-0.000185139580291675,0.0381987703913918,-0.0191700880438025,0.0730227363224357,0.0650845001863022,0.136399016773074,0.175800136919438,0.279298262460839
"Mohn.rho",-0.0826477518435058,0.0650548978429891,0.0143937503083196,0.0542645659808781,0.102702659700543,0.0504741892004815,0.0143937503083196,0.0150374886477225,0.0249637465166211,0.013093621647281,0.049675673315363,0.0523650936264954,0.0850135126955679,0.107828620440306,0.137077310457549,0.164077857763666,0.216458599448171
