"Year","Index","Age","logObs","Pred"
2014,1,"1",11.3765854691004,12.6444643009899
2014,1,"2",12.4966212825462,13.1417001705195
2014,1,"3",12.7382973948593,12.64672142546
2014,1,"4",12.2693883498261,12.6762548177715
2014,1,"5",12.4934595361388,11.73747250701
2014,1,"6",11.5866366248545,11.434039172056
2014,1,"7",11.9176639757734,11.315600190221
2014,1,"8",10.9790065205628,11.1620248360814
2015,1,"1",11.83245088558,12.5939687847945
2015,1,"2",12.3700166544348,12.5529796402543
2015,1,"3",12.4903432109435,12.9100006243043
2015,1,"4",12.7112959818117,12.3486042352847
2015,1,"5",12.2741040657239,12.3293945519236
2015,1,"6",11.974437048614,11.3641290927208
2015,1,"7",11.5184136705808,11.048590131119
2015,1,"8",11.738017631161,10.9250543547255
2016,1,"1",12.3061322583851,12.6430300193461
2016,1,"2",11.9462020751892,12.5189356868167
2016,1,"3",13.0382096580143,12.3516126682399
2016,1,"4",11.9975485238293,12.6572403039068
2016,1,"5",13.096778112068,12.0580811337878
2016,1,"6",11.6701986507093,12.0183431668948
2016,1,"7",11.6155467946636,11.0436912310209
2016,1,"8",11.5845344439626,10.7242000825103
