"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1989,0.76237,0.586466997537041,0.991032776508947,9912.9,8490.97084509583,11572.9506322302,12395,10761.0190349567,14277.0888612797,6538.633
1990,0.75501,0.582176427476796,0.979153523220794,10624,9256.00583820978,12194.1772696451,11729,10139.8461113139,13567.2119172008,7211.84
1991,0.60955,0.469832992695846,0.790815477576581,11580,10288.6086511885,13033.4824217956,7780,6613.71450110041,9151.95235444909,6477.165
1992,0.94111,0.7378096210928,1.20042895454273,12338,10988.8560874561,13852.7834734106,7232.7,6224.81335274104,8403.77796499953,9926.838
1993,1.122,0.888770549916482,1.41643307163845,10011,8897.63884118268,11263.675991897,6496.7,5665.42501267621,7449.94608446196,9667.755
1994,0.84609,0.664845534842848,1.0767437706703,7483.9,6635.81726210415,8440.37094418724,3917,3370.11670290461,4552.62839615506,5680.31
1995,0.75908,0.598411002313343,0.962887453894583,6693.1,6019.51452758064,7442.05988784365,2633.6,2226.7892426776,3114.73076439869,4629.498
1996,0.62185,0.491843877706731,0.786219855583063,6565.2,5941.19496834393,7254.74441920467,3222.9,2771.24295994234,3748.16808202775,3680.929
1997,0.57522,0.462491154036519,0.715425680063653,6208.3,5608.31688884863,6872.46987891098,3899.6,3389.33219634875,4486.68919983177,2540.238
1998,0.47054,0.378021780847097,0.585701414092739,7163.4,6464.20943359755,7938.21736240403,4072.9,3549.60130366908,4673.34581854394,2580.359
1999,0.60666,0.494552355261061,0.744180776180356,7198.6,6495.77204416851,7977.47236319978,5237,4634.40211461264,5917.95194325566,3208.913
2000,0.56675,0.460235683460353,0.697915381278059,7079.5,6402.61865141388,7827.94087524364,2404.2,2043.75923801436,2828.20869136024,2965.678
2001,0.62106,0.503573586176843,0.765956623198553,8137.8,7412.04046652704,8934.62321732703,2063.5,1748.40788863181,2435.37693789066,3737.784
2002,0.49369,0.400460219796838,0.608624287884698,9662.3,8842.36584879798,10558.2649357006,2098.6,1794.6694524387,2454.00174055196,3394.655
2003,0.65485,0.542600427161975,0.790321018991731,9692.1,8856.80384673204,10606.1739692542,1909.3,1631.52719359867,2234.36452932131,4549.173
2004,0.54491,0.448481969623509,0.66207100443584,8103.6,7346.66488464377,8938.52298847359,1642.2,1394.38252192818,1934.06098942691,3575.572
2005,0.58126,0.47412521020895,0.712603296186469,6461.1,5835.92219609976,7153.25047306138,2461.1,2140.76155620949,2829.37312305102,2994.604
2006,0.41727,0.330421813487616,0.526945394622155,5811.3,5184.84767009663,6513.44260020866,2977.3,2605.02447904026,3402.77619704587,2011.365
2007,0.35417,0.277382995146783,0.452213694042863,6533,5784.81993299864,7377.94598523937,2596.1,2243.02075115282,3004.75829594356,1765.154
2008,0.31107,0.243819039663059,0.39687033889446,7297.5,6472.4140939517,8227.76563380949,2800.8,2419.13692855408,3242.67739763233,1641.514
2009,0.36922,0.291694290645202,0.467350279974505,7579.4,6769.70148821091,8485.94350283266,2598.5,2222.24843681739,3038.45516915751,1999.359
2010,0.30048,0.236721177431395,0.381411715587494,9635,8595.33098044086,10800.424696995,2261.4,1901.89057299796,2688.86655867844,2160.375
2011,0.41646,0.328794922236877,0.527498814215408,11336,10080.3269780001,12748.0880610774,2290.1,1900.90212673955,2758.98371421969,3454.011
2012,0.45274,0.349483651647512,0.586503851135032,10822,9466.08950051774,12372.1293775634,2281.7,1857.97544053339,2802.05796934829,3627.082
2013,0.37081,0.276881997570707,0.496601647295205,10122,8613.86456678218,11894.1832908656,2320.3,1843.84940693241,2919.86540210837,2788.407
2014,0.34841,0.250505127293861,0.484579016051839,8986.1,7359.47537989487,10972.2485695921,2581.6,1989.48698849422,3349.93824968127,2238.837
2015,0.27666,0.194188067785606,0.394157872174233,8496.2,6734.42342379161,10718.8707774122,3906.7,2920.55943194119,5225.81554858333,1820.955
2016,0.17315,0.120644353505357,0.248506636480659,9905.1,7621.46739143649,12872.981142744,3357.7,2103.13720029424,5360.63424127663,1416.522
