Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(6-9),	Low,	High,	Catch,	Low,	High
1980,	66503,	39711,	111370,	37926,	30908,	46536,	0.395,	0.282,	0.553,	14312,	11791,	17372
1981,	25556,	15945,	40960,	32061,	26909,	38199,	0.368,	0.267,	0.506,	13658,	11310,	16494
1982,	19689,	12520,	30963,	26900,	22895,	31606,	0.642,	0.474,	0.871,	16624,	13846,	19959
1983,	22685,	14442,	35633,	19457,	16667,	22713,	0.722,	0.543,	0.96,	13647,	11471,	16235
1984,	6995,	4358,	11228,	16220,	13776,	19098,	0.6,	0.45,	0.799,	10077,	8313,	12214
1985,	27678,	17369,	44104,	10985,	9311,	12961,	0.805,	0.608,	1.067,	7302,	6050,	8814
1986,	21611,	13598,	34345,	7665,	6432,	9134,	0.625,	0.46,	0.85,	4870,	4053,	5853
1987,	32425,	20420,	51487,	7552,	6333,	9005,	0.555,	0.409,	0.751,	4276,	3551,	5150
1988,	105188,	64968,	170309,	7002,	5887,	8328,	0.47,	0.351,	0.63,	3712,	3109,	4432
1989,	29079,	18313,	46176,	6530,	5547,	7686,	0.608,	0.458,	0.807,	3451,	2909,	4094
1990,	32626,	18921,	56258,	6345,	5373,	7493,	0.516,	0.388,	0.688,	4053,	3353,	4900
1991,	10900,	6736,	17637,	10326,	8626,	12362,	0.421,	0.315,	0.561,	5556,	4400,	7015
1992,	29106,	18460,	45892,	11613,	9741,	13844,	0.49,	0.37,	0.648,	6972,	5540,	8775
1993,	58030,	36922,	91206,	10951,	9306,	12887,	0.6,	0.456,	0.789,	6119,	5036,	7433
1994,	46889,	29729,	73952,	10826,	9153,	12804,	0.712,	0.539,	0.94,	5653,	4694,	6808
1995,	17571,	11184,	27607,	10135,	8521,	12054,	0.72,	0.526,	0.986,	6140,	5001,	7539
1996,	11522,	7170,	18515,	10671,	8873,	12834,	0.57,	0.408,	0.797,	5344,	4301,	6640
1997,	9115,	5728,	14504,	11973,	9837,	14572,	0.513,	0.367,	0.717,	4993,	4012,	6214
1998,	33303,	20971,	52886,	12001,	9847,	14627,	0.471,	0.337,	0.658,	4166,	3385,	5127
1999,	27225,	17200,	43094,	11324,	9258,	13852,	0.437,	0.301,	0.634,	4101,	3297,	5101
2000,	14838,	9369,	23499,	13465,	10938,	16575,	0.359,	0.246,	0.523,	4737,	3818,	5877
2001,	7514,	4270,	13221,	16103,	13032,	19897,	0.4,	0.271,	0.589,	4891,	3981,	6009
2002,	24402,	15431,	38590,	15564,	12354,	19609,	0.319,	0.211,	0.484,	3782,	3109,	4602
2003,	24214,	15365,	38159,	14739,	11536,	18832,	0.246,	0.161,	0.378,	2964,	2404,	3654
2004,	33356,	21162,	52578,	13085,	10124,	16912,	0.173,	0.115,	0.258,	2162,	1746,	2678
2005,	43805,	27712,	69242,	11965,	9257,	15466,	0.122,	0.085,	0.177,	1626,	1326,	1995
2006,	56680,	35572,	90315,	12462,	9740,	15945,	0.108,	0.075,	0.153,	1374,	1125,	1677
2007,	48815,	29513,	80739,	14812,	11794,	18603,	0.071,	0.05,	0.101,	1279,	1039,	1574
2008,	37070,	23282,	59024,	16334,	13272,	20103,	0.099,	0.07,	0.14,	1359,	1113,	1659
2009,	25685,	16073,	41048,	17013,	13833,	20924,	0.134,	0.094,	0.193,	1714,	1393,	2110
2010,	19398,	11726,	32091,	14863,	11925,	18525,	0.126,	0.089,	0.18,	1862,	1513,	2292
2011,	30435,	18951,	48878,	15295,	12248,	19100,	0.107,	0.075,	0.152,	1530,	1231,	1902
2012,	22854,	14122,	36986,	14786,	11661,	18749,	0.127,	0.089,	0.181,	1810,	1478,	2216
2013,	22205,	13755,	35846,	13745,	10547,	17914,	0.112,	0.079,	0.159,	1443,	1198,	1738
2014,	29918,	18330,	48830,	14728,	11266,	19253,	0.096,	0.068,	0.137,	1275,	1055,	1541
2015,	18051,	10924,	29827,	15390,	11799,	20074,	0.103,	0.072,	0.145,	1305,	1092,	1561
2016,	55085,	26625,	113965,	19920,	15527,	25556,	0.077,	0.053,	0.112,	1134,	946,	1359
