US Atlantic Herring
1 6
1965  2014
1 8
1
0.001	0.017	0.212	0.811	0.986	0.999	1	1
0.003	0.038	0.305	0.843	0.986	0.999	1.000	1.000
0.003	0.038	0.305	0.843	0.986	0.999	1.000	1.000
0.003	0.038	0.305	0.843	0.986	0.999	1.000	1.000
0.003	0.038	0.305	0.843	0.986	0.999	1.000	1.000
0.003	0.038	0.305	0.843	0.986	0.999	1.000	1.000
0.006	0.059	0.398	0.875	0.987	0.999	1	1
0.003	0.029	0.622	0.938	0.993	0.999	1.000	1.000
0	0	0.846	1	1	1	1	1
0.000	0.002	0.550	0.984	1.000	1.000	1.000	1.000
0.000	0.002	0.550	0.984	1.000	1.000	1.000	1.000
0.000	0.002	0.550	0.984	1.000	1.000	1.000	1.000
0	0.004	0.254	0.968	1	1	1	1
0.001	0.015	0.293	0.92	0.997	1	1	1
0	0.003	0.43	0.995	1	1	1	1
0	0.001	0.164	0.968	1	1	1	1
0	0.001	0.157	0.967	1	1	1	1
0.021	0.16	0.632	0.939	0.993	0.999	1	1
0	0.009	0.58	0.995	1	1	1	1
0	0	0.61	1	1	1	1	1
0.001	0.04	0.722	0.994	1	1	1	1
0.001	0.023	0.503	0.977	0.999	1	1	1
0	0.01	0.307	0.949	0.999	1	1	1
0	0.004	0.296	0.978	1	1	1	1
0.001	0.023	0.418	0.956	0.998	1	1	1
0	0.004	0.238	0.965	1	1	1	1
0	0.003	0.229	0.971	1	1	1	1
0	0.016	0.398	0.965	0.999	1	1	1
0	0.006	0.323	0.975	1	1	1	1
0	0.004	0.162	0.912	0.998	1	1	1
0.001	0.024	0.332	0.908	0.995	1	1	1
0.001	0.032	0.447	0.952	0.998	1	1	1
0.131	0.493	0.862	0.976	0.996	0.999	1	1
0.002	0.06	0.63	0.979	0.999	1	1	1
0.003	0.04	0.363	0.886	0.991	0.999	1	1
0.002	0.048	0.627	0.982	0.999	1	1	1
0.205	0.544	0.847	0.962	0.992	0.998	1	1
0.002	0.045	0.535	0.965	0.999	1	1	1
0.009	0.099	0.58	0.945	0.995	1	1	1
0.002	0.054	0.635	0.982	0.999	1	1	1
0	0.005	0.571	0.997	1	1	1	1
0	0.002	0.336	0.994	1	1	1	1
0	0.012	0.769	0.999	1	1	1	1
0	0.029	0.784	0.998	1	1	1	1
0	0.025	0.703	0.995	1	1	1	1
0	0.024	0.715	0.996	1	1	1	1
0	0.011	0.482	0.987	1	1	1	1
0	0.008	0.563	0.995	1	1	1	1
0.005	0.073	0.541	0.947	0.996	1	1	1
0	0	0.882	1	1	1	1	1


