Mean Weight in Stock (kilograms)
1 4
1981 2016 
1 7 
1
0.1017 0.234 0.4203 0.7278 1.0052 1.1792 1.196
0.0671 0.2074 0.3757 0.6142 0.9594 1.1887 1.84
0.1794 0.1729 0.3206 0.4899 0.7435 1.0487 1.552
0.1194 0.2377 0.3189 0.4725 0.6297 0.8631 1.284
0.0804 0.2275 0.3258 0.4413 0.5299 0.5332 0.613
0.0988 0.2115 0.3548 0.4377 0.6093 0.7389 0.961
0.0252 0.2198 0.3505 0.4944 0.4767 0.6018 0.853
0.0208 0.153 0.3282 0.4628 0.605 0.5026 0.827
0.0869 0.1374 0.3416 0.4491 0.6048 0.6876 1.073
0.0522 0.2174 0.3421 0.4706 0.6122 0.7553 0.99
0.0638 0.202 0.3733 0.4825 0.5758 0.7692 1.168
0.0488 0.1971 0.3866 0.5322 0.7003 0.8136 1.395
0.1238 0.2065 0.393 0.5309 0.6576 0.8519 1.167
0.2813 0.315 0.4212 0.527 0.6931 0.8744 1.281
0.2374 0.38 0.4563 0.5287 0.7055 0.9617 1.741
0.0918 0.3378 0.4489 0.5574 0.724 0.8298 1.085
0.2151 0.2989 0.4654 0.5773 0.7119 0.9104 1.477
0.1602 0.3178 0.4576 0.5498 0.6579 0.9712 1.116
0.0944 0.2934 0.4116 0.5035 0.6429 0.8154 1.147
0.0662 0.2825 0.443 0.5538 0.6531 0.8663 1.079
0.0552 0.2721 0.4786 0.5863 0.7252 0.9303 1.234
0.092 0.231 0.477 0.5824 0.7095 0.8763 1.143
0.1265 0.2904 0.4632 0.6085 0.7663 0.9074 1.135
0.0611 0.2909 0.5045 0.5829 0.746 0.9136 1.251
0.0901 0.2224 0.4505 0.63 0.7551 0.9308 1.318
0.0794 0.2646 0.4216 0.592 0.8007 0.9816 1.289
0.0369 0.2609 0.4387 0.5712 0.7818 1.0224 1.641
0.0766 0.2016 0.4465 0.5527 0.7112 0.9092 1.275
0.0915 0.227 0.4059 0.5529 0.6998 0.9142 0.941
0.0947 0.2389 0.4364 0.5475 0.7037 0.849 1.075
0.0676 0.2282 0.409 0.569 0.7212 0.935 1.259
0.0582 0.2128 0.4223 0.5775 0.7291 0.8849 1.211
0.0781 0.2372 0.4481 0.6187 0.7749 0.8969 1.184
0.0775 0.2759 0.4893 0.6444 0.7568 0.8678 1.038
0.0921 0.2802 0.5585 0.7009 0.8538 0.9085 1.06
0.0741 0.265 0.4569 0.7185 0.8485 0.9006 1.067
