year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	-2.6200141526011,	-2.19771654415727,	1.06280973905678
2014,	2,	2,	-0.421128956438802,	-0.311108948756824,	1.04614942642974
2014,	2,	3,	-0.392834201352969,	0.0389370442368062,	1.03572177886214
2014,	2,	4,	-0.719164139281471,	-0.286370194541969,	1.03067475591277
2014,	2,	5,	-0.388646446774074,	-1.08503850467525,	1.02936144385877
2014,	2,	6,	-0.930421808780432,	-1.78878596321977,	1.03294686265829
2014,	2,	7,	-2.55647847479667,	-2.68643881702635,	1.04090894232878
2014,	2,	8,	-2.55471338687067,	-3.13918301671348,	1.04260827329466
2014,	2,	9,	-3.00033444320096,	-2.91527463808996,	1.04653581615593
2014,	3,	1,	-0.875578938608075,	-0.388108999039042,	0.899912316646572
2014,	3,	2,	-0.45360814038433,	0.250896355335389,	0.880286255278141
2014,	3,	3,	-0.429829798011065,	0.353926434166201,	0.868394724734552
2014,	3,	4,	-0.555211615519757,	-0.253450635610537,	0.863480622071948
2014,	3,	5,	-1.17895160426293,	-1.27871440705435,	0.863477691690891
2014,	3,	6,	-1.58698617549049,	-2.14927128532794,	0.869536541086558
2014,	3,	7,	-2.23068796800985,	-2.8779297146341,	0.881028837568872
2014,	3,	8,	-3.57396057094544,	-3.74413336065683,	0.888871291637358
2014,	3,	9,	-4.14332821969548,	-3.5202249820333,	0.894429694854036
2015,	2,	1,	-1.08774477807195,	-2.04970421898559,	1.08568221373102
2015,	2,	2,	0.0277909139885725,	-0.305879762405967,	1.06605705811452
2015,	2,	3,	-0.418502776153711,	0.0521393491896856,	1.04920932569397
2015,	2,	4,	-0.354866337277073,	-0.326985286847516,	1.03986069227715
2015,	2,	5,	-0.73252403376677,	-1.03637170540258,	1.03674109195849
2015,	2,	6,	-1.88814138948032,	-1.81802701533886,	1.03874942216368
2015,	2,	7,	-2.6699812477928,	-2.55957221536447,	1.04598875831115
2015,	2,	8,	-3.97210464048947,	-2.83923877892826,	1.04881638539272
2015,	2,	9,	-4.03335177214809,	-2.74439210319156,	1.05899539556858
2015,	3,	1,	0.742517716852319,	-0.240607836535964,	0.926927903248286
2015,	3,	2,	-0.191305195418561,	0.254951404217812,	0.904083682555121
2015,	3,	3,	-0.299064699375335,	0.361071800326417,	0.885340687672072
2015,	3,	4,	-0.929373516959257,	-0.308140543504516,	0.876195098166233
2015,	3,	5,	-1.05909873877242,	-1.24219200212008,	0.874231746140969
2015,	3,	6,	-2.57356885005491,	-2.16419947024571,	0.87681663094507
2015,	3,	7,	-4.01504708081454,	-2.70980350009242,	0.884842936115393
2015,	3,	9,	-4.33514319276626,	-3.3080828342551,	0.906371650654567
2016,	2,	1,	-2.17666280692681,	-1.98844515122803,	1.10962100276631
2016,	2,	2,	0.329365992255693,	-0.159146876666083,	1.08926891049864
2016,	2,	3,	0.0572945996773476,	0.0532507493976565,	1.07012269631653
2016,	2,	4,	-0.190938552140625,	-0.323098649600924,	1.05547146803705
2016,	2,	5,	-0.772559903911949,	-1.09001646418091,	1.04879708563907
2016,	2,	6,	-1.86741674036465,	-1.76981270161167,	1.04843124118414
2016,	2,	7,	-3.21908416251898,	-2.54875367658995,	1.05102905130096
2016,	2,	8,	-4.0628458442325,	-2.63389913936694,	1.04983062484879
2016,	2,	9,	-4.65646338957565,	-2.43563543282618,	1.06275539738358
2016,	3,	1,	0.277158612222894,	-0.179697347899033,	0.954990883268664
2016,	3,	2,	0.253615643843266,	0.400899875531909,	0.931649227052783
2016,	3,	3,	0.415132741091863,	0.358702318101296,	0.911296160524378
2016,	3,	4,	-0.294791989852006,	-0.305224246291897,	0.896644762170253
2016,	3,	5,	-0.910824282192271,	-1.28581801787038,	0.889862719980384
2016,	3,	6,	-2.27596174297974,	-2.0919728130179,	0.887823309811777
2016,	3,	7,	-3.85377264079214,	-2.67098984818381,	0.88885112338129
2016,	3,	8,	-6.57130148398097,	-3.16959475729638,	0.89219895900737
2016,	3,	9,	-5.49678681273338,	-2.97133105075562,	0.907779265130329
