"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6"
"peel.1",-0.0062741504830732,0.0285098976782368,-0.0325128594907961,-0.00605464249132328,0.00963000173055377,-0.040620330865685,-0.0325128594907961,-0.08348629428147,-0.0102893954878046,0.0394523656741555,0.0645615974798597,0.0955435167743826
"peel.2",-0.0196282682296981,0.0452737668390432,-0.256303697148961,-0.0960152338073736,0.00259467504343961,-0.21428008593499,-0.256303697148961,-0.11267146091912,0.0312268838344736,0.0671199126874443,0.0996283833015112,0.153613632410097
"peel.3",-0.180667810289385,0.195107776444905,-0.116161080610882,0.0669820286494063,0.160399828010184,-0.0666597116838283,-0.116161080610882,0.0326010484771479,0.123162170262998,0.193715253784936,0.246625070055527,0.350906770397013
"peel.4",-0.273145217052106,0.300388157406047,0.0998525556281585,0.220327442487649,0.274233906422465,0.113722595890668,0.0998525556281585,0.0446135260904825,0.219191299574821,0.276303826006302,0.379781663802132,0.525454220355178
"peel.5",-0.330907030708284,0.399777758414079,-0.0464067494785683,0.240754111546816,0.347826638277956,0.064744831706286,-0.0464067494785683,0.163311549509864,0.29139150330196,0.443219628852002,0.561693019744944,0.728241139678699
"Mohn.rho",-0.162124495352509,0.193811471356462,-0.0703063662202099,0.0851987412770348,0.15893700989692,-0.0286185401775098,-0.0703063662202099,0.00887367377538095,0.13093649229729,0.203962197400968,0.270457946876795,0.370751855923074
