"","R","Low","High","SSB","Low","High","Catch","Low","High","Fbar","Low","High"
"1987",787929.959642093,598830.128950867,1047706.68204279,341248.098403441,290561.459392972,402797.136580068,118766.932632665,87686.113990065,160883.96891985,0.600774583333333,0.463927866666667,0.767681770833333
"1988",366992.260860045,284544.544802359,482916.225475329,368203.451622538,314279.985631108,431227.939178834,112517.227512391,89387.0972513292,143071.676916455,0.547168083333333,0.450085729166667,0.651914920833333
"1989",373615.770656174,290176.03508392,478100.175057454,327301.718713806,283657.016596524,378389.487708551,107171.796016541,85963.5053026903,134118.304539241,0.563338166666667,0.463929516666667,0.6767286625
"1990",342510.449624836,266878.513073501,443930.993201189,281280.666954974,246897.743331196,318841.167141178,97385.1176909634,79536.4079986545,118319.892361476,0.589256083333333,0.4969676625,0.692191729166667
"1991",632698.540347572,485446.57996048,816902.762269183,245982.729818623,218229.245516291,275390.117163332,80085.4819167765,65228.0708827536,98372.4680342441,0.525427083333333,0.431334258333333,0.630030916666667
"1992",901678.457639849,697894.459971867,1160789.23896261,279943.657610476,249303.982295927,314062.81894499,76157.0336119225,62700.7370093062,92285.2688198527,0.43024325,0.3552239875,0.513330683333333
"1993",658196.216441769,508643.490573435,865068.984011936,368847.403067859,323939.547813736,420260.613869931,89758.6284100503,72788.7730348843,110575.768216108,0.408763166666667,0.334893858333333,0.491058225
"1994",500340.922816875,390260.751828465,648302.88055022,395463.9462633,346971.895341479,451931.362156928,108027.561831088,88280.2410052912,131796.776702999,0.461996083333333,0.385928875,0.546173066666667
"1995",245849.046759598,187755.139419112,326667.921911184,369563.2596729,324930.091253936,419102.998109459,110353.390874218,89032.5108806798,136740.485542134,0.498964083333333,0.416014758333333,0.593003095833333
"1996",170619.023931706,133191.171878146,219116.775741878,290093.207462314,257144.82479007,328820.589104698,84025.0026659995,69044.5891782118,102838.544041508,0.457615166666667,0.3800455625,0.545482508333333
"1997",401840.148588285,308190.52796118,526869.045774364,256530.774166385,228928.301901112,288747.223703288,70136.5128578044,57882.9906508701,85046.344213201,0.403682083333333,0.329515883333333,0.485844041666667
"1998",345485.355791299,265022.698173382,452420.467681586,241778.246494716,216517.658179349,271124.143163966,63297.9632067762,52870.3491787392,76150.7842134817,0.391224916666667,0.320907525,0.470208916666667
"1999",355355.910071263,275034.817565022,458540.38862397,242136.565151528,216039.115377571,273350.368218781,64461.6396950652,53161.2404807192,78467.4932523142,0.404960083333333,0.3334748875,0.4903991625
"2000",381818.923714709,299077.041205491,492695.697631156,262899.439228312,233610.566376484,296799.649603091,73657.5244597114,60530.1503721727,89530.4917616055,0.434052583333333,0.359249254166667,0.519328258333333
"2001",474503.738658984,363781.161681648,609972.730414643,250489.29596573,221581.892710958,285175.6342752,79187.6903324919,65176.3496777655,97395.8143229155,0.50522575,0.419527979166667,0.599118066666667
"2002",954474.177654254,733219.74213275,1227713.01529122,277437.505655981,245864.498028044,314295.112569759,101395.963065418,83067.2666394048,124225.852831539,0.591224416666667,0.496211091666667,0.70013065
"2003",997413.526493182,778106.519862352,1297290.45046962,309948.184944877,271645.514901577,353952.249345159,97208.1149017364,78648.8828714841,121604.177906275,0.533246916666667,0.437963820833333,0.640646670833333
"2004",687437.3456769,541379.824298748,879688.662185471,407955.159620429,357121.480813528,467566.906962785,85017.577468936,67778.0953221752,107124.05553532,0.35662625,0.284886791666667,0.439116441666667
"2005",747007.270972623,582225.791237376,957330.211676222,474440.97232149,418454.366218062,542105.47321082,78919.6714428302,63256.2008671155,98472.2217403254,0.266996333333333,0.212107008333333,0.330226658333333
"2006",693404.000446405,545651.553759676,884056.748112518,552006.934124238,485060.307185023,625451.675407955,111767.196960772,91462.6842625214,136846.110375838,0.322848666666667,0.2617132375,0.397614004166667
"2007",584175.480560327,457851.931867658,744866.375672286,518094.568762951,458216.411626032,586492.33119969,144793.188298084,117973.344741855,176940.906438094,0.46051925,0.368406554166667,0.559364216666667
"2008",543794.409193512,421280.663977461,708731.858755931,518403.375170303,459484.707745065,584361.45429035,128923.634537179,105048.950974091,159411.977147578,0.391276666666667,0.301315158333333,0.4940420375
"2009",469504.194326788,359433.596933908,606451.508792164,469206.992184833,413531.737956986,535559.567624109,62096.9016299444,51249.9786581595,75503.1439939899,0.19019875,0.143006995833333,0.2450109625
"2010",412616.648667452,310881.328815857,551964.763822917,423840.737748977,371371.444224919,488589.501937279,36644.5735142253,29738.7422975354,44597.5805053964,0.1180532,0.0886602758333333,0.1510371
"2011",486032.829720072,347278.632065063,678283.348429016,405886.106171462,353630.901274179,469873.236145305,50697.3066557359,42246.987354195,60948.1687153248,0.1656585,0.129757309583333,0.206607266666667
"2012",500659.156223836,333697.157140086,742597.965398157,410230.111121014,352284.557459218,484083.740970763,98803.0139992581,81473.6223843015,119869.781469886,0.344496416666667,0.268960770833333,0.429349483333333
"2013",497133.768314414,315229.469752217,793329.91074288,401997.482946667,333936.934638339,490125.089165046,118146.211640099,97821.4059716405,142851.133114012,0.44306475,0.337536429166667,0.5716385375
"2014",304002.434494533,171631.595651121,544601.78241652,389082.582383406,305091.874395065,499483.059145525,83176.8314597539,67742.2591840774,103413.966515055,0.319492416666667,0.227363908333333,0.447314358333333
"2015",173439.866125662,83982.9351775026,344721.374003585,352360.407715318,265386.254488938,472821.901822209,59304.5897068103,48517.0686513293,72377.2179586843,0.239326083333333,0.1637055625,0.361577433333333
"2016",181206.888721176,62962.4972960511,533441.407749931,334471.810202592,237816.38683211,461695.879239192,63780.495249423,48698.2078733777,83881.981981922,0.260934666666667,0.1626935,0.444397516666667
