"Full.F","YPR","SPR","SSBPR","Freport_1-6"
0,0,1,1.10538578731113,0
0.01,0.00956501988759195,0.957534798729384,1.05844535737129,0.00628457798727907
0.02,0.0182750920880525,0.918521716348244,1.01532085058798,0.0125691559745581
0.03,0.0262313942818652,0.88256213902332,0.975571644895291,0.0188537339618372
0.04,0.0335200838358207,0.849316316264301,0.938822184930006,0.0251383119491163
0.05,0.0402149723253751,0.81849288956071,0.904750407135629,0.0314228899363954
0.06,0.0463796487130599,0.789840579349355,0.873078550654368,0.0377074679236744
0.07,0.0520691793624469,0.763141528541028,0.843565799356146,0.0439920459109535
0.08,0.0573314801054755,0.738205929866671,0.816002342983418,0.0502766238982326
0.09,0.0622084318579705,0.714867657168976,0.790204548042994,0.0565612018855116
0.1,0.066736794003618,0.69298068838822,0.766011003825424,0.0628457798727907
0.11,0.0709489570500307,0.672416157771574,0.743279263959059,0.0691303578600698
0.12,0.0748735666036553,0.653059911854952,0.721883144827125,0.0754149358473489
0.13,0.0785360436104089,0.634810471559536,0.70171047289819,0.0816995138346279
0.14,0.0819590204309464,0.617577323797769,0.6826611962917,0.087984091821907
0.15,0.0851627082115341,0.601279482064454,0.664645793675847,0.0942686698091861
0.16,0.0881652078488921,0.58584426786897,0.647583927280056,0.100553247796465
0.17,0.0909827743944007,0.571206274466994,0.631403297418757,0.106837825783744
0.18,0.093630042827108,0.557306481850334,0.616038664213729,0.113122403771023
0.19,0.0961202216185126,0.54409149785068,0.601431008720967,0.119406981758302
0.2,0.0984652593201369,0.531512904879152,0.587526810825868,0.125691559745581
0.21,0.100675988456146,0.519526695537523,0.574277425375897,0.131976137732861
0.22,0.102762250243797,0.508092783310051,0.561638541306286,0.13826071572014
0.23,0.104733003053292,0.497174576937554,0.549569711159197,0.144545293707419
0.24,0.106596417024108,0.486738609011015,0.538033940536366,0.150829871694698
0.25,0.108359956852979,0.47675421089551,0.526997328764632,0.157114449681977
0.26,0.110030454440359,0.467193227380404,0.516428753474317,0.163399027669256
0.27,0.111614172812882,0.458029765506097,0.506299592955891,0.169683605656535
0.28,0.113116862517456,0.449239972886299,0.496583481120554,0.175968183643814
0.29,0.114543811499014,0.440801841563415,0.487256090684773,0.182252761631093
0.3,0.115899889321496,0.432695034031527,0.478294940858557,0.188537339618372
0.31,0.117189586464547,0.424900728559025,0.469679226367292,0.194821917605651
0.32,0.118417049322021,0.417401481359279,0.46138966509716,0.20110649559293
0.33,0.119586111439146,0.410181103507275,0.453408362040539,0.207391073580209
0.34,0.120700321449943,0.403224550794623,0.445718687543292,0.213675651567488
