Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-9),	Low,	High,	Catch,	Low,	High
1982,	11935,	7665,	18586,	23552,	20011,	27719,	0.625,	0.482,	0.81,	16551,	13450,	20368
1983,	11300,	7349,	17374,	17974,	15409,	20967,	0.779,	0.615,	0.987,	16424,	13502,	19977
1984,	9054,	5888,	13921,	14858,	12695,	17388,	0.664,	0.524,	0.842,	12822,	10506,	15648
1985,	7413,	4818,	11404,	13064,	11246,	15176,	0.818,	0.656,	1.019,	14241,	11735,	17282
1986,	14334,	9314,	22060,	11433,	9806,	13330,	0.833,	0.666,	1.04,	12093,	9935,	14719
1987,	12162,	7861,	18817,	10750,	9203,	12557,	0.819,	0.649,	1.034,	11098,	9061,	13592
1988,	20553,	13212,	31974,	11108,	9416,	13103,	0.625,	0.493,	0.793,	9471,	7669,	11697
1989,	5170,	3349,	7981,	14895,	12609,	17595,	0.707,	0.569,	0.878,	13633,	11042,	16833
1990,	3431,	2192,	5369,	19514,	16287,	23381,	1.041,	0.853,	1.271,	19068,	15428,	23567
1991,	5939,	3842,	9181,	16670,	13657,	20348,	1.316,	1.068,	1.621,	21499,	16844,	27442
1992,	7058,	4586,	10862,	10104,	8471,	12051,	1.232,	0.983,	1.545,	11176,	8946,	13961
1993,	5864,	3746,	9181,	7700,	6466,	9171,	1.131,	0.934,	1.37,	8310,	6762,	10212
1994,	3518,	2282,	5423,	6532,	5489,	7773,	1.751,	1.483,	2.067,	9591,	7750,	11869
1995,	2746,	1772,	4256,	6614,	5467,	8002,	1.423,	1.159,	1.747,	7923,	6380,	9839
1996,	2624,	1692,	4068,	7793,	6361,	9547,	0.816,	0.64,	1.04,	6682,	5198,	8589
1997,	4772,	3069,	7419,	6871,	5730,	8239,	0.719,	0.557,	0.928,	5232,	4205,	6510
1998,	2693,	1690,	4292,	6362,	5328,	7598,	0.786,	0.591,	1.047,	4576,	3739,	5600
1999,	7816,	4994,	12232,	6743,	5582,	8145,	0.511,	0.369,	0.707,	3291,	2700,	4012
2000,	6053,	3805,	9631,	9889,	8191,	11940,	0.392,	0.288,	0.532,	4929,	3962,	6131
2001,	681,	406,	1143,	14620,	12101,	17663,	0.446,	0.338,	0.588,	7145,	5818,	8773
2002,	4595,	2918,	7238,	14006,	11649,	16839,	0.489,	0.374,	0.641,	7099,	5758,	8752
2003,	3391,	2045,	5621,	10619,	8931,	12626,	0.608,	0.47,	0.786,	6799,	5541,	8341
2004,	8174,	5111,	13073,	8891,	7558,	10458,	0.698,	0.548,	0.889,	6117,	5077,	7371
2005,	4131,	2638,	6467,	7721,	6508,	9159,	0.739,	0.584,	0.934,	5318,	4361,	6485
2006,	6846,	4350,	10776,	7113,	6003,	8429,	0.733,	0.576,	0.933,	4371,	3601,	5305
2007,	4017,	2574,	6268,	9047,	7553,	10837,	0.724,	0.57,	0.92,	5549,	4487,	6863
2008,	3590,	2286,	5638,	10322,	8665,	12296,	0.876,	0.702,	1.093,	7072,	5760,	8682
2009,	2552,	1612,	4040,	10525,	8821,	12559,	1.026,	0.835,	1.26,	8195,	6662,	10081
2010,	1396,	897,	2173,	8976,	7534,	10693,	1.092,	0.9,	1.325,	7402,	6019,	9101
2011,	966,	621,	1502,	5759,	4886,	6788,	1.731,	1.464,	2.047,	6826,	5585,	8342
2012,	1477,	936,	2332,	2734,	2327,	3212,	2.019,	1.734,	2.35,	3563,	2927,	4337
2013,	618,	374,	1021,	1564,	1302,	1878,	1.566,	1.282,	1.913,	1709,	1399,	2087
2014,	1484,	840,	2620,	1195,	904,	1579,	1.563,	1.086,	2.249,	1437,	1157,	1784
2015,	509,	263,	986,	1273,	823,	1970,	0.305,	0.153,	0.607,	391,	301,	509
2016,	737,	259,	2102,	2006,	1188,	3388,	0.267,	0.125,	0.57,	595,	471,	751
