year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	2.26176310659879,	3.16626711299448,	1.18402940356129
2014,	2,	2,	3.54095934899384,	3.59880105984519,	1.14735818869198
2014,	2,	3,	4.96703182109879,	4.88724387991631,	0.757833038026376
2014,	2,	4,	6.00141486692155,	4.44157718138985,	0.753344763675459
2014,	2,	5,	5.32739055541305,	3.25479676857188,	0.752773262601609
2014,	2,	6,	4.01277298315758,	2.76631471452535,	0.753140731726091
2014,	2,	7,	4.00369018795032,	1.71594744874295,	0.755071403647203
2014,	3,	1,	6.42271055160595,	4.22464325648406,	0.740708765621643
2014,	3,	2,	6.30750247459405,	3.91076887083478,	0.683654778619792
2014,	3,	3,	6.27150598622151,	4.59826400413431,	0.667269855166507
2014,	3,	4,	5.6429213092968,	3.43961953635392,	0.669383317185693
2014,	3,	5,	3.24254287955868,	1.81121272561641,	0.671051183290498
2014,	4,	1,	5.31197263523911,	5.13476340364252,	0.883026327814325
2014,	4,	2,	3.89206594548786,	3.74580070744662,	0.833925344733639
2014,	4,	3,	4.72141957572165,	4.02878358442537,	0.81521117559536
2014,	4,	4,	3.24673655843985,	2.85774466550823,	0.811301474951114
2014,	4,	5,	2.37979155836303,	1.42066521765743,	0.811152214168675
2014,	4,	6,	1.90235301253139,	0.291446453365075,	0.812954371349223
2015,	2,	1,	3.89995038882546,	2.97686041832916,	1.23875234264727
2015,	2,	2,	7.18500837978572,	4.48245249573172,	1.18536340863789
2015,	2,	3,	7.48818148757512,	3.89463429989045,	0.786606144049919
2015,	2,	4,	7.93465678862511,	4.44524798483951,	0.776356501223432
2015,	2,	5,	6.03715470718798,	2.90349571858282,	0.778482650412098
2015,	2,	6,	4.80811079279292,	1.46755053881968,	0.78017865670837
2015,	2,	7,	3.73528580859874,	1.28511926186026,	0.777091172632148
2015,	3,	1,	1.85629771224059,	4.04134867436309,	0.825325277458517
2015,	3,	2,	5.2796440006711,	4.84486494235775,	0.746021385797724
2015,	3,	3,	4.55492901056081,	3.8375918163897,	0.700010199611909
2015,	3,	4,	5.3181200830599,	4.0186471339024,	0.697998513208012
2015,	3,	5,	4.48074005438228,	2.22842476148087,	0.709732788449414
2015,	4,	1,	4.25703019152469,	4.94652711350696,	0.955156451994725
2015,	4,	2,	4.06560208066348,	4.63911175441247,	0.885570758525386
2015,	4,	3,	4.03246897836215,	3.08058754760231,	0.842324147045027
2015,	4,	4,	4.02356452434709,	2.97159017421085,	0.833919821844222
2015,	4,	5,	1.52605619914722,	1.2165262479382,	0.83750874013549
2016,	2,	1,	4.563272500161,	2.503756420968,	1.31408596345173
2016,	2,	2,	5.33606115599971,	4.23410050245553,	1.25063119310535
2016,	2,	3,	7.58940332950102,	4.96078523327592,	0.856840664034667
2016,	2,	4,	5.76233225961989,	3.87765404267417,	0.83828990077129
2016,	2,	5,	5.8653008165965,	3.92213277790293,	0.848954270285132
2016,	2,	6,	2.07940792951495,	2.1639393093911,	0.855462229803059
2016,	2,	7,	2.24067614047916,	0.921165680686655,	0.856559126142621
2016,	3,	2,	4.5507550425388,	4.59212833927479,	0.85055064216963
2016,	3,	3,	7.38260091474,	4.88295447289918,	0.799413949660777
2016,	3,	4,	5.7611488887052,	3.39676767071454,	0.818164822066752
2016,	3,	5,	5.88141143773982,	3.16585015055212,	0.86550466161573
2016,	4,	2,	2.59525461591209,	4.38992015500307,	0.971965123205322
2016,	4,	3,	3.92986299487278,	4.1427577471179,	0.911595524760519
2016,	4,	4,	1.87180214397851,	2.39360113227524,	0.899551802820259
2016,	4,	5,	2.11625582203142,	2.21961213635959,	0.915014657914711
