"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1931,0.63305,0.519110954237988,0.771997391363608,98802,87055.756534536,112133.138491851,35483,27927.6158630303,45082.3763537468,60350.27
1932,0.59974,0.491778706763722,0.731402280442399,92267,81151.9226218635,104904.468236301,40412,32442.0893455623,50339.844841818,54565.77
1933,0.58942,0.479562508804292,0.724443487599192,73940,64337.3613011063,84975.8754390506,44722,36095.5729071715,55410.0440279375,41415.22
1934,0.4047,0.322190032691136,0.508340027256548,63709,54772.2949314733,74103.8272374399,56881,46487.3883864656,69598.4066496188,25390.1
1935,0.57559,0.465000984227992,0.712479885714738,66355,57225.1527460746,76941.4464394248,56322,45697.7893377191,69416.2175013941,39083.3
1936,0.63818,0.516633046101223,0.788322999222554,67202,57995.1123382338,77870.5070465519,52345,41998.2089012514,65240.854233628,41519.67
1937,0.75654,0.6109130691009,0.936880876427066,64553,55492.334910054,75093.0703448381,103160,87241.5623070781,121982.978279799,48010.08
1938,0.61408,0.494176204991087,0.763076494965599,72265,62478.3554525553,83584.6300238431,76474,62941.2261828757,92916.4083808575,45943.03
1939,0.60784,0.494002231059673,0.747910520176112,88121,76833.6252722654,101066.565757936,58189,46465.8322421566,72869.8821825483,51983.09
1940,0.49577,0.400036024437498,0.614414397417355,91790,79806.8805192921,105572.402343972,110520,93609.073723902,130485.965880048,46457.76
1941,0.63573,0.51976561362985,0.77756708466639,98563,86424.1979962321,112406.770259222,115160,98226.8218292363,135012.263992977,59355.1
1942,0.50656,0.415312498179608,0.617855313106971,106530,94761.8731818839,119759.566996081,55512,44817.0725710733,68759.112704496,53693.5
1943,0.41509,0.340217548744749,0.50643980222569,110940,98884.2233488414,124465.594036991,18256,13023.8945602037,25590.0056975574,45134.09
1944,0.47126,0.385540936418105,0.576037371448296,100790,88929.5777600259,114232.231343916,63288,51849.2904731526,77250.2556437868,48618.37
1945,0.42516,0.343008021007128,0.52698775110056,92194,80469.5623139772,105626.691528849,46069,36378.3582067114,58341.0815007163,39421.12
1946,0.6224,0.506804381078277,0.764361506062372,88377,76945.7753261893,101506.471224569,85752,71588.3885905781,102717.851997688,52124.05
1947,0.71317,0.581874725306899,0.874090980033103,76881,67001.8458359106,88216.7959294054,53951,43303.7796049368,67216.082003802,52375.41
1948,0.68539,0.560128985184853,0.83866299464037,70668,61502.6563855661,81199.1955712017,29114,21841.2456857415,38808.4548013372,46162.79
1949,0.73376,0.59137987785505,0.910419440635695,58818,50416.7643438938,68619.1819134264,121260,103505.425564995,142060.066124425,41370.81
1950,0.73156,0.589985925465607,0.907106441865787,58018,50235.7323772792,67005.8574784992,51790,41036.8251194236,65360.9067512988,39449.51
1951,0.71842,0.585271335510081,0.881859857274883,64955,56509.522435959,74662.6735304916,104990,88871.7599190689,124031.527113202,46069.58
1952,0.63045,0.512649372707835,0.775319787090662,67547,58922.0851068539,77434.4153083828,34414,26021.7638483027,45512.8023951093,40824.62
1953,0.50231,0.404542897937733,0.623704772438834,71238,61914.5835797744,81965.3844148247,138950,120030.414140325,160851.752768499,35349.35
1954,0.55908,0.456073468256404,0.685351085199004,80117,70537.4947684273,90997.471771184,47847,37630.0797708436,60837.9100693222,43451.53
1955,0.38317,0.310922582908407,0.472205162862842,98793,87266.7881938208,111841.595766339,83732,69592.9541990501,100743.644305528,39975.07
1956,0.48124,0.392450872701007,0.59011701517209,107240,94616.8047717895,121547.304707006,55299,44400.3575699937,68872.8552732788,50571.21
1957,0.4484,0.363992584686844,0.552380923289911,104800,91833.6376569582,119597.135431211,55645,44547.6861974707,69506.7755320545,47293.84
1958,0.35592,0.285019866810722,0.444456899855777,102820,89187.4602856126,118536.309545586,53333,42046.987833998,67648.339049393,36765.68
1959,0.34385,0.273590708518405,0.432152185066058,107710,92842.4990192175,124958.335057295,133030,112288.734537501,157602.460949364,36995.67
1960,0.31509,0.251114575665327,0.395364179227564,127820,110829.066481742,147415.772041097,122170,101711.063268456,146744.202846505,41385.46
1961,0.28551,0.229632970408011,0.354983694001618,161660,141783.446963643,184323.037418475,51929,39483.5410561453,68297.3453967926,46661.82
1962,0.31214,0.251835489141488,0.386885025347878,173310,151629.199997595,198090.843323558,41987,30811.6776164475,57215.585303247,54013.6
1963,0.33922,0.271960946146119,0.423112987473485,162040,140240.96245372,187227.477197789,200670,171796.957545399,234395.58811371,55020.84
1964,0.39143,0.315422601883572,0.485752904151604,171270,150002.965725853,195552.219638178,402490,360129.300218371,449833.434829573,63930.67
1965,0.80318,0.678621467351509,0.950600803888002,215290,194131.636817582,238754.408399456,21112,16638.5171505295,26788.2371949123,158685.9
1966,0.83206,0.717639352227222,0.964723912437836,186400,169870.308386959,204538.158139162,6352.8,4702.53409269502,8582.19569374155,144692.1
1967,0.52166,0.438822770325487,0.620134537225938,107610,98191.7387801236,117931.632985239,10938,9030.66524392987,13248.1761607118,53950.18
1968,0.6087,0.516150132562211,0.717844802559151,71335,65007.9745386367,78277.8153159595,1094.5,728.21727022196,1645.01763276621,41665.22
1969,0.5688,0.477350854930995,0.677768640524944,45422,41250.8994485386,50014.8629867777,1419,1021.00356628811,1972.13904680113,24484.63
1970,0.4476,0.367916898957974,0.544540793226474,29386,26305.7447622792,32826.935857686,5275.9,4405.32984529566,6318.51002932832,13096.53
1971,0.75212,0.620670650017312,0.911408481107044,20146,17759.8744397373,22852.7131414789,778.79,509.340976126812,1190.78160314554,13266.7
1972,0.70575,0.554811042949262,0.897752611145395,12054,10239.7890721722,14189.6395497898,8843.9,7429.21185573665,10527.9764164492,7617.591
1973,1.1237,0.860414021156302,1.46755127061164,8638.1,7150.64716725916,10434.9676140713,26929,23550.1579645401,30792.6189748665,7723.588
1974,0.639,0.49659746401219,0.822237384583133,13813,11875.8108914707,16066.1845109906,11784,9613.57454285724,14444.4353534631,8213.247
1975,0.25066,0.19404551536961,0.323792258122138,23417,20027.5506577282,27380.0774928212,8713.1,6703.68467456915,11324.8333260662,6009.444
1976,0.15605,0.120497106574464,0.202092840170825,30291,25959.9096123902,35344.6793421066,114140,103473.499368701,125906.050143123,4654.54
1977,0.54215,0.433811080974776,0.677545215856509,56766,51220.854975915,62911.4597465275,14557,11414.4045324961,18564.8097889572,30237.91
1978,0.3437,0.278035999021004,0.424871924556346,87558,79014.0952691105,97025.7691097942,7804,5729.55943243578,10629.511172399,30576.14
1979,0.27292,0.218394328932489,0.341058885384452,83376,74069.5703289106,93851.7308137629,73222,65389.8663079635,81992.2349856075,23135.81
1980,0.86235,0.727628996441266,1.02201468899271,73738,66340.4038611819,81960.499598067,10311,8496.55697852284,12512.9180288842,53862.63
1981,0.58777,0.492210738134152,0.701881422192461,57894,52690.731950308,63611.0965237864,10868,9256.93461689853,12759.4531978636,32247.34
1982,0.43956,0.363103599990563,0.532115334590517,44418,40414.9132268972,48817.5914896421,3277.8,2567.1274296018,4185.21212313429,20122.97
1983,0.4101,0.335165135679565,0.501788497956394,35395,31989.82548801,39162.6401797522,4599.4,3766.89786260187,5615.88902370402,13906.29
1984,0.50555,0.411136670189589,0.621644385022,25515,22740.3197810746,28628.235278459,19817,17842.9410597719,22009.4595215247,12118.72
1985,0.44108,0.354173450210348,0.549311548577267,21169,18794.6038695744,23843.3629200054,2261.9,1753.95003622169,2916.95402054962,9324.761
1986,0.34522,0.278919912448944,0.427279814315212,22743,20358.5444590588,25406.7303308536,18830,17012.6197571732,20841.5226497083,7704.57
1987,0.3314,0.26708767011743,0.411198165575045,23097,20647.1300657144,25837.5574378667,2053.3,1596.97097709256,2640.02348851431,7588.614
1988,0.32903,0.265907085041948,0.407137481436124,23502,21106.7397806794,26169.081996529,22086,20062.7586725842,24313.2763524973,7646.774
1989,0.2322,0.187515224290869,0.287533133397028,24279,21822.9031008863,27011.5226317465,1546.5,1164.3221684267,2054.12412032982,5717.927
1990,0.23308,0.189304204907246,0.286978762181318,28953,26148.874211563,32057.8317145798,4293.3,3579.47612411361,5149.4755799117,7042.99
1991,0.30872,0.250726531374688,0.380127455508771,26766,23934.7702032982,29932.1342931162,4081.5,3380.4638727523,4927.91607219186,8037.151
1992,0.35365,0.284784503174484,0.439168287269382,22913,20117.4210559606,26097.0612256707,13294,11682.7801818873,15127.4297083838,7713.242
1993,0.23154,0.183354474551283,0.292388673530874,22264,19417.1399308773,25528.2548184018,21374,18939.6061192112,24121.2976196269,5045.587
1994,0.16467,0.131089248291216,0.206853035267706,31456,27715.1357295326,35701.7892914604,17002,14829.0834892752,19493.315565258,5077.264
1995,0.057991,0.0462802972143567,0.0726649629198312,40417,35914.0422425474,45484.5455147556,13742,11777.9516551478,16033.5658974676,2414.537
1996,0.078062,0.0625947204147179,0.0973512750536577,50034,44725.3063765566,55972.8117885447,13632,11552.7491466618,16085.4720933412,4068.354
1997,0.066476,0.0533120347762476,0.0828904504310694,57859,51838.1063774474,64579.2085193998,25874,22541.7009788992,29698.906778449,3987.954
1998,0.08376,0.0674100221076423,0.104075586695359,66927,60068.1770504142,74568.9905861578,17971,15153.5201491119,21312.3312485864,5751.788
1999,0.080286,0.0649109198657458,0.0993028878551071,76797,69128.8035377543,85315.8004648375,59182,52366.7745207599,66884.1867014646,6163.006
2000,0.089328,0.072176553538997,0.110555176061277,95602,86473.8793571013,105693.678506739,18325,14965.3594027726,22438.8613705987,8424.159
2001,0.099373,0.0807121874689737,0.122348228175528,116970,105753.629388874,129375.993798653,99524,88572.2456865847,111829.913526741,11531.89
2002,0.1019,0.0826367652933026,0.125653635680747,131680,119060.775080011,145636.733746672,7193.1,5106.11910681103,10133.0749494236,13514.79
2003,0.078524,0.0634831016204466,0.0971285022093825,154180,139285.257803853,170667.540663032,5407.4,3584.50551820707,8157.32452118683,12441.33
2004,0.12697,0.102783044760491,0.156848641111642,140970,126631.165154777,156932.465050846,388020,353510.529210412,425898.263161451,17029.18
2005,0.13051,0.105198016756832,0.161912368931554,156870,141916.860188129,173398.684746679,9922.2,7246.71412717134,13585.474894182,20774.46
2006,0.059578,0.0480443729672785,0.0738804123100426,242600,220689.652421258,266685.634574549,32220,26766.143391615,38785.1318290857,16082.21
2007,0.062925,0.0507408169298073,0.0780349206926937,259920,235674.145592205,286660.236871712,10009,7483.69620479152,13386.4441124506,16586.9
2008,0.082392,0.0662755610464143,0.102427524668496,244000,220163.640227994,270417.040426596,12129,9269.19895830233,15871.1277707803,20708.61
2009,0.10052,0.0808618524586946,0.124957196660334,221480,198398.47396017,247246.813046797,6886.7,4859.36836436249,9759.83570988696,21858.08
2010,0.14433,0.11490054680703,0.181297212927845,181780,161059.501588563,205166.215430201,11528,8340.46519062589,15933.7376228564,24744.97
2011,0.12075,0.0952637030274864,0.153054752614362,138900,121183.429352801,159206.667966391,402150,351221.532571669,460463.29026538,15979.9
