Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(4-5),	Low,	High,	Catch,	Low,	High
1973,	31716,	16393,	61362,	20252,	14234,	28814,	0.864,	0.496,	1.505,	17055,	10006,	29071
1974,	23176,	11752,	45707,	8465,	6091,	11764,	1.37,	0.898,	2.091,	13212,	8492,	20556
1975,	43922,	22261,	86662,	2893,	2094,	3997,	1.291,	0.851,	1.958,	4927,	3189,	7611
1976,	13322,	6677,	26579,	3784,	2486,	5758,	0.881,	0.564,	1.377,	4386,	2437,	7891
1977,	74028,	37668,	145485,	3348,	2256,	4968,	1.149,	0.76,	1.737,	4541,	2758,	7475
1978,	90964,	47903,	172733,	5959,	3902,	9101,	1.23,	0.821,	1.842,	8368,	4712,	14863
1979,	36354,	19682,	67148,	7250,	4910,	10705,	1.204,	0.814,	1.779,	7312,	4289,	12468
1980,	53472,	28632,	99862,	7121,	4991,	10160,	1.324,	0.877,	2,	7372,	4575,	11879
1981,	59478,	30935,	114359,	8887,	6026,	13107,	1.17,	0.742,	1.846,	6381,	3861,	10545
1982,	35765,	18356,	69686,	15282,	9949,	23473,	1.122,	0.703,	1.79,	12644,	7417,	21556
1983,	20530,	10793,	39050,	15400,	10058,	23578,	1.495,	1.022,	2.188,	20009,	11514,	34771
1984,	15897,	8445,	29924,	5160,	3589,	7419,	1.72,	1.18,	2.507,	8545,	5250,	13908
1985,	24358,	12511,	47423,	2127,	1505,	3006,	2.026,	1.406,	2.919,	4395,	2810,	6874
1986,	5964,	3173,	11211,	2561,	1723,	3807,	1.603,	1.107,	2.321,	4243,	2452,	7339
1987,	18147,	8703,	37839,	1389,	911,	2117,	1.544,	1.063,	2.243,	2129,	1303,	3477
1988,	68132,	34923,	132917,	1393,	957,	2028,	1.394,	0.913,	2.128,	2198,	1355,	3565
1989,	5891,	2987,	11621,	7090,	4225,	11900,	1.114,	0.679,	1.828,	5513,	2841,	10697
1990,	5313,	2737,	10314,	8939,	5125,	15591,	1.326,	0.867,	2.028,	8181,	4231,	15818
1991,	8507,	4511,	16042,	3308,	2258,	4845,	2.199,	1.457,	3.32,	6181,	3522,	10847
1992,	3948,	1989,	7836,	1268,	869,	1851,	2.358,	1.506,	3.691,	2711,	1590,	4625
1993,	2917,	1477,	5762,	726,	505,	1044,	1.111,	0.688,	1.793,	651,	399,	1061
1994,	9530,	4339,	20930,	538,	378,	767,	1.272,	0.829,	1.951,	476,	301,	753
1995,	2343,	1127,	4869,	819,	536,	1252,	0.744,	0.435,	1.274,	324,	200,	524
1996,	3940,	1787,	8688,	1426,	901,	2257,	0.803,	0.468,	1.378,	677,	386,	1188
1997,	9914,	4851,	20262,	1476,	966,	2254,	1.157,	0.701,	1.91,	1067,	614,	1855
1998,	6327,	3176,	12604,	1755,	1134,	2716,	1.142,	0.709,	1.839,	950,	580,	1557
1999,	7991,	4128,	15472,	2058,	1346,	3145,	1.541,	0.991,	2.396,	1888,	1075,	3317
2000,	3249,	1639,	6443,	1971,	1305,	2977,	1.386,	0.888,	2.163,	1641,	980,	2749
2001,	5094,	2110,	12299,	1346,	876,	2069,	1.93,	1.161,	3.206,	1675,	949,	2956
2002,	2508,	1195,	5263,	1302,	845,	2007,	0.901,	0.499,	1.627,	773,	450,	1328
2003,	2222,	1053,	4690,	1012,	655,	1562,	0.779,	0.457,	1.327,	616,	358,	1061
2004,	5305,	2576,	10928,	638,	442,	921,	1.209,	0.773,	1.89,	596,	364,	974
2005,	13149,	6713,	25754,	664,	469,	939,	0.885,	0.544,	1.44,	349,	224,	544
2006,	10687,	5242,	21787,	1092,	701,	1699,	0.965,	0.565,	1.646,	434,	270,	699
2007,	4387,	1997,	9636,	1604,	1037,	2482,	0.807,	0.46,	1.414,	528,	307,	909
2008,	10206,	4757,	21897,	1761,	1124,	2759,	0.621,	0.347,	1.11,	560,	321,	979
2009,	8816,	4709,	16505,	1780,	1261,	2513,	0.553,	0.286,	1.068,	492,	282,	859
2010,	7437,	4387,	12608,	2711,	1992,	3689,	0.311,	0.169,	0.573,	411,	249,	678
2011,	13835,	7610,	25152,	2286,	1678,	3116,	0.358,	0.198,	0.646,	482,	294,	788
2012,	4503,	2472,	8201,	2325,	1715,	3151,	0.54,	0.311,	0.938,	716,	454,	1130
2013,	7568,	4126,	13881,	1857,	1319,	2615,	0.818,	0.486,	1.376,	870,	527,	1435
2014,	1002,	498,	2013,	1160,	818,	1645,	1.032,	0.61,	1.746,	793,	472,	1330
2015,	565,	258,	1240,	539,	369,	787,	0.837,	0.48,	1.459,	357,	213,	601
2016,	2631,	850,	8141,	292,	180,	473,	0.646,	0.321,	1.3,	158,	93,	267
