year,	fleet,	age,	logObs,	pred,	predSd
2014,	2,	1,	2.63919977686788,	4.14546348970404,	0.84443198497791
2014,	2,	2,	6.47398444391478,	7.13090903024055,	0.752287558693682
2014,	2,	3,	6.31306728420562,	6.36970040588722,	0.739321921544051
2014,	2,	4,	7.03366051859488,	7.44701865889589,	0.741091121757677
2014,	2,	5,	5.43926085013291,	6.00960656113778,	0.762851349319526
2014,	2,	6,	4.60964965510216,	5.16975329901275,	0.787058830051047
2014,	3,	1,	3.71965110954336,	5.60705649216303,	1.08178668334585
2014,	3,	2,	5.10059171905094,	6.96473631473832,	1.01198870888358
2014,	3,	3,	4.19195501122751,	5.93979987077877,	1.00618830433683
2014,	3,	4,	4.82847358131537,	6.62079174455632,	1.01421884900326
2014,	3,	6,	3.26652250863532,	4.25269171900433,	1.06396749230703
2015,	2,	1,	2.64560586993729,	2.99553497248052,	0.983206581594313
2015,	2,	2,	2.94333176999758,	6.41386146121649,	0.876679164748602
2015,	2,	3,	5.44348077339226,	7.07767787973115,	0.815663535077687
2015,	2,	4,	5.26159508603846,	6.37200522384814,	0.806175360494739
2015,	2,	5,	5.64269971973244,	7.15240030912448,	0.82299018585845
2015,	3,	3,	3.80231074750476,	6.68347910434502,	0.893741033495821
2015,	3,	4,	3.98034528362674,	5.61810073943799,	0.890893943580352
2015,	3,	6,	2.58978273174677,	4.94707754137877,	0.948978585120619
2016,	2,	1,	4.89309547882065,	2.99561113936686,	1.45749693699307
2016,	2,	2,	3.65340589372545,	5.47081391814885,	1.13774969463011
2016,	2,	3,	4.33128384081732,	6.61345299500216,	1.06782001512324
2016,	2,	4,	4.46864980872083,	6.99698395298468,	1.03610357143666
2016,	2,	5,	4.57573934875455,	6.08640190152121,	1.03012628636247
2016,	2,	6,	4.73013445173175,	6.87831309605089,	1.04136780896167
2016,	3,	1,	4.68629156192486,	4.45779183991989,	1.55869176880118
2016,	3,	2,	4.86967291151085,	5.31731095485772,	1.26506215869525
2016,	3,	3,	3.46739295805502,	6.22988002984202,	1.20544313083253
2016,	3,	4,	4.49032228099824,	6.26686091564411,	1.18094083892847
2016,	3,	5,	3.61998702492249,	5.31614038926144,	1.18235662423731
2016,	3,	6,	4.11092553895618,	6.11975505379112,	1.19182224135765
