"","R","Low","High","SSB","Low","High","Catch","Low","High","Fbar","Low","High"
"1987",2728963.64463519,2055529.24015118,3665659.40654683,74090.3950102773,59123.774977049,92263.8475567821,59251.5296464858,42280.3985508708,79352.6168358784,1.22247854869608,0.798220357145309,1.90660329427054
"1988",4001098.64291065,3039913.59885233,5310747.96374312,67478.0537029258,52828.6660046589,82164.1505511021,58564.9438890406,47010.6224834104,72184.5558889704,1.29745994748391,0.909265775691784,1.92554790466467
"1989",5256828.02870377,4041391.69708467,6883657.66492123,78111.1220069072,61309.7929389439,97003.6336824133,64149.5599842072,51319.9080701787,81080.0619833232,1.34309923397094,0.907596644366697,2.10280360184679
"1990",5627993.63030775,4350131.88642457,7505727.4464611,77165.7985424373,59296.1087521143,97740.4841930945,94203.0091320801,76916.9188788221,115722.497012731,1.27571578276002,0.820051497855119,2.10543314619804
"1991",4400682.78277479,3291384.32591225,5724324.44672183,105046.05579972,78550.8690514882,136121.440622766,101058.821299915,80445.8532339466,129940.751223024,1.07597610130144,0.641156150049908,1.84074684983677
"1992",3095211.90196957,2318707.59324459,4095064.80674738,180066.473526222,134366.524208856,229139.4993928,92084.7750489726,76023.4483849681,113415.354005288,0.805507333088851,0.446660948628627,1.40008697219627
"1993",2911223.95518487,2181897.36655035,3869221.69128841,217712.00861457,157937.365843707,279438.542461548,73696.2237814026,60314.407343905,88448.1680548848,0.582820704646984,0.309153004835774,0.977354005216285
"1994",3556946.36923353,2669214.93666296,4616539.59602667,191623.316704758,136651.169017503,255327.095635287,62762.7268503611,51128.542891669,78536.2728156661,0.454300978393608,0.256042262015632,0.770244073085341
"1995",9237141.43745303,7007243.34056287,12326637.623224,208673.047778576,151517.880986308,275964.922513723,69582.1510538084,56698.423435455,85182.8695582639,0.428591948058466,0.246534726052605,0.715894978137795
"1996",4814959.46382718,3679632.35782914,6509935.4438353,226212.644731878,161011.295695902,301126.822211701,91607.8657238002,75338.7133041663,112255.521680726,0.46834313073462,0.271544374952229,0.803680451151907
"1997",4307797.26966192,3255121.39567569,5732263.47391288,461720.448595599,352166.022593518,604610.651717236,126099.041641816,101107.619067381,154283.892841543,0.512684490363637,0.301514006555064,0.911221742862262
"1998",2573324.16019338,1978778.74654022,3442613.94748864,370002.388773969,269315.768187229,501920.335729755,113664.931987502,94345.662504038,137155.079895196,0.534834709120024,0.301521788192769,0.90867914474914
"1999",5777325.25536747,4370582.86686292,7587671.33596961,313952.032309545,226369.594590569,430616.67370854,109362.800874677,87911.9349850481,132893.605616885,0.495551832979267,0.276005381944495,0.873081453737861
"2000",2312830.13162656,1742467.35805817,3004234.62403025,348046.39346582,249138.90561307,480904.703769917,114183.616436169,94016.6585390985,138749.865205749,0.456410959037446,0.259043505424688,0.77351624412773
"2001",2594543.91510231,1990921.3622643,3423172.22082891,412741.411361745,312486.433598993,535733.14561478,109411.256070217,88535.9366263627,135534.033019165,0.455839005130894,0.265569586877884,0.750029720554013
"2002",4946623.67395251,3754505.02164993,6508086.658194,284285.844064175,207576.013593308,380305.90319571,96765.4985995341,78401.7198961765,120063.133760032,0.491543777794594,0.296732112371471,0.821195686994408
"2003",5738191.12254813,4454375.13030568,7565376.71623988,257386.518805195,192937.19314741,338691.191396869,104832.20903392,85867.1025869392,129475.642701047,0.537817273821639,0.338870066040408,0.895787487461399
"2004",3066777.01428943,2378491.2279851,4091855.82113586,253259.312670374,186905.132643506,329104.078849392,116025.395015305,92850.7526646528,140493.03275438,0.569095395398724,0.343037075509806,0.911169236460445
"2005",2098745.84976305,1682933.58636378,2812065.35508107,281236.679424253,211915.103065695,366399.312139639,110833.078713602,90031.4662027754,131873.065694465,0.568117589852936,0.343549715702624,0.906510278989133
"2006",3738809.34712428,2821121.74758449,4822409.38994075,270611.907743113,202110.699225655,357980.607256525,103783.822311844,84220.5494804564,126401.23370623,0.586108344549834,0.357096149424874,0.92410000928515
"2007",1489767.26793471,1140417.31097299,1947370.19086391,261791.561671219,195860.983124319,335286.990368049,103226.851571661,84765.1657217342,128769.619747333,0.642188713426147,0.401899404206402,0.99209630079383
"2008",3482727.48811848,2645937.34754171,4435262.0784378,227210.90503939,171081.883852967,288429.884406619,117141.593926628,96477.2081559197,144860.387057324,0.733865289581738,0.467864845917363,1.15650262553229
"2009",10706363.5839258,7877553.40793505,14854989.8932009,167076.450803107,120721.285326565,222745.228687533,98016.1292201491,79008.9035748082,119280.679550426,0.792485820859893,0.495515784362756,1.31021893358701
"2010",1971085.73828235,1448401.13894934,2783589.986524,154027.758174476,109530.836782103,200595.856361867,94551.1143104051,76253.1995940097,115030.642514601,0.748300167715866,0.441095775048003,1.32716827808218
"2011",2450906.79952854,1627598.67913935,3588410.62392395,208731.154041241,149705.767149484,286847.758048502,104073.123549669,81898.5227221462,132327.488516535,0.635211313858797,0.361982663183005,1.1916291952716
"2012",5295722.42976837,3401069.35365521,8391650.87513519,263848.883710649,183526.899830692,381669.973317645,74338.6705321117,58962.4719084494,91880.6053258292,0.548149502535165,0.297300082310091,1.07383575214849
"2013",3470953.34461925,2047248.36149126,6057784.23290787,239141.430771282,158612.155165917,360981.555807716,79772.6269692916,63623.0545562509,99439.2823978798,0.52309036265467,0.280726497125238,0.982907167062439
"2014",3880763.59360699,2080753.3299221,6820126.90585358,306760.494141353,192370.948778194,471028.340196853,109157.119831679,77312.7850777525,148674.288219663,0.53645011429139,0.262325258592803,1.05377394149709
