Year,2,3,4,5,6,7,8,9,10,11,12,13,14,15+
1962,301,8666,26194,64337,58163,47314,27521,20142,18036,10444,9468,7778,5785,15308
1963,1446,5746,27577,60234,118112,58996,29349,15520,11612,8248,4204,3942,2933,7790
1964,2872,19338,27603,57757,60681,100147,50865,20892,12264,8698,6352,4989,4036,8044
1965,85,5177,28709,46800,66946,64360,68176,33819,14913,6945,3729,3948,3730,6536
1966,819,14057,65992,93687,62812,59312,30423,23844,8762,4528,2280,1825,1186,3132
1967,790,15262,77873,100339,96759,54996,38691,17146,16084,5949,3367,2108,1529,1692
1968,288,6142,94291,205805,150541,83808,39443,23171,10984,5591,5249,1939,1334,1753
1969,59,4330,39626,100858,163228,107509,52661,19651,12370,6389,4479,3004,1557,1753
1970,6819,18104,60102,82357,101249,85696,29218,10857,3825,2000,1200,507,224,658
1971,33,12876,71557,95384,98111,57865,25055,11732,4470,2223,1287,1140,720,1307
1972,236,6737,79809,116562,76196,55984,29553,11750,6393,2987,1660,1388,725,2173
1973,0,3963,40785,94844,59503,35464,27351,14153,7566,3815,2153,1173,450,745
1974,473,3231,13201,34927,74403,60539,35687,18854,10492,5818,2934,1078,652,927
1975,420,3968,14101,25370,34426,39105,36485,13421,7514,2315,1179,808,372,283
1976,15,13767,33727,28049,20898,16811,16022,10931,4637,1462,631,292,251,304
1977,108,7128,65510,40462,12107,5397,3396,2730,1381,532,296,149,75,105
1978,0,1323,17556,39206,20319,7711,3078,1530,1083,437,219,105,62,85
1979,0,1152,12361,37493,29202,10982,3460,1300,757,560,183,116,51,108
1980,92,2554,12025,28814,30016,18017,4830,1217,520,232,229,56,65,88
1981,0,2185,7172,13191,24800,22014,11848,3175,779,309,195,125,48,77
1982,0,1702,31286,19003,14397,25435,16930,11936,1923,338,156,90,153,69
1983,18,2585,13616,42602,19028,12044,14701,8934,6341,1018,248,90,41,60
1984,3,782,14871,31760,38624,12503,7246,8910,4227,2536,451,146,48,92
1985,0,650,14824,36614,33922,28006,7050,3836,5162,2905,1681,254,107,85
1986,1,831,15219,44168,45869,26025,14722,3104,2000,1977,1101,574,116,71
1987,42,2329,9217,32340,49061,28469,19505,5818,1346,676,873,391,200,67
1988,25,2779,14651,20184,47917,45725,18608,9026,4337,774,422,366,223,157
1989,8,1696,17639,21150,25212,38708,28499,8696,3640,1695,572,244,180,151
1990,58,7693,40557,36410,22695,16390,17940,9156,2865,1084,478,103,98,77
1991,35,3111,31654,53805,29553,9064,6164,4745,1696,641,250,88,39,37
1992,0,430,3860,14535,12211,4526,1372,376,199,104,18,9,4,0
1993,0,940,4993,3343,19400,700,147,21,0,0,0,0,0,0
1994,0,105,379,575,177,74,22,2,0,0,0,0,0,0
1995,0,12,41,93,76,25,10,2,0,0,0,0,0,0
1996,1,35,157,304,401,131,24,7,2,0,0,0,0,0
1997,0,12,39,92,95,148,35,5,2,0,0,0,0,0
1998,3,96,229,395,689,384,236,74,10,5,2,1,0,0
1999,7,70,238,638,795,1157,370,253,52,13,3,0,0,0
2000,5,141,258,419,437,328,294,151,136,33,5,3,1,0
2001,10,249,778,710,611,365,190,272,80,117,33,3,1,0
2002,6,166,296,399,335,235,124,77,113,50,52,10,2,1
2003,0,9,11,19,53,44,28,22,9,32,20,27,7,3
2004,1,10,24,33,47,59,32,14,7,3,5,2,2,0
2005,0,16,27,137,182,101,51,19,7,4,2,2,1,1
2006,0,12,159,307,381,168,79,30,13,5,2,1,2,2
2007,0,12,44,357,423,178,69,21,8,5,2,1,1,3
2008,0,11,84,172,649,422,147,37,12,6,2,1,1,4
2009,0,25,96,124,170,410,248,68,15,5,1,1,0,0
2010,3,18,72,122,202,200,329,143,34,6,1,1,0,0
2011,4,27,74,92,186,247,188,202,78,17,2,1,0,0
2012,3,38,63,165,248,271,228,117,131,43,7,1,0,0
2013,0,22,137,287,432,357,231,153,75,55,24,6,1,0
2014,8,36,42,232,438,461,211,115,69,34,38,12,1,0
2015,0,3,26,87,450,397,266,115,52,49,21,21,4,4
