VPA/ADAPT V 3.0
##
MODEL ID
gbh 2017 update - FINAL  - years 2009 thru 2017 in TOGA 132x
PARAM
86  9  30  22  8  1931  1  0  123456
PARTIAL RECRUIT
0.001  0.41  0.84  1  1  1  1  1  
AGE ESTIMATE
1  2  3  4  5  6  7  8  
STOCK ESTIMATE
10000  1000  10000  5000  15000  1000  500  300  
STOCK MIN-MAX
1  1000000000
F-PLUS
1.00000*86  
AGES-F
5-7
AGES-SUMMARY
5-7  
MFSPAWN
0.25  0.25
CATCH AT AGE
1755.000          8801.000          2041.000          5785.000          9100.000          6045.000          3380.000          1794.000          559.000           
118.000           2084.000          25871.000         2421.000          3676.000          2894.000          1320.000          664.000           391.000           
244.000           8476.000          6023.000          10046.000         2092.000          1579.000          1210.000          538.000           647.000           
341.000           4454.000          5414.000          3734.000          3149.000          1051.000          619.000           250.000           168.000           
1197.000          11872.000         8819.000          3706.000          2944.000          2458.000          499.000           442.000           109.000           
880.000           12327.000         11486.000         5431.000          2141.000          1377.000          1362.000          259.000           124.000           
1288.000          11034.000         10910.000         5629.000          4143.000          1875.000          952.000           481.000           222.000           
1030.000          20199.000         7755.000          3755.000          2113.000          1600.000          945.000           327.000           173.000           
607.000           13937.000         19617.000         5163.000          2152.000          967.000           837.000           326.000           239.000           
2040.000          7254.000          12317.000         8253.000          2510.000          1479.000          752.000           222.000           136.000           
780.000           23464.000         9808.000          8033.000          5764.000          1781.000          941.000           307.000           384.000           
310.000           14307.000         16348.000         6531.000          3996.000          2331.000          1036.000          227.000           176.000           
19.000            4191.000          17738.000         8364.000          3102.000          2693.000          790.000           354.000           178.000           
64.000            761.000           8437.000          14843.000         5689.000          2281.000          497.000           469.000           108.000           
121.000           8522.000          2029.000          6386.000          5795.000          2315.000          914.000           265.000           205.000           
209.000           7466.000          15213.000         2738.000          5785.000          3840.000          1827.000          272.000           23.000            
90.000            16621.000         10334.000         7181.000          2127.000          2739.000          1501.000          745.000           457.000           
80.000            11227.000         19237.000         5116.000          2744.000          1157.000          780.000           450.000           369.000           
328.000           6472.000          12479.000         9608.000          2347.000          1061.000          624.000           409.000           353.000           
88.000            28971.000         4107.000          4272.000          3315.000          1131.000          520.000           225.000           250.000           
645.000           8266.000          26472.000         2177.000          2448.000          2138.000          740.000           297.000           215.000           
0.000             25120.000         8892.000          8485.000          1361.000          944.000           530.000           182.000           107.000           
1083.000          1807.000          17588.000         5726.000          3757.000          1012.000          542.000           337.000           152.000           
108.000           31858.000         5107.000          5611.000          2315.000          2131.000          720.000           353.000           98.000            
90.000            3941.000          19251.000         3316.000          3278.000          1649.000          1068.000          320.000           173.000           
52.000            11948.000         6698.000          12066.000         3405.000          3378.000          1348.000          563.000           201.000           
35.000            6594.000          14046.000         4523.000          5822.000          2357.000          1630.000          473.000           366.000           
125.000           5571.000          7088.000          6665.000          3784.000          2366.000          903.000           442.000           142.000           
94.000            5716.000          7994.000          5169.000          3934.000          1758.000          1172.000          424.000           334.000           
258.000           16010.000         6122.000          4562.000          3067.000          1792.000          787.000           406.000           348.000           
62.000            10689.000         14927.000         4198.000          2917.000          1856.000          1266.000          496.000           674.000           
74.000            4455.000          16245.000         10440.000         3448.000          2089.000          1566.000          1185.000          898.000           
2910              4047              7418              11152             8198              2205              1405              721               1096              
10101             15935             4554              4776              8722              5794              2082              1028              1332              
9601              125818            44496             5356              4391              6690              3772              1094              1366              
114               6843              100810            19167             2768              2591              2332              1268              867               
1150              168               2891              20667             10338             1209              993               917               698               
8                 2994              709               1921              14519             3499              667               453               842               
2                 11                1698              448               654               5954              1574              225               570               
46                158               16                570               186               214               2308              746               464               
1                 1375              223               40                289               246               285               1469              928               
159.6             2                 460.4             82.9              32.7              122.8             79.8              67.5              1264.7            
2607.1            2113.1            3.1               393.1             54                30.6              78.4              15.3              455.2             
47.7              4481.1            681.5             2.1               72.6              2.1               2.1               55                258.3             
198.6             1069.5            1928              387.9             4.1               43.4              4.1               4.1               91                
149.3             490.5             570.4             912.6             224               0                 23.9              4.1               116.1             
1                 19857.7           189.6             689.5             522.2             362               4.1               39.5              112.5             
1                 767               14509.1           307.4             571.5             521.1             140.1             14.1              67.5              
1                 26.2              1742.5            7237.5            530               413.9             318               96.9              46.4              
8                 31170.3           348.9             980.4             6087.3            597.3             549               153.8             81.4              
1                 1755.4            11076.4           836.9             943.7             2590.3            333.4             159.1             94.7              
1                 1173.7            1645.1            3760.7            393.9             573.2             1127.3            106.8             110.8             
0                 216.1             821.1             696.9             2261.4            274.7             187.9             808               76.8              
0                 94.1              300.6             735.8             401.8             1499.9            236.8             270.2             549.6             
0                 2463.7            563.2             198.7             472.1             233.5             538.6             79.9              155.6             
6.1               54.7              2848.3            226               148               175.4             152               269.6             60.8              
0                 2035.1            131.6             1645.5            124.5             74.5              90.8              108.1             137.7             
4.1               53.2              2439.1            137.1             952.5             152.4             56.3              65.5              108.4             
1.9               1462.2            122.5             1018.7            217.3             477.8             61.7              37.0              56.7              
62.9              11.6              1697.0            268.9             1124.1            154.3             217.6             55.4              48.9              
7.0               486.1             122.8             2370.1            144.3             517.6             127.9             171.9             65.0              
