Mean Weight in Stock (kilograms)
1 4
1980 2016 
1 11 
1
0.0158 0.051 0.1077 0.2081 0.2964 0.5614 0.7627 0.9963 1.149 1.2749 1.8953
0.0165 0.0569 0.1132 0.2208 0.3437 0.5641 0.7604 0.9002 1.0835 1.218 1.5509
0.0132 0.0602 0.1574 0.2209 0.3636 0.4991 0.8643 1.0036 1.0815 1.3243 1.9014
0.0073 0.0245 0.1459 0.2946 0.3918 0.529 0.6813 1.0003 1.187 1.3151 1.6797
0.0011 0.0247 0.0732 0.2368 0.445 0.5782 0.771 0.9884 1.0867 1.3019 1.9579
0.0113 0.0155 0.0616 0.1835 0.3169 0.5289 0.7308 1.0182 1.2785 1.3736 2.1279
0.0094 0.0271 0.0898 0.1384 0.2834 0.4409 0.6704 0.9972 1.3195 1.5509 2.1944
0.0068 0.027 0.0742 0.1801 0.3062 0.4838 0.7237 0.9938 1.3195 1.6072 2.2838
0.0106 0.0242 0.0853 0.1927 0.3243 0.5124 0.7324 1.0483 1.2798 1.5958 2.2384
0.0044 0.0239 0.0689 0.1954 0.3189 0.4477 0.6646 0.8323 1.2774 1.429 1.9243
0.0032 0.0185 0.0664 0.1616 0.3062 0.4391 0.559 0.7695 0.9255 1.315 1.6959
0.0014 0.0134 0.0651 0.1929 0.335 0.514 0.7183 0.8995 1.0465 1.295 1.8127
0.0026 0.0113 0.0564 0.1858 0.3853 0.5663 0.7869 1.0898 1.2352 1.4454 2.0065
0.001 0.0138 0.0838 0.2003 0.3837 0.5542 0.8256 1.0626 1.3148 1.442 2.3134
0.0015 0.0088 0.0773 0.2803 0.3979 0.5374 0.7049 1.0107 1.2613 1.4089 2.4242
0.0025 0.0105 0.0573 0.2368 0.4152 0.5471 0.7395 0.9551 1.0913 1.6473 1.9211
0.0011 0.0149 0.0505 0.1944 0.3816 0.55 0.7565 1.0415 1.2643 1.3204 2.2238
0.0027 0.0079 0.0746 0.1769 0.3505 0.5374 0.7114 0.9911 1.2682 1.4778 2.425
0.0115 0.0135 0.0458 0.1935 0.3461 0.4566 0.6835 0.9103 1.233 1.398 3.2926
0.0051 0.0158 0.0513 0.1594 0.3123 0.4231 0.5913 0.8304 1.069 1.4028 1.9078
0.0107 0.0126 0.0586 0.1645 0.3381 0.4741 0.6205 0.8301 0.9768 1.2507 1.8639
0.0036 0.0158 0.0405 0.2383 0.3635 0.4852 0.6271 0.7952 1.0242 1.2613 1.5005
8e-04 0.0164 0.0512 0.1568 0.3573 0.4632 0.5872 0.7817 0.9315 1.1292 1.4461
0.0323 0.0077 0.0579 0.1931 0.3323 0.4656 0.5871 0.7401 0.9154 1.0736 1.2414
0.0023 0.0229 0.0428 0.1529 0.3202 0.4265 0.5817 0.7301 0.8928 0.9785 1.2069
0.0047 0.0088 0.0367 0.1472 0.3107 0.4346 0.558 0.7408 0.8599 1.0216 1.28
0.0055 0.0173 0.0439 0.1414 0.344 0.4512 0.5556 0.7247 0.884 0.9609 1.2957
0.004 0.0182 0.0767 0.1899 0.3519 0.4649 0.5828 0.7111 0.9042 1.0089 1.4486
8e-04 0.0159 0.0786 0.2281 0.3656 0.461 0.556 0.6349 0.7975 0.8503 1.0394
0.0056 0.0111 0.0579 0.2241 0.3389 0.4314 0.5028 0.5675 0.6499 0.8129 1.0476
0.0066 0.0179 0.0638 0.1937 0.3142 0.4219 0.4978 0.5761 0.594 0.6471 0.966
0.0064 0.0142 0.0352 0.1702 0.3858 0.4299 0.4905 0.5559 0.6236 0.6434 0.8557
0.0016 0.0138 0.0416 0.0961 0.3265 0.4419 0.5222 0.5393 0.5865 0.6292 0.8171
0.0023 0.0157 0.0542 0.1619 0.3259 0.4164 0.5104 0.5546 0.5764 0.606 0.9593
0.0024 0.0166 0.1061 0.2267 0.3726 0.4913 0.5175 0.6034 0.6231 0.6792 0.8247
0.0041 0.0261 0.108 0.309 0.4201 0.4966 0.58 0.6052 0.7123 0.7011 0.8241
0.0151 0.0292 0.137 0.3232 0.4595 0.545 0.6166 0.6668 0.6926 0.8144 0.8547
