"Year","Index","Age","logObs","Pred"
2014,1,"1",-1.9741452044094,-0.0457025345790784
2014,1,"2",-3.89236519479386,-1.31761558393
2014,1,"3",-1.16939409847646,-0.854877876472357
2014,1,"4",-0.779939488935947,-1.40827885473011
2014,1,"5",-1.17715117011783,-1.83257543969535
2014,1,"6",-4.29783040461529,-2.59129222898815
2014,1,"7",-2.65655157596971,-2.62864520759477
2014,1,"8",-3.8214130315331,-3.20399736004183
2014,1,"9",-3.1943280884792,-2.39146400761622
2014,2,"1",0.269423148375237,-0.129844985435377
2014,2,"2",1.81524832296698,-1.14322940158309
2014,2,"3",1.27662899504471,-0.862022238255625
2014,2,"4",-1.49794412709384,-1.60298290888854
2014,2,"5",-2.64422816153627,-2.21578205303945
2014,2,"7",-5.44829293797447,-3.44033165118039
2015,1,"1",-4.16727726356766,-0.357542046664331
2015,1,"2",-2.0951198288967,-0.0551112884493345
2015,1,"3",-2.61219323374072,-1.34392249827528
2015,1,"4",-1.9743633593047,-0.906557343472414
2015,1,"5",-1.22760367469079,-1.50101143548927
2015,1,"6",-0.923677062197066,-1.99562695056407
2015,1,"7",-1.07975989879277,-2.87663462679008
2015,1,"8",-0.459386194017565,-3.11712619935597
2015,1,"9",-1.62187247244401,-2.51050428685569
2015,2,"1",-2.98982164912059,-0.44053159752063
2015,2,"2",0.48037726484924,0.121698643897576
2015,2,"3",-0.545488941235713,-1.34598691005855
2015,2,"4",-0.978504027990599,-1.09068299763085
2015,2,"5",-2.54472824692208,-1.86247974883337
2015,2,"6",-3.19425481367042,-2.5355602440949
2015,2,"7",-4.62544468902572,-3.6054442203757
2015,2,"8",-3.67307774383861,-4.05257667626326
2015,2,"9",-4.48302417271341,-3.4121059670015
2016,1,"2",-2.19734498430885,-0.364653331415118
2016,1,"3",0.790253181466421,-0.0765918746549392
2016,1,"4",0.0895455862337904,-1.38550310362223
2016,1,"5",0.0275936886408359,-0.978328476211341
2016,1,"6",-1.4486160166616,-1.62126021135951
2016,1,"7",-2.67657214027259,-2.19628512366225
2016,1,"8",-3.53703788422333,-3.20678040006371
2016,1,"9",-3.9322464837675,-2.4409634740223
2016,2,"1",-4.40631932593145,-0.97994513901854
2016,2,"2",-0.538196883083536,-0.186707499068208
2016,2,"3",-0.131020276517291,-0.0762755864382069
2016,2,"4",-1.76726215570731,-1.56467125778066
2016,2,"5",-3.18447448981754,-1.32960923955544
2016,2,"6",-5.44914021605006,-2.14080310489035
2016,2,"8",-4.89285235010654,-4.074191626971
2016,2,"9",-5.44914021605006,-3.31923460416811
