"","year","fleet","age","logObs","pred","predSd"
"1",2014,"NEFSC_Spring",1,2.63919977686788,5.00910252707029,1.14153227849153
"2",2014,"NEFSC_Spring",2,6.47398444391478,6.26593978730582,1.07822008948487
"3",2014,"NEFSC_Spring",3,6.31306728420562,6.3628261314689,1.0757839783282
"4",2014,"NEFSC_Spring",4,7.03366051859488,6.96495690887511,1.08059114573167
"5",2014,"NEFSC_Spring",5,5.43926085013291,5.32109022071635,1.0930204951456
"6",2014,"NEFSC_Spring",6,4.60964965510216,5.47836977394435,1.13230283471149
"7",2015,"NEFSC_Spring",1,2.64560586993729,5.04073057000362,1.15282660835491
"8",2015,"NEFSC_Spring",2,2.94333176999758,6.10824832002752,1.09262592000024
"9",2015,"NEFSC_Spring",3,5.44348077339226,6.88734167753061,1.09042813140115
"10",2015,"NEFSC_Spring",4,5.26159508603846,6.15525985160932,1.08655854259996
"11",2015,"NEFSC_Spring",5,5.64269971973244,5.88105761943086,1.09899890689367
"12",2015,"NEFSC_Spring",6,1.94605259630794,5.38680018754802,1.137397015017
"13",2016,"NEFSC_Spring",1,4.89309547882065,5.10085296700944,1.17093150034633
"14",2016,"NEFSC_Spring",2,3.65340589372545,6.12639273474809,1.10815129804535
"15",2016,"NEFSC_Spring",3,4.33128384081732,6.75026442198836,1.10523599165521
"16",2016,"NEFSC_Spring",4,4.46864980872083,6.7631446499343,1.09597356174331
"17",2016,"NEFSC_Spring",5,4.57573934875455,5.23523941473125,1.09614814873153
"18",2016,"NEFSC_Spring",6,4.73013445173175,5.53387419469451,1.14407824602751
"19",2014,"NEFSC_Fall",1,3.71965110954336,5.68282997214972,1.13963060085266
"20",2014,"NEFSC_Fall",2,5.10059171905094,6.73093233980729,1.07311341805926
"21",2014,"NEFSC_Fall",3,4.19195501122751,6.51004203564214,1.07646626967155
"22",2014,"NEFSC_Fall",4,4.82847358131537,6.52564508119592,1.08346329077718
"23",2014,"NEFSC_Fall",5,1.55814976754066,4.18841377690971,1.1078437468083
"24",2014,"NEFSC_Fall",6,3.26652250863532,3.73138850320812,1.13166163371808
"25",2015,"NEFSC_Fall",1,1.55814976754066,5.67237351450955,1.14749416597402
"26",2015,"NEFSC_Fall",2,1.55814976754066,6.61830401003494,1.08484989739878
"27",2015,"NEFSC_Fall",3,3.80231074750476,7.05784425025222,1.0858436219539
"28",2015,"NEFSC_Fall",4,3.98034528362674,5.79570673049765,1.08425820424427
"29",2015,"NEFSC_Fall",5,1.55814976754066,4.81901799280325,1.09924901076252
"30",2015,"NEFSC_Fall",6,2.58978273174677,3.69498591143878,1.13642281560299
"31",2016,"NEFSC_Fall",1,4.68629156192486,5.72065173365362,1.15745434481404
"32",2016,"NEFSC_Fall",2,4.86967291151085,6.63236185182018,1.09906574306619
"33",2016,"NEFSC_Fall",3,3.46739295805502,6.97173634911261,1.09329176193435
"34",2016,"NEFSC_Fall",4,4.49032228099824,6.48386550070325,1.08961037831023
"35",2016,"NEFSC_Fall",5,3.61998702492249,4.2388125750596,1.08940825005567
"36",2016,"NEFSC_Fall",6,4.11092553895618,3.82559089773869,1.13985096660498
