Mean Weight in Catch (kilograms)
1 3
1977 2016 
1 9 
1
0.113 0.757 1.163 2.008 2.558 3.358 3.709 3.587 4.686
0.113 0.777 1.234 1.684 2.438 3.108 4.642 4.075 6.088
0.337 0.774 1.155 1.805 2.261 2.659 2.775 3.587 4.724
0.468 0.76 1.168 1.852 2.389 3.354 3.602 4.562 4.204
0.56 0.685 1.516 1.978 2.641 3.026 3.657 4.184 3.917
0.376 0.62 0.995 2.137 2.598 3.106 3.646 4.129 4.293
0.181 0.667 1.2 1.727 2.376 2.969 3.373 3.719 4.215
0.313 0.816 1.233 1.803 2.324 3.166 3.923 4.502 4.073
0.315 0.98 1.068 1.859 2.339 2.652 3.588 4.09 4.153
0.503 0.507 1.192 1.456 2.265 2.495 3.062 3.636 4.592
0.35 0.856 1.592 2.008 2.402 2.609 3.272 4.236 5.279
0.331 0.412 1.1 1.623 2.561 2.582 3.871 4.652 5.18
0.251 1.126 1.779 1.824 2.343 2.864 3.543 4.545 4.244
0.296 0.831 1.543 3.331 2.45 3.041 3.745 3.762 4.189
0.347 1.459 1.88 2.657 3.027 2.958 3.35 4.433 3.881
0.448 1.192 1.764 1.973 2.654 3.067 2.079 3.757 3.45
0.364 0.885 1.592 2.041 2.436 3.035 3.393 3.422 3.657
0.362 0.787 1.589 2.186 3.062 2.788 3.62 3.41 3.721
0.275 0.802 1.156 1.774 2.525 3.526 4.133 5.209 5.665
0.337 0.674 1.073 1.803 2.196 3.148 2.473 2.387 3.164
0.354 0.891 1.802 1.662 2.33 2.977 2.985 3.063 3.607
0.25 0.975 1.448 1.827 2.212 2.843 3.376 3.152 2.988
0.266 0.611 1.309 1.608 1.765 1.926 2.281 3.033 3.295
0.26 0.607 1.022 1.535 1.773 2.013 2.39 2.696 3.101
0.242 0.889 1.26 1.49 1.811 2.21 2.243 2.483 2.532
0.121 0.473 1.025 1.34 1.631 2.143 2.598 2.303 2.644
0.318 0.583 0.887 1.23 1.468 1.77 2.134 2.425 2.513
0.186 0.577 0.792 1.37 1.343 1.668 1.815 2.021 2.205
0.173 0.549 0.752 1.135 1.462 1.444 1.685 1.954 2.296
0.249 0.433 0.845 0.797 1.35 1.644 1.505 1.677 2.008
0.243 0.567 0.776 1.117 1.204 1.509 1.629 1.581 1.717
0.289 0.55 1.011 1.199 1.336 1.353 1.694 1.755 1.757
0.304 0.7 0.801 1.131 1.282 1.626 1.563 1.877 1.947
0.353 0.603 0.781 1.13 1.414 1.577 1.74 2.132 2.073
0.341 0.589 1.03 1.188 1.399 1.603 1.806 1.919 2.119
0.249 0.538 0.939 1.09 1.406 1.446 1.739 1.81 1.975
0.283 0.563 0.845 1.215 1.353 1.573 1.654 1.818 2.034
0.283 0.591 0.763 1.106 1.557 1.616 1.878 1.816 2.063
0.182 0.458 0.842 1.009 1.298 1.697 1.591 2.022 2.174
0.181 0.365 0.65 1.04 1.197 1.393 1.738 2.01 2.01
