"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7"
"peel.1",0.0157412605990686,-0.0065129302788884,0.474027309729091,0.0416941452671427,-0.0113559381695325,0.114481607448637,0.474027309729091,0.166341667742245,-0.024026437297592,-0.0160651641335553,0.00104668310500662,-0.0196766811130678,-0.0328416789376127
"peel.2",-0.329085366104649,0.362156421335148,0.998685328067256,0.442704705907323,0.316083187210468,0.616980833217642,0.998685328067256,0.838232300068238,0.347112489056649,0.262781929826486,0.393126831187005,0.300314379105997,0.266453866883506
"peel.3",-0.225906851268237,0.206300282433643,3.20420089810427,0.508168655745346,0.18665339792251,1.01094133768781,3.20420089810427,0.622171729837228,0.093869579487438,0.312689095969987,0.17621827941636,0.17139789494233,0.134159503083645
"peel.4",-0.0213363573918636,0.0175061469421545,1.05568228834788,0.177770518822106,0.00889633461746158,0.204576668014458,1.05568228834788,-0.238223218725794,-0.0333161137265767,-0.00384445649330552,0.052818072386537,0.0564117367032325,0.021391250720778
"peel.5",0.103223834410781,-0.0529821967308678,0.0385754699071548,-0.0804725077255763,-0.066778008434091,-0.0843904457862451,0.0385754699071548,-0.277593727382501,-0.226148073152967,-0.0257465533264313,0.0247935702548659,0.012287527723998,-0.00623219309007977
"Mohn.rho",-0.09147269595098,0.105293544740238,1.15423425883113,0.217973103603268,0.0866997946293631,0.372518000116459,1.15423425883113,0.222185750307883,0.0314982888733902,0.105962970368636,0.129600687269955,0.104146971472498,0.0765861497320473
