"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1998,1.0479,0.830778892249382,1.32176493678943,195180,129726.805280037,293657.369560325,138950,107262.275672344,179999.001316901,197609
1999,1.1259,0.869669963483131,1.45762284915867,175870,107924.429360879,286591.803942508,274820,230970.40242642,326994.418360856,114868.9
2000,0.91466,0.68851255921148,1.21508737118481,154470,87589.2870486853,272418.941904815,483690,418565.108074291,558947.727813173,85416.84
2001,0.75328,0.574113566684754,0.988359779889292,147600,80538.1166903863,270502.476284009,158790,130455.033120896,193279.350721818,64500.17
2002,0.97638,0.737214092112092,1.29313575879807,143050,77516.5133661501,263986.363826006,251350,215578.119231257,293057.675450951,64208.69
2003,0.55927,0.410149817100621,0.762606539998201,125800,66771.4965939415,237011.910879289,119970,98623.2925356228,145937.136450817,37065.31
2004,0.71127,0.530528868930086,0.953586209022434,117660,63204.3593744221,219033.556182241,229890,196605.049696044,268810.044206425,37462.17
2005,0.6215,0.463194879363992,0.833908722243157,120860,67742.4676721377,215627.509625072,189930,158580.0787963,227477.531691337,40309.39
2006,0.7192,0.541433342479412,0.955332077687232,116740,64410.90805778,211582.603179181,370000,319548.65608263,428416.760308953,36957.1
2007,0.58724,0.438828241308735,0.785844631538611,149910,91600.6046687502,245336.896860755,195230,163302.868993784,233399.162763337,55468.56
2008,0.52749,0.388679584775412,0.715874234199299,147160,94048.5844546253,230264.662946077,229980,193595.445707439,273202.709943542,53194.02
2009,0.47324,0.34222921474823,0.654403797071385,164710,108375.446490674,250327.772373556,227550,189832.586995185,272761.401609689,55603.37
2010,0.41383,0.298150530713126,0.574391963986735,174630,113798.255737335,267979.827128361,346230,291723.686246601,410920.396771165,49672.15
2011,0.29456,0.213024089463025,0.407304140197065,196200,130868.383329934,294146.217906209,171760,139694.295339762,211186.129886313,41345.4
2012,0.28625,0.209104387458684,0.391857213020889,215590,144477.475988851,321704.457957079,259980,215701.389010497,313348.007215246,41326.62
2013,0.25983,0.192109084554004,0.351423406429391,245160,167291.288098811,359274.091813435,322710,268752.927469778,387499.943090707,40623.36
2014,0.26821,0.201196445526519,0.357544110243828,258720,182009.401281668,367761.433907545,459590,383713.330979179,550470.757846726,44176.74
2015,0.27024,0.203231193237615,0.359342758543049,276080,199465.713901528,382121.643409997,199340,155982.104127125,254749.96521149,48260.53
2016,0.2738,0.201039904809839,0.372893332151693,291120,211099.996923853,401472.551563187,148450,106379.045577908,207159.242501951,49804.34
