"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1963,0.25641,0.165137758207593,0.398128743018004,715540,229591.478955323,2230036.99409781,569230,417916.824104381,775328.424727573,128939.6
1964,0.24611,0.165252996446423,0.366529705375948,717130,267128.510973462,1925198.6058167,592330,437118.067649025,802654.602650083,131138.4
1965,0.3326,0.229817713215628,0.481350016289682,912950,383087.039874583,2175687.54811666,1241600,963142.690808438,1600563.00557713,205083.6
1966,0.3808,0.275022443874423,0.527261113519199,956580,426662.312054033,2144659.3020949,1551000,1231156.18470989,1953936.49471603,252207.9
1967,0.37527,0.277014907049742,0.508375431487925,987970,456578.47992319,2137824.63217322,1270900,1006650.92159036,1604515.30451912,271362.8
1968,0.42079,0.310836775531453,0.569637308189369,875560,433546.160297171,1768220.74280288,562260,423244.51550004,746935.39082604,296940.5
1969,0.34903,0.256674294909363,0.474616832756931,838930,433906.901135278,1622015.09830464,315390,224740.03612133,442604.058523418,203471.3
1970,0.42466,0.323144089933218,0.558067194226789,1011600,529989.171844805,1930859.372915,1329900,1055985.37668779,1674866.00576564,238550.9
1971,0.70089,0.557920933444823,0.880495358126911,1043200,543791.178485915,2001257.62067357,2046100,1663862.75791356,2516148.15590307,391996.9
1972,0.80571,0.647883403332375,1.00198369144975,832380,411033.23840417,1685645.83022532,393360,286916.868750516,539292.409936847,373250.4
1973,0.77794,0.606851890411561,0.9972625168714,662100,314677.000618082,1393099.62005151,691720,540131.093556217,885852.645974731,262863.1
1974,0.78181,0.599510961416922,1.01954245282753,616100,283262.280832693,1340027.37280858,787780,613979.604095225,1010778.41065181,248891
1975,0.82065,0.63345354827838,1.06316623267857,481440,213236.982937842,1086980.64663372,1321700,1046171.20642505,1669794.46506604,240068.4
1976,1.1227,0.856064776545726,1.47238307723163,395470,173198.33215786,902990.917703836,1030300,785353.005285593,1351644.52527177,295419.4
1977,1.0612,0.829348404475391,1.35786773558978,322320,130461.357888594,796329.151262675,2802000,2307795.66670281,3402036.02653314,333882.6
1978,0.91148,0.712542996950473,1.16595881786169,256690,105309.671632188,625676.208830383,588330,423745.608712581,816839.589091236,322804.2
1979,1.2159,0.923609601021058,1.60069017078818,247450,111878.523711896,547303.454393804,2102200,1651227.22916434,2676339.61089445,400158.4
1980,1.4389,1.1568486813775,1.78971826076222,205830,94474.0752489299,448440.366189029,3696500,3061667.02391007,4462964.83036536,532158.4
1981,1.0063,0.81229321791622,1.24664304424175,163090,73509.7849380257,361834.116674731,1122600,882532.127318833,1427971.53892701,379875.8
1982,0.99783,0.803876794523307,1.23857874202031,163050,82710.2301307784,321427.016439977,1874200,1570750.2651699,2236272.51122575,349056.1
1983,0.8499,0.675435178125205,1.06942906350386,163450,90757.9542063816,294364.309262069,768150,611594.393671742,964780.626842529,284138.3
1984,1.1294,0.915734182299823,1.39291989384576,179900,105443.785054085,306931.413581177,2184000,1859177.14207021,2565573.71111433,347746.9
1985,0.88048,0.698952181559963,1.10915317364024,176770,100637.524990739,310496.834087239,445420,337694.06204669,587511.00092654,247106.7
1986,1.2707,1.03093617163421,1.56622547004094,172880,99137.7494230148,301474.408829596,2398900,2073992.51238129,2774706.83989723,316775.7
1987,0.84387,0.684258912756026,1.04071216848571,158150,89177.5743838652,280467.625104247,657720,539712.532406054,801529.652223335,244704.5
1988,0.82829,0.664870905460586,1.03187599045973,167650,101282.938155828,277505.007376039,396080,316635.400124619,495457.445182239,188345
1989,0.97067,0.779194153643546,1.20919830377863,171880,105842.144109185,279120.709889666,1037800,884199.788791437,1218083.12290159,196410.2
1990,0.94461,0.759834100903711,1.17431956665113,164350,96154.4609937084,280911.797755981,326900,264193.31211115,404490.216448177,158759.3
1991,0.8843,0.691782886007263,1.1303929394862,154540,89589.1633803543,266579.245735396,393170,323705.100332258,477541.591841875,122661.8
1992,0.83138,0.655626937386758,1.05424695811768,154570,88506.5998840087,269944.670016826,979250,851092.884930597,1126704.94546338,150219
1993,0.80525,0.634234254518317,1.02237865249404,151140,89976.9021786064,253879.596284116,392180,320585.14243737,479763.819466611,155434.1
1994,1.0821,0.865953368987735,1.3521979957983,163050,101641.353781301,261559.901663677,1232700,1071707.8503696,1417876.41984329,204872.9
1995,0.80317,0.636981395506668,1.01271725273371,154280,93559.9502623835,254407.129687946,636780,543522.597978434,746038.471828339,182705.5
1996,0.68673,0.531985053721109,0.886487486069926,170200,110231.650861883,262792.399220222,359270,294915.276812873,437667.842422077,148479.8
1997,0.73592,0.561358028830459,0.964764408070071,192560,128013.126754366,289652.74530907,1472200,1286014.83802133,1685340.46102822,156384.2
