"Year","Index","Age","logObs","Pred"
2014,1,"1",8.11248438902719,8.1801279991416
2014,1,"2",8.68195229921917,7.82994919739893
2014,1,"3",6.6033772772675,7.00257686252078
2014,1,"4",6.52876358924997,6.18715501415408
2014,1,"5",5.81529459180547,6.43311290628268
2014,2,"1",8.64101200183298,8.68504426886734
2014,2,"2",9.01023752253247,7.59311159878694
2014,2,"3",6.03466546086352,6.7023932313136
2014,2,"4",4.72166900767459,5.86180492880042
2015,1,"1",7.21475684604029,7.50119896779174
2015,1,"2",9.29240322974599,8.21826263478429
2015,1,"3",6.78516026350702,7.18038076971321
2015,1,"4",6.69015279633588,6.58547289186883
2015,1,"5",4.86112250719741,5.75713386168703
2015,2,"1",8.70802301015192,8.00628973751748
2015,2,"2",8.53520815888442,7.9822740361723
2015,2,"3",6.86704116973581,6.88141468850603
2015,2,"4",6.19515790795854,6.26112280651517
2016,1,"1",7.09431569289722,7.30283960505661
2016,1,"2",7.72371363007331,7.5388892714053
2016,1,"3",7.5673237434873,7.56935257795354
2016,1,"4",7.26959619717552,6.76494519274055
2016,1,"5",6.00867684907501,6.15711522099549
2016,2,"1",8.49302877122383,7.80894637478235
2016,2,"2",7.28558749202059,7.30783717279331
2016,2,"3",6.7945449780895,7.27746949674637
2016,2,"4",6.6622882665082,6.44641250738689
