Year,2,3,4,5,6,7,8,9
2008,22200,19100,11000,8430,5660,4320,2150,1820
2009,21700,18100,15100,7680,5420,3520,2760,1360
2010,22300,17800,14600,11400,5130,3180,1920,1760
2011,25900,18300,13900,10500,7600,3260,1970,1190
2012,20000,21200,14400,9650,6960,4840,1640,1170
2013,23200,16400,17000,10800,6560,4130,2820,815
2014,23800,18900,12900,12400,7740,4330,2780,1850
2015,25400,19500,14700,9460,8690,5420,2940,1890
2016,24400,20600,15100,10500,6080,5210,3150,1720
2017,22900,19700,15400,10700,6700,3350,2590,1730
