Year,2,3,4,5,6,7,8,9,10+
1984,1479,5209,9070,8945,7198,5561,2397,952,624
1985,3558,10438,9733,10444,7732,3291,835,512,264
1986,4722,7128,15330,10565,6889,4303,1521,481,407
1987,278,2912,12244,14611,5076,3080,1236,351,149
1988,744,3328,4910,8159,8714,5237,1590,591,333
1989,459,1984,2917,4057,6610,3238,1057,270,86
1990,408,1843,2485,2012,3838,3906,846,141,73
1991,1308,3305,4448,4456,2681,1880,977,203,94
1992,469,1946,5509,5913,3622,2459,1744,921,279
1993,51,1645,2994,3156,3530,3768,2073,995,690
1994,389,1274,3416,5017,3755,4008,1907,901,798
1995,818,1228,3149,6639,7131,4050,1868,737,433
1996,1214,2967,2989,5547,6144,5533,2543,1125,543
1997,1377,4145,4173,3021,3225,5124,4000,1091,684
1998,803,3956,7113,5339,2857,1956,2155,1230,343
1999,301,1788,3791,6202,3693,1959,949,995,320
2000,219,1525,4817,5322,3715,1448,453,241,152
2001,44,848,2572,4020,2962,2282,740,321,119
2002,248,1191,3161,3877,3681,2134,1250,490,377
2003,166,1449,2758,3422,3076,1824,842,584,99
2004,38,560,1407,2637,2919,2271,967,388,264
2005,36,744,1957,2686,2289,1830,936,364,143
2006,90,551,2672,2562,2678,1858,986,453,224
2007,137,861,2155,2805,1858,1355,718,413,196
2008,107,1065,2181,2473,1882,1262,701,349,170
2009,3,322,1628,2007,2251,1665,825,262,276
2010,21,1103,2512,2945,1616,1092,652,308,272
2011,43,912,2754,2566,2203,1636,704,333,455
2012,30,622,1509,2066,2425,1771,821,472,638
2013,140,843,2526,1928,1803,1054,788,384,340
2014,36,1265,1908,2537,1556,1036,662,567,296
2015,291,1240,2311,2438,2777,1892,997,638,895
2016,384,2071,2283,2666,2311,2374,1198,682,906
2017,338,2233,3090,3181,2938,2117,1572,832,962
