"Year","Index","Age","logObs","Pred"
2014,1,"1",2.77701651138175,3.72495036819202
2014,1,"2",5.75856728763227,5.29346111736597
2014,1,"3",6.81024263582405,5.77067026120609
2014,1,"4",7.15295005372194,5.78306689206853
2014,1,"5",5.83815309932573,5.18427423423404
2014,1,"6",6.53816899031772,5.43984486201477
2014,1,"7",6.36088604463331,6.13614654465621
2014,2,"1",6.23277493381354,3.70051712937063
2014,2,"2",6.05511023028551,4.40344683281435
2014,2,"3",4.27333467694192,4.73264559873598
2014,2,"4",5.52582943145921,5.00629758044234
2014,2,"5",2.88190817095178,4.59855773671065
2014,2,"6",3.89161645067393,4.94004805711882
2014,2,"7",6.2559449144324,5.66959909900561
2014,3,"2",4.05781887608459,5.02577715401288
2014,3,"3",5.85180552800299,5.85991230023839
2014,3,"4",6.19261194975829,6.14989811785134
2014,3,"5",6.12866023556371,5.62194149122372
2014,3,"6",5.96376429593839,5.89033838844422
2014,3,"7",6.36497269161121,6.58879000127175
2015,1,"2",3.5127983611616,5.16859964076682
2015,1,"3",4.42557691404483,5.69742015932783
2015,1,"4",4.93697432328993,5.51790493368436
2015,1,"5",5.03682274665286,5.38862291274379
2015,1,"6",2.94790660938608,4.77653798935386
2015,1,"7",5.19180053614981,6.14179520315217
2015,2,"3",5.06447154202898,4.65939549685772
2015,2,"4",5.33210376633159,4.74113562205817
2015,2,"5",5.3005477930465,4.8029064152204
2015,2,"6",2.21931215970393,4.27674118445792
2015,2,"7",6.00194022369291,5.67524775750156
2015,3,"2",2.72595555622113,4.90091567741373
2015,3,"3",3.9488754623983,5.78666219836013
2015,3,"4",5.35621353989145,5.88473615946717
2015,3,"5",5.3734665007449,5.82629016973346
2015,3,"6",4.37996185657596,5.22703151578332
2015,3,"7",5.19476070046044,6.5944386597677
2016,1,"1",3.85471156712422,4.3016772290595
2016,1,"2",2.58036857912021,4.27026473436139
2016,1,"3",4.71221991987312,5.62095584952942
2016,1,"4",5.0324295154974,5.49073596019948
2016,1,"5",5.42701382037264,5.16713135964901
2016,1,"6",5.48775087783986,5.02207121565595
2016,1,"7",5.74629580969879,6.00781599203194
2016,2,"1",5.75171293860705,4.27724399023811
2016,2,"2",4.03198086395799,3.38025044980977
2016,2,"3",6.04535907608849,4.5829311870593
2016,2,"4",3.67429202617636,4.71396664857329
2016,2,"5",3.86747692255766,4.58141486212562
2016,2,"6",2.89574618840288,4.52227441076001
2016,2,"7",4.14758090045654,5.54126854638134
2016,3,"1",0.973427000069744,4.08432914874906
2016,3,"2",3.1850708763131,4.00258077100831
2016,3,"3",6.18779352563469,5.71019788856172
2016,3,"4",7.19649162216987,5.85756718598229
2016,3,"5",6.80458116793084,5.60479861663869
2016,3,"6",6.30207148089695,5.47256474208541
2016,3,"7",7.32961209026533,6.46045944864747
