"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
1981,0.85992,0.713902154287281,1.03580357890674,17350,15205.5357966506,19796.9018669048,66185,58038.5000604025,75474.9729996662,15442.91
1982,0.70811,0.58747387562752,0.853518416566865,16879,14952.6202012386,19053.5596548089,54864,47723.061579616,63073.4574934666,12851.31
1983,0.82364,0.688857612014697,0.984794009339519,14814,13174.6176838156,16657.3787009842,51752,45108.2967831481,59374.2104002599,12067.12
1984,0.91622,0.773395004764992,1.08542088225031,12670,11247.0836822356,14272.9355035875,37413,32529.4915715071,43029.6479095923,11901.5
1985,1.2325,1.05657428019141,1.43771836820105,9036.9,8063.40372203908,10127.9266703204,32967,28704.7993631846,37862.0688216308,10723.17
1986,0.98147,0.82729353421948,1.16437917263408,6966.8,6173.46799750589,7862.08048047044,32752,28641.9884172217,37451.781921503,7229.623
1987,1.0832,0.919397030790149,1.27618667529481,5910.6,5253.63883377816,6649.71336350434,25036,21723.4857815451,28853.624243513,6586.87
1988,1.1579,0.989145365958278,1.35544527239543,4870.5,4327.40387849611,5481.7555550752,26287,23019.7062461628,30018.0359215134,5758.658
1989,1.1242,0.953478550453136,1.32548932474608,4112.3,3643.97282499933,4640.81707030927,25745,22616.2717792462,29306.5555397253,4974.399
1990,0.9855,0.829828594172405,1.17037452893341,4039.2,3592.58736155231,4541.33330607455,18342,15930.8653831867,21118.0595597188,4482.19
1991,1.0897,0.928871140315841,1.27837548015135,4215,3767.05761034038,4716.20740580994,14539,12545.13150841,16849.7652542178,4875.156
1992,0.97407,0.817695060133556,1.16034987999686,3871,3441.4999673518,4354.10174114589,16513,14424.4722220133,18903.9269377123,3894.533
1993,1.0433,0.874385048627897,1.24484618270641,3258,2882.0502971391,3682.99054688139,21877,19378.1512498889,24698.0799575885,3714.646
1994,0.71176,0.582786041733826,0.869276649270503,3462.6,3077.49721347728,3895.89264532684,18599,16254.1238396114,21282.1561108685,3061.487
1995,0.6499,0.531840538943171,0.794166632801814,4831.4,4324.86506203746,5397.26109951817,19850,17375.2742286639,22677.1960439037,3481.152
1996,0.72198,0.588707617085034,0.885422755324582,5364.6,4796.25797250384,6000.28883454244,19399,16925.5848447683,22233.8669210784,4075.491
1997,0.72283,0.594172040570601,0.879346676087693,5632.8,5006.56820209289,6337.36215292874,25186,22245.8628979573,28514.7219916674,4547.902
1998,0.60298,0.492582666539143,0.738119517997916,5696.1,5076.43563553131,6391.40482406691,23886,21037.9638311221,27119.5920185005,3657.629
1999,0.59105,0.483462918182752,0.72257889770141,6133.5,5499.53773183265,6840.54262092747,18366,16050.4327895369,21015.6299473674,3928.333
2000,0.69188,0.570984280685211,0.838373227763009,7001.5,6292.53834346188,7790.33826642219,13579,11834.4826940844,15580.67604359,5194.994
2001,0.81106,0.679917845598656,0.967496776056529,6599.6,5916.50607320177,7361.56096539422,13113,11542.680859739,14896.9525441673,5342.968
2002,0.72235,0.600874532272925,0.868383488523351,5021.8,4501.27173746414,5602.52228944685,6867.2,5880.63898556645,8019.2706873771,3583.022
2003,0.64127,0.531737380558282,0.773365251222783,4435.3,3981.94937063442,4940.26524673411,6826.7,5851.74097861814,7964.09702006415,2920.011
2004,0.62961,0.514009757046821,0.771208613582585,3672,3282.47601489193,4107.74791310819,12111,10687.5772694844,13724.0009874638,2238.711
2005,0.54591,0.438940820603266,0.67894739817184,3091.9,2734.30313585812,3496.26399671293,11793,10418.7082448792,13348.5692977683,1796.16
2006,0.71694,0.582872515538247,0.881844571321655,3270.1,2914.67060691838,3668.87221650959,6546.1,5695.78930999126,7523.35152826532,2528.656
2007,0.79834,0.651298610509352,0.978578405228838,3324.7,2967.11645308895,3725.37790975225,4853.4,4217.90762603932,5584.63903158518,2643.179
2008,0.69847,0.569650880083444,0.856419884453679,2528.9,2249.5753608825,2842.90774214878,4994.3,4363.41772657101,5716.39802857048,1722.911
2009,0.29923,0.234714691446213,0.381478433873487,2066.6,1825.98125401533,2338.92628996516,5321.6,4651.70682424061,6087.96461815349,656.1013
2010,0.15866,0.124243389683204,0.202610341396722,2377.7,2104.03468060861,2686.96012575452,6270.8,5508.74278491847,7138.27713061067,423.5203
2011,0.20548,0.160585701868764,0.26292521630914,2968.3,2637.66606053954,3340.37921699524,4922,4250.5480888873,5699.52003680115,645.2463
2012,0.22777,0.177560753219691,0.292177026506591,3344.1,2973.99296145153,3760.26606483354,3779.2,3190.68951469073,4476.25899487885,814.153
2013,0.44217,0.340830286211981,0.573641242604827,3491.7,3078.19423737815,3960.75359441401,3045.7,2478.58911411869,3742.56807518433,1540.957
2014,0.35551,0.26423312587249,0.47831762078533,2832.5,2405.78434479572,3334.90251000916,8797.1,7287.93563826281,10618.7776966218,1000.1
2015,0.27372,0.203768903563499,0.367684357572511,2719.5,2231.58213610721,3314.09726325426,11843,9316.5157316754,15054.62482322,836.094
2016,0.19021,0.142304202223509,0.254242977611964,3210.7,2621.03177814893,3933.02918947451,23050,16281.8218394178,32631.6370022998,693.6164
