"","f.rho","ssb.rho","recr.rho","jan1b.rho","explb.rho","stockn.rho","Age.1","Age.2","Age.3","Age.4","Age.5","Age.6","Age.7"
"peel.1",-0.226080208857367,0.220481926381735,0.0349502134673584,0.196051557078325,0.211326836996436,0.138254444601887,0.0349502134673584,0.29414779242288,0.143890391702739,0.175990212201911,0.228031955935683,0.224301303090221,0.237575760769887
"peel.2",-0.609399296109022,0.944934050567175,0.720914429319448,0.825086906671848,0.850549153528809,0.763753894407838,0.720914429319448,0.708757041415246,0.821280482255152,0.860315632526332,0.881842891366864,0.870385243743844,0.910641530796679
"peel.3",-0.699107749236217,1.14664258279737,1.47272840099603,1.18897519193166,1.06893513410879,1.39747708424187,1.47272840099603,2.05955201378419,1.33392479902813,1.02529986969775,0.884801129420965,0.891295143768394,0.937565059293254
"peel.4",-0.635300331296499,1.12341995673515,2.69224206957174,1.28940006422361,1.10495499710991,1.76277102221161,2.69224206957174,2.15483121831082,1.14802263868503,1.01260899332442,0.980566348208365,0.985444468903962,1.10461170734858
"peel.5",-0.65767759951101,1.31636293195657,4.11617852439479,1.62247706073373,1.30478186912603,2.41002710238885,4.11617852439479,2.15895840322076,1.34456825988888,1.16153917722402,1.133217494931,1.1950398271548,1.37010160471736
"Mohn.rho",-0.565513037002023,0.950368289687601,1.80740272754987,1.02439815612784,0.908109598173996,1.29445670957041,1.80740272754987,1.47524929383078,0.958337314311987,0.847150776994887,0.821691963972576,0.833293197332243,0.912099132585152
