US Atlantic Herring Catch Weights
1  4
1965  2014
1  8
1
0.013	0.038	0.095	0.113	0.202	0.265	0.298	0.321
0.016	0.047	0.096	0.17	0.224	0.279	0.302	0.321
0.016	0.043	0.107	0.172	0.206	0.226	0.242	0.265
0.011	0.038	0.069	0.176	0.221	0.265	0.298	0.321
0.011	0.041	0.102	0.134	0.206	0.265	0.298	0.321
0.011	0.061	0.126	0.163	0.191	0.239	0.276	0.299
0.014	0.068	0.144	0.17	0.202	0.248	0.296	0.328
0.031	0.069	0.154	0.197	0.235	0.268	0.289	0.304
0.011	0.051	0.133	0.17	0.238	0.295	0.352	0.387
0.008	0.045	0.124	0.169	0.196	0.27	0.29	0.318
0.015	0.055	0.133	0.188	0.211	0.248	0.295	0.298
0.015	0.088	0.132	0.184	0.21	0.236	0.278	0.325
0.013	0.045	0.131	0.175	0.215	0.243	0.249	0.281
0.032	0.05	0.119	0.178	0.208	0.239	0.252	0.261
0.015	0.073	0.133	0.187	0.229	0.253	0.302	0.308
0.007	0.054	0.104	0.185	0.25	0.294	0.319	0.332
0.015	0.039	0.135	0.192	0.236	0.301	0.339	0.36
0.017	0.05	0.139	0.2	0.24	0.272	0.328	0.341
0.024	0.069	0.144	0.214	0.265	0.297	0.332	0.358
0.007	0.064	0.14	0.193	0.239	0.286	0.313	0.343
0.005	0.047	0.146	0.208	0.237	0.268	0.318	0.348
0.032	0.057	0.116	0.176	0.227	0.252	0.271	0.252
0.01	0.068	0.108	0.159	0.202	0.238	0.256	0.273
0.027	0.066	0.117	0.154	0.192	0.229	0.264	0.272
0.023	0.068	0.116	0.172	0.201	0.232	0.26	0.289
0.023	0.062	0.106	0.156	0.189	0.216	0.233	0.255
0.023	0.063	0.096	0.142	0.171	0.205	0.225	0.239
0.023	0.06	0.101	0.135	0.164	0.19	0.22	0.238
0.023	0.047	0.096	0.137	0.156	0.18	0.209	0.238
0.023	0.054	0.086	0.12	0.138	0.159	0.18	0.213
0.027	0.051	0.095	0.123	0.145	0.162	0.175	0.196
0.028	0.055	0.088	0.125	0.15	0.171	0.188	0.204
0.01	0.056	0.091	0.124	0.153	0.175	0.194	0.208
0.026	0.052	0.092	0.117	0.138	0.164	0.187	0.208
0.026	0.06	0.091	0.123	0.14	0.157	0.186	0.205
0.026	0.065	0.111	0.137	0.156	0.172	0.198	0.224
0.033	0.056	0.099	0.134	0.153	0.166	0.181	0.204
0.03	0.059	0.099	0.126	0.143	0.167	0.183	0.192
0.027	0.059	0.099	0.137	0.153	0.171	0.192	0.195
0.026	0.047	0.091	0.129	0.155	0.173	0.194	0.223
0.026	0.054	0.087	0.131	0.159	0.183	0.199	0.214
0.026	0.062	0.089	0.133	0.163	0.184	0.203	0.212
0.026	0.064	0.106	0.14	0.164	0.184	0.203	0.242
0.026	0.068	0.106	0.135	0.162	0.175	0.188	0.202
0.026	0.057	0.095	0.138	0.159	0.179	0.191	0.208
0.026	0.043	0.089	0.121	0.147	0.168	0.183	0.202
0.026	0.048	0.076	0.111	0.143	0.169	0.186	0.217
0.032	0.049	0.09	0.107	0.123	0.155	0.188	0.211
0.026	0.061	0.09	0.124	0.132	0.144	0.18	0.201
0	0.066	0.106	0.119	0.155	0.158	0.165	0.213


