US Atlantic Herring Total Catch Numbers at age (combines all gear types)
1 2
1965  2014
1  8
1
104736	4401045	199873	76900	10600	240	116	77
56147	1572723	2064344	98814	102513	25842	5690	129
162791	516033	480045	396627	161433	222270	416495	118196
164000	7181616	1858453	348188	230259	83099	13705	903
442722	1427252	1938491	231541	72267	40276	74910	200102
184250	955663	246251	428059	300976	155982	131980	169209
218416	239262	394062	310734	308463	211322	142349	227132
29522	1371390	121383	188821	242838	214452	131257	99720
78788	491290	1111054	265933	94914	68314	76788	60211
37351	493610	222929	840621	91840	30076	26420	26204
50013	652927	145506	146668	624554	60378	29094	36723
91392	700239	317105	59532	62668	224429	17037	12831
530325	606289	100028	127207	34221	36161	113169	11951
258847	1371242	196698	49195	74356	11271	14157	58467
7877	1506463	499110	75199	19853	24518	4275	15030
350348	342260	482363	227569	26917	6944	10413	7096
69920	1532422	49843	103231	65687	6894	1669	3108
61088	731974	127231	9766	50740	32131	3391	3911
44655	305953	71449	45485	2680	16030	12576	2588
22132	171284	176103	60405	41120	3136	9100	4733
40305	576097	74279	86137	33644	18124	989	3334
27814	250410	270181	59801	43773	18740	8587	2074
71350	234140	171359	223191	45617	22298	6614	2689
77533	487153	131383	100673	158734	42953	11456	4483
27193	542935	208016	71495	66755	117788	30868	13800
12601	546392	204236	84882	32725	36532	67539	42732
5574	490901	219564	135630	99433	48725	40511	73116
934	544959	302096	154052	139403	88813	48084	71051
2073	388942	255329	149672	128410	75268	51818	40239
1986	394562	191847	82163	107357	95169	50669	37729
60372	429033	149298	73289	64181	141929	170514	143251
7136	544656	179528	88818	105707	200711	133337	52083
9892	311653	743727	118689	79304	97246	106748	34363
440	590175	217181	442677	104608	51357	51255	36410
1184	265300	456917	133490	244037	99919	43010	28633
1671	492755	68580	141456	170352	202484	51336	23346
1547	190001	529694	71225	114232	139625	137403	38162
38401	247894	143184	268599	102178	75856	77514	45436
13023	413749	184151	75356	201304	69306	65792	47417
7811	363250	520713	120000	75094	86051	37877	11034
1158	158113	452679	256114	72765	64208	44719	9383
201207	208591	294762	347481	135837	40862	28012	21528
6323	748998	191922	152400	146473	76423	22040	12486
28027	135540	300102	90279	77932	98432	52704	31388
13304	193413	114679	328594	79857	75181	81590	35781
7	745425	188766	70498	139996	34287	27176	14859
16225	103406	908594	116477	24094	18523	3488	3042
25441	122096	45887	604767	102242	22027	24888	8826
35534	276790	155743	79693	465719	83174	11617	4550
26104	109766	438397	85808	42038	187918	32384	3073

