US Atlantic Herring Catch Weights
1  3
1965  2014
1  8
1
0.006	0.024	0.062	0.112	0.165	0.244	0.28	0.306
0.009	0.027	0.069	0.142	0.219	0.272	0.3	0.28
0.005	0.028	0.062	0.122	0.188	0.213	0.238	0.264
0.005	0.033	0.068	0.143	0.186	0.237	0.276	0.305
0.01	0.035	0.1	0.137	0.206	0.24	0.288	0.321
0.01	0.044	0.121	0.159	0.186	0.232	0.269	0.292
0.012	0.044	0.129	0.168	0.199	0.242	0.289	0.321
0.026	0.039	0.113	0.175	0.212	0.26	0.292	0.307
0.01	0.044	0.11	0.137	0.219	0.28	0.331	0.376
0.01	0.038	0.103	0.167	0.203	0.271	0.294	0.332
0.016	0.044	0.107	0.177	0.206	0.244	0.292	0.297
0.014	0.036	0.106	0.174	0.205	0.229	0.263	0.289
0.012	0.037	0.094	0.153	0.196	0.227	0.236	0.276
0.011	0.036	0.096	0.158	0.196	0.22	0.239	0.251
0.006	0.031	0.082	0.169	0.216	0.243	0.28	0.299
0.012	0.041	0.097	0.15	0.229	0.265	0.291	0.29
0.01	0.041	0.098	0.177	0.213	0.281	0.31	0.328
0.019	0.041	0.104	0.204	0.229	0.253	0.305	0.334
0.018	0.041	0.125	0.199	0.218	0.283	0.319	0.354
0.014	0.041	0.117	0.154	0.195	0.209	0.291	0.326
0.017	0.036	0.099	0.148	0.162	0.188	0.198	0.286
0.018	0.042	0.101	0.159	0.21	0.236	0.247	0.205
0.011	0.041	0.092	0.137	0.088	0.147	0.145	0.157
0.009	0.031	0.091	0.106	0.121	0.129	0.19	0.23
0.009	0.031	0.066	0.102	0.116	0.132	0.157	0.199
0.006	0.029	0.08	0.138	0.174	0.167	0.177	0.22
0.004	0.036	0.073	0.124	0.15	0.184	0.2	0.208
0.009	0.035	0.073	0.124	0.138	0.164	0.191	0.208
0.009	0.032	0.078	0.119	0.123	0.147	0.183	0.221
0.009	0.029	0.07	0.118	0.134	0.152	0.162	0.196
0.014	0.046	0.089	0.118	0.134	0.149	0.16	0.181
0.024	0.043	0.083	0.12	0.146	0.164	0.179	0.194
0.016	0.045	0.085	0.118	0.147	0.167	0.182	0.198
0.016	0.037	0.08	0.112	0.132	0.158	0.178	0.194
0.023	0.047	0.087	0.116	0.132	0.148	0.176	0.192
0.018	0.06	0.101	0.127	0.147	0.159	0.182	0.202
0.005	0.047	0.089	0.127	0.147	0.161	0.174	0.2
0.02	0.045	0.093	0.121	0.138	0.158	0.169	0.179
0.015	0.052	0.09	0.13	0.149	0.166	0.184	0.189
0.011	0.043	0.092	0.125	0.152	0.166	0.186	0.193
0.019	0.042	0.083	0.123	0.149	0.17	0.188	0.205
0.016	0.066	0.085	0.12	0.147	0.172	0.188	0.204
0.016	0.047	0.085	0.118	0.141	0.161	0.185	0.191
0.016	0.041	0.1	0.131	0.152	0.169	0.18	0.193
0.004	0.047	0.09	0.133	0.156	0.172	0.184	0.2
0.028	0.036	0.072	0.113	0.142	0.162	0.174	0.183
0.019	0.044	0.069	0.1	0.138	0.16	0.189	0.206
0.013	0.049	0.085	0.096	0.109	0.145	0.16	0.176
0.012	0.05	0.07	0.106	0.118	0.129	0.155	0.181
0.014	0.041	0.096	0.11	0.146	0.146	0.152	0.22

